player_name,player_id,timeframe,aLevel,Age,TeamName,error
Lane Thomas,sa828962,last_45,AAA,29,CLE (AAA),Total row not found (advanced) | Total row not found (standard)
Lane Thomas,sa828962,last_30,AAA,29,CLE (AAA),Total row not found (advanced) | Total row not found (standard)
Aramis Garcia,sa599195,last_7,AAA,32,ARI (AAA),Total row not found (advanced) | Total row not found (standard)
Sergio Alcántara,sa739641,last_7,AAA,28,- - -," | HTTPSConnectionPool(host='www.fangraphs.com', port=443): Read timed out. (read timeout=10)"
Lane Thomas,sa828962,last_7,AAA,29,CLE (AAA),Total row not found (advanced) | Total row not found (standard)
Derek Hill,sa828670,last_15,AAA,29,MIA (AAA),Total row not found (advanced) | Total row not found (standard)
Derek Hill,sa828670,last_7,AAA,29,MIA (AAA),Total row not found (advanced) | Total row not found (standard)
Lane Thomas,sa828962,last_15,AAA,29,CLE (AAA),Total row not found (advanced) | Total row not found (standard)
Luis Guillorme,sa737882,last_30,AAA,30,HOU (AAA),"HTTPSConnectionPool(host='www.fangraphs.com', port=443): Read timed out. (read timeout=10) | "
Eddy Alvarez,sa806877,last_15,AAA,35,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Connor Joe,sa827153,last_30,AAA,32,- - -,"HTTPSConnectionPool(host='www.fangraphs.com', port=443): Read timed out. (read timeout=10) | "
Connor Joe,sa827153,last_45,AAA,32,- - -,"HTTPSConnectionPool(host='www.fangraphs.com', port=443): Read timed out. (read timeout=10) | "
Eddy Alvarez,sa806877,last_7,AAA,35,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Alex Verdugo,sa828699,last_45,AAA,29,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Alex Verdugo,sa828699,last_30,AAA,29,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Alex Verdugo,sa828699,last_15,AAA,29,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Alex Verdugo,sa828699,last_7,AAA,29,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Greg Allen,sa827328,last_7,AAA,32,CHC (AAA),"HTTPSConnectionPool(host='www.fangraphs.com', port=443): Read timed out. (read timeout=10) | "
Jorge Mateo,sa657910,last_15,AAA,30,BAL (AAA),Total row not found (advanced) | Total row not found (standard)
Jorge Mateo,sa657910,last_7,AAA,30,BAL (AAA),Total row not found (advanced) | Total row not found (standard)
Michael Chavis,sa828673,last_15,AAA,29,LAD (AAA),Total row not found (advanced) | Total row not found (standard)
Alex Jackson,sa828663,last_15,AAA,29,NYY (AAA),Total row not found (advanced) | Total row not found (standard)
Alex Jackson,sa828663,last_7,AAA,29,NYY (AAA),Total row not found (advanced) | Total row not found (standard)
Michael Chavis,sa828673,last_7,AAA,29,LAD (AAA),Total row not found (advanced) | Total row not found (standard)
Eloy Jiménez,sa830373,last_15,AAA,28,TBR (AAA),Total row not found (advanced) | Total row not found (standard)
Eloy Jiménez,sa830373,last_7,AAA,28,TBR (AAA),Total row not found (advanced) | Total row not found (standard)
DJ Stewart,sa658672,last_30,AAA,31,PIT (AAA),Total row not found (advanced) | Total row not found (standard)
DJ Stewart,sa658672,last_15,AAA,31,PIT (AAA),Total row not found (advanced) | Total row not found (standard)
DJ Stewart,sa658672,last_7,AAA,31,PIT (AAA),Total row not found (advanced) | Total row not found (standard)
Jakson Reetz,sa828796,last_7,AAA,29,NYM (AAA),Total row not found (advanced) | Total row not found (standard)
Tyler Stephenson,sa874242,last_45,AAA,28,CIN (AAA),Total row not found (advanced) | Total row not found (standard)
Tyler Stephenson,sa874242,last_15,AAA,28,CIN (AAA),Total row not found (advanced) | Total row not found (standard)
Tyler Stephenson,sa874242,last_7,AAA,28,CIN (AAA),Total row not found (advanced) | Total row not found (standard)
Tyler Stephenson,sa874242,last_30,AAA,28,CIN (AAA),Total row not found (advanced) | Total row not found (standard)
Sam Haggerty,sa858804,last_45,AAA,31,TEX (AAA),Total row not found (advanced) | Total row not found (standard)
Sam Haggerty,sa858804,last_7,AAA,31,TEX (AAA),Total row not found (advanced) | Total row not found (standard)
Sam Haggerty,sa858804,last_15,AAA,31,TEX (AAA),Total row not found (advanced) | Total row not found (standard)
Sam Haggerty,sa858804,last_30,AAA,31,TEX (AAA),Total row not found (advanced) | Total row not found (standard)
Juan Yepez,sa877505,last_7,AAA,27,WSN (AAA),Total row not found (advanced) | Total row not found (standard)
Juan Yepez,sa877505,last_15,AAA,27,WSN (AAA),Total row not found (advanced) | Total row not found (standard)
Ronald Acuña Jr.,sa877503,last_15,AAA,27,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Ronald Acuña Jr.,sa877503,last_30,AAA,27,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Ronald Acuña Jr.,sa877503,last_45,AAA,27,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Ronald Acuña Jr.,sa877503,last_7,AAA,27,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Yohel Pozo,sa828445,last_15,AAA,28,STL (AAA),Total row not found (advanced) | Total row not found (standard)
Yohel Pozo,sa828445,last_45,AAA,28,STL (AAA),Total row not found (advanced) | Total row not found (standard)
Jahmai Jones,sa874807,last_15,AAA,27,DET (AAA),Total row not found (advanced) | Total row not found (standard)
Jahmai Jones,sa874807,last_45,AAA,27,DET (AAA),Total row not found (advanced) | Total row not found (standard)
Yohel Pozo,sa828445,last_30,AAA,28,STL (AAA),Total row not found (advanced) | Total row not found (standard)
Yohel Pozo,sa828445,last_7,AAA,28,STL (AAA),Total row not found (advanced) | Total row not found (standard)
Jahmai Jones,sa874807,last_30,AAA,27,DET (AAA),Total row not found (advanced) | Total row not found (standard)
Jahmai Jones,sa874807,last_7,AAA,27,DET (AAA),Total row not found (advanced) | Total row not found (standard)
Jake Fraley,sa857756,last_7,AAA,30,CIN (AAA),Total row not found (advanced) | Total row not found (standard)
Stone Garrett,sa829117,last_45,AAA,29,WSN (AAA),Total row not found (advanced) | Total row not found (standard)
Jake Fraley,sa857756,last_15,AAA,30,CIN (AAA),Total row not found (advanced) | Total row not found (standard)
Stone Garrett,sa829117,last_15,AAA,29,WSN (AAA),Total row not found (advanced) | Total row not found (standard)
Stone Garrett,sa829117,last_7,AAA,29,WSN (AAA),Total row not found (advanced) | Total row not found (standard)
Armando Alvarez,sa913279,last_30,AAA,30,MIN (AAA),Total row not found (advanced) | Total row not found (standard)
Armando Alvarez,sa913279,last_7,AAA,30,MIN (AAA),Total row not found (advanced) | Total row not found (standard)
Armando Alvarez,sa913279,last_45,AAA,30,MIN (AAA),Total row not found (advanced) | Total row not found (standard)
Armando Alvarez,sa913279,last_15,AAA,30,MIN (AAA),Total row not found (advanced) | Total row not found (standard)
Sean Murphy,sa873680,last_15,AAA,30,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Sean Murphy,sa873680,last_30,AAA,30,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Sean Murphy,sa873680,last_7,AAA,30,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Sean Murphy,sa873680,last_45,AAA,30,ATL (AAA),Total row not found (advanced) | Total row not found (standard)
Luke Raley,sa918048,last_15,AAA,30,SEA (AAA),Total row not found (advanced) | Total row not found (standard)
Stone Garrett,sa829117,last_30,AAA,29,WSN (AAA),Total row not found (advanced) | Total row not found (standard)
