Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wBsR,GB%,LD%,FB%,IFFB%,HR/FB,GB/FB,Oppo%,Pull%,Cent%,Balls,Strikes,Pitches,SwStr%,Age,MaxAge,Season,PlayerName,TeamName,AffId,AffAbbName,aLevel,playerids,minormasterid
"<a href=""statss.aspx?playerid=10028&position=C"">Christian Bethancourt</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=5&players=0"">Blue Jays (AAA)</a>",35.0,116.0,130.0,19.0,9.0,6.0,0.0,4.0,10.0,15.0,8.0,0.0,29.0,1.0,2.0,3.0,6.0,2.0,0.0,0.163793103,0.061538461,0.223076923,0.275862068,0.22047244,0.318965517,0.539437957,0.155172414,3.9981971848422253,0.176470588,6.308407738872028,-10.784710094265483,0.24113127988154495,39.9050629152841,0.25632432848215103,0.363636363,0.227272727,0.409090909,0.277777777,0.111111111,0.888888888,0.28571429,0.49450549,0.21978022,142.0,316.0,458.0,0.18995633,33,33,2025,Christian Bethancourt,TOR (AAA),14.0,TOR,AAA,10028,sa503218
"<a href=""statss.aspx?playerid=10059&position=C"">Max Stassi</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=9&players=0"">Giants (AAA)</a>",20.0,68.0,84.0,18.0,12.0,5.0,0.0,1.0,8.0,18.0,13.0,0.0,18.0,3.0,0.0,0.0,3.0,1.0,0.0,0.264705882,0.154761904,0.214285714,0.722222222,0.404761904,0.382352941,0.787114845,0.117647059,3.1334776313943,0.346938775,13.507565887013591,1.0457853389178877,0.37407698162964415,119.2193235252296,0.010713541880249977,0.469387755,0.204081632,0.326530612,0.125,0.0625,1.4375,0.36,0.48,0.16,133.0,185.0,318.0,0.11320755,34,34,2025,Max Stassi,SFG (AAA),30.0,SFG,AAA,10059,sa501262
"<a href=""statss.aspx?playerid=10200&position=C"">Tucker Barnhart</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=13&players=0"">Rangers (AAA)</a>",31.0,103.0,125.0,22.0,14.0,6.0,0.0,2.0,15.0,13.0,17.0,0.0,24.0,3.0,1.0,1.0,2.0,0.0,1.0,0.213592233,0.136,0.192,0.708333333,0.338709677,0.330097087,0.668806764,0.116504854,2.2123934458569017,0.256410256,13.661651557622886,-4.8826647341861955,0.31800917031303527,76.81677561462381,-0.7519429298117757,0.405063291,0.202531645,0.392405063,0.193548387,0.064516129,1.032258064,0.19753086,0.43209877,0.37037037,204.0,272.0,476.0,0.09663866,34,34,2025,Tucker Barnhart,TEX (AAA),13.0,TEX,AAA,10200,sa501601
"<a href=""statss.aspx?playerid=10323&position=OF"">Rafael Ortega</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=27&players=0"">Mets (AAA)</a>",7.0,22.0,22.0,6.0,3.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.272727272,0.0,0.181818181,0.0,0.272727272,0.59090909,0.863636362,0.318181818,5.415910877860033,0.25,3.3744998042434617,0.4818183247894209,0.3659210042520003,113.9498540224174,0.17605405673384666,0.333333333,0.222222222,0.444444444,0.5,0.25,0.75,0.16666667,0.66666667,0.16666667,21.0,53.0,74.0,0.10810811,34,34,2025,Rafael Ortega,NYM (AAA),25.0,NYM,AAA,10323,sa506292
"<a href=""statss.aspx?playerid=10441&position=1B"">Jon Singleton</a>",- - -,65.0,220.0,269.0,47.0,27.0,7.0,0.0,13.0,42.0,44.0,46.0,0.0,73.0,2.0,1.0,0.0,3.0,1.0,0.0,0.213636363,0.171003717,0.271375464,0.630136986,0.353159851,0.422727272,0.775887123,0.209090909,2.8918953056578545,0.251851851,38.4832543695212,2.354543622756062,0.3543520377027944,106.73620569224768,-0.3803223832510412,0.340136054,0.238095238,0.421768707,0.258064516,0.209677419,0.806451612,0.2027027,0.5,0.2972973,479.0,633.0,1112.0,0.11241007,33,33,2025,Jon Singleton,- - -,21.0,HOU,AAA,10441,sa501596
"<a href=""statss.aspx?playerid=10642&position=C"">Carlos Pérez</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=10&players=0"">Cubs (AAA)</a>",57.0,201.0,233.0,58.0,21.0,17.0,1.0,19.0,40.0,54.0,24.0,0.0,33.0,4.0,4.0,0.0,3.0,0.0,1.0,0.288557213,0.103004291,0.141630901,0.727272727,0.369098712,0.666666666,1.035765378,0.378109453,2.990730466087964,0.25490196,49.36684064333549,18.730714065481337,0.4355257503976126,154.6282258723751,-0.8516713939607143,0.280701754,0.222222222,0.497076023,0.282352941,0.223529411,0.564705882,0.18604651,0.5872093,0.22674419,349.0,537.0,886.0,0.07674944,34,34,2025,Carlos Pérez,CHC (AAA),17.0,CHC,AAA,10642,sa503317
"<a href=""statss.aspx?playerid=10681&position=3B"">Gio Urshela</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=19&players=0"">Athletics (AAA)</a>",4.0,14.0,16.0,7.0,4.0,2.0,0.0,1.0,6.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.125,0.25,0.5,0.5625,0.857142857,1.419642857,0.357142857,2.64285714,0.666666666,5.893473183285546,3.5198006979339835,0.5999734550714493,240.09179249600496,-0.04056138452142477,0.4,0.4,0.2,0.5,0.5,2.0,0.5,0.2,0.3,26.0,45.0,71.0,0.12676056,33,33,2025,Gio Urshela,OAK (AAA),10.0,OAK,AAA,10681,sa505997
"<a href=""statss.aspx?playerid=10815&position=SS"">Jurickson Profar</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=29&players=0"">Braves (AAA)</a>",13.0,48.0,59.0,16.0,10.0,3.0,0.0,3.0,7.0,9.0,8.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.333333333,0.13559322,0.101694915,1.333333333,0.406779661,0.583333333,0.990112994,0.25,0.7083333274999999,0.309523809,11.8656430974211,4.107997311612537,0.4227180319317317,155.99202099154493,-0.14367567747831345,0.272727272,0.25,0.477272727,0.285714285,0.142857142,0.571428571,0.31111111,0.48888889,0.2,88.0,139.0,227.0,0.06167401,32,32,2025,Jurickson Profar,ATL (AAA),16.0,ATL,AAA,10815,sa549315
"<a href=""statss.aspx?playerid=11339&position=OF"">Jake Marisnick</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=29&players=0"">Braves (AAA)</a>",12.0,41.0,45.0,4.0,2.0,1.0,0.0,1.0,5.0,1.0,3.0,0.0,13.0,1.0,0.0,0.0,2.0,1.0,0.0,0.097560975,0.066666666,0.288888888,0.23076923,0.177777777,0.195121951,0.372899728,0.097560976,6.1135848551228005,0.111111111,-0.130195269754331,-6.047043750455778,0.17993912564383613,0.7419104349284456,0.1521081104874611,0.518518518,0.185185185,0.296296296,0.375,0.125,1.75,0.31034483,0.44827586,0.24137931,57.0,103.0,160.0,0.16875,34,34,2025,Jake Marisnick,ATL (AAA),16.0,ATL,AAA,11339,sa501252
"<a href=""statss.aspx?playerid=11368&position=C"">Yasmani Grandal</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=28&players=0"">Red Sox (AAA)</a>",23.0,78.0,94.0,20.0,13.0,5.0,0.0,2.0,8.0,16.0,13.0,0.0,15.0,2.0,1.0,0.0,3.0,0.0,0.0,0.256410256,0.138297872,0.159574468,0.866666666,0.372340425,0.397435897,0.769776322,0.141025641,0.72753455875,0.29032258,13.632026500524358,1.2723874519480023,0.3559664056656208,109.94246752429794,-0.2234954982995987,0.412698412,0.206349206,0.38095238,0.25,0.083333333,1.083333333,0.125,0.59375,0.28125,158.0,225.0,383.0,0.05744125,36,36,2025,Yasmani Grandal,BOS (AAA),3.0,BOS,AAA,11368,sa392198
"<a href=""statss.aspx?playerid=11442&position=C"">Gary Sánchez</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=26&players=0"">Orioles (AAA)</a>",7.0,22.0,24.0,8.0,4.0,1.0,0.0,3.0,6.0,8.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.363636363,0.041666666,0.25,0.166666666,0.416666666,0.818181818,1.234848484,0.454545455,2.64285714,0.384615384,6.786963542163802,3.6313110191230313,0.5199191148082415,218.8689413592791,-0.04789189249277115,0.466666666,0.2,0.333333333,0.2,0.6,1.4,0.0625,0.75,0.1875,25.0,56.0,81.0,0.13580247,32,32,2025,Gary Sánchez,BAL (AAA),2.0,BAL,AAA,11442,sa549555
"<a href=""statss.aspx?playerid=11445&position=1B/OF"">Mark Canha</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=15&players=0"">Royals (AAA)</a>",3.0,10.0,13.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.23076923,0.307692307,0.75,0.384615384,0.2,0.584615384,0.0,2.64285714,0.333333333,1.398552278294386,-0.31075950501936517,0.31140987689678484,79.14493673047393,-0.039909910410642624,0.333333333,0.166666666,0.5,0.0,0.0,0.666666666,0.33333333,0.33333333,0.33333333,22.0,33.0,55.0,0.07272727,36,36,2025,Mark Canha,KCR (AAA),7.0,KCR,AAA,11445,sa526811
"<a href=""statss.aspx?playerid=11472&position=SS"">Dixon Machado</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=10&players=0"">Cubs (AAA)</a>",49.0,149.0,187.0,34.0,24.0,7.0,0.0,3.0,20.0,20.0,32.0,0.0,38.0,0.0,3.0,3.0,5.0,3.0,2.0,0.228187919,0.171122994,0.203208556,0.842105263,0.358695652,0.335570469,0.694266121,0.10738255,2.868291090926787,0.279279279,22.932683453675843,-1.6551091216835028,0.32932469507922296,86.71571307829561,-0.7680995315313339,0.47706422,0.266055045,0.256880733,0.107142857,0.107142857,1.857142857,0.21238938,0.50442478,0.28318584,325.0,435.0,760.0,0.07631579,33,33,2025,Dixon Machado,CHC (AAA),17.0,CHC,AAA,11472,sa505035
"<a href=""statss.aspx?playerid=11602&position=2B"">Yolmer Sánchez</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=8&players=0"">Angels (AAA)</a>",74.0,265.0,311.0,67.0,49.0,12.0,2.0,4.0,40.0,19.0,39.0,0.0,72.0,3.0,2.0,2.0,9.0,3.0,1.0,0.252830188,0.125401929,0.231511254,0.541666666,0.352750809,0.358490566,0.711241375,0.105660378,4.827893550576546,0.329842931,38.19453173823322,-7.943727195787773,0.33272382684510116,81.46651539081763,-0.5372760738246143,0.458762886,0.231958762,0.30927835,0.166666666,0.066666666,1.483333333,0.29591837,0.42857143,0.2755102,479.0,772.0,1251.0,0.11670663,33,33,2025,Yolmer Sánchez,LAA (AAA),1.0,LAA,AAA,11602,sa507106
"<a href=""statss.aspx?playerid=11615&position=3B"">Brandon Drury</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=21&players=0"">White Sox (AAA)</a>",10.0,39.0,47.0,7.0,5.0,1.0,0.0,1.0,5.0,3.0,7.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.179487179,0.14893617,0.212765957,0.7,0.319148936,0.282051282,0.601200218,0.102564103,1.4409340587500001,0.214285714,4.355118830023485,-1.824700694264693,0.29365557939448256,63.30341056196828,-0.10376576706767082,0.357142857,0.285714285,0.357142857,0.4,0.1,1.0,0.37931034,0.37931034,0.24137931,84.0,123.0,207.0,0.0821256,32,32,2025,Brandon Drury,CHW (AAA),4.0,CHW,AAA,11615,sa549169
"<a href=""statss.aspx?playerid=12005&position=OF"">Nick Martini</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=19&players=0"">Athletics (AAA)</a>",26.0,99.0,129.0,28.0,19.0,5.0,1.0,3.0,27.0,16.0,21.0,1.0,20.0,6.0,3.0,0.0,2.0,0.0,0.0,0.282828282,0.162790697,0.155038759,1.05,0.426356589,0.444444444,0.870801033,0.161616162,4.39285714,0.316455696,23.496750136970917,4.359015723823944,0.397305796854198,114.52302889881084,-0.3042103839106858,0.35,0.2375,0.4125,0.09090909,0.09090909,0.848484848,0.31707317,0.46341463,0.2195122,218.0,294.0,512.0,0.04882813,35,35,2025,Nick Martini,OAK (AAA),10.0,OAK,AAA,12005,sa578044
"<a href=""statss.aspx?playerid=12092&position=3B/SS"">Niko Goodrum</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=27&players=0"">Mets (AAA)</a>",12.0,35.0,46.0,8.0,4.0,3.0,0.0,1.0,6.0,3.0,8.0,0.0,12.0,2.0,1.0,0.0,0.0,2.0,2.0,0.228571428,0.173913043,0.260869565,0.666666666,0.391304347,0.4,0.791304347,0.171428572,3.9780502308449206,0.304347826,7.1442872871797976,1.0959532846849853,0.368210960989413,115.41421532995047,-0.6328562870621681,0.434782608,0.260869565,0.304347826,0.0,0.142857142,1.428571428,0.44,0.4,0.16,78.0,126.0,204.0,0.12254902,33,33,2025,Niko Goodrum,NYM (AAA),25.0,NYM,AAA,12092,sa550463
"<a href=""statss.aspx?playerid=12155&position=2B/OF"">Eddie Rosario</a>",- - -,34.0,128.0,152.0,40.0,25.0,11.0,0.0,4.0,24.0,23.0,19.0,2.0,33.0,0.0,5.0,0.0,4.0,9.0,2.0,0.3125,0.125,0.217105263,0.575757575,0.388157894,0.4921875,0.880345394,0.1796875,5.253900844958628,0.375,25.650661276188007,4.500900374260058,0.3824811148643494,124.89176414750087,0.504098947159946,0.373737373,0.262626262,0.363636363,0.027777777,0.111111111,1.027777777,0.25742574,0.34653465,0.3960396,232.0,385.0,617.0,0.1102107,33,33,2025,Eddie Rosario,- - -,23.0,MIL,AAA,12155,sa548299
"<a href=""statss.aspx?playerid=12160&position=OF"">Ben Gamel</a>",- - -,25.0,85.0,101.0,24.0,14.0,6.0,0.0,4.0,13.0,8.0,14.0,0.0,27.0,2.0,0.0,0.0,1.0,2.0,1.0,0.282352941,0.138613861,0.267326732,0.518518518,0.396039603,0.494117647,0.89015725,0.211764706,3.196042875413042,0.37037037,18.425409572410878,4.656170623588858,0.3961105747978286,133.79683990928498,-0.29023971781134605,0.527272727,0.218181818,0.254545454,0.142857142,0.285714285,2.071428571,0.32758621,0.46551724,0.20689655,181.0,238.0,419.0,0.1097852,33,33,2025,Ben Gamel,- - -,6.0,DET,AAA,12160,sa548493
"<a href=""statss.aspx?playerid=12180&position=C"">Jorge Alfaro</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=24&players=0"">Brewers (AAA)</a>",64.0,245.0,261.0,55.0,32.0,9.0,1.0,13.0,40.0,41.0,10.0,0.0,95.0,5.0,1.0,0.0,4.0,11.0,0.0,0.224489795,0.038314176,0.363984674,0.105263157,0.268199233,0.428571428,0.696770661,0.204081633,7.708299316447228,0.304347826,26.845115458651716,-7.472605729416676,0.30578554521575285,81.0815893759379,1.824846874922514,0.435374149,0.224489795,0.340136054,0.16,0.26,1.28,0.30463576,0.40397351,0.29139073,277.0,675.0,952.0,0.24894958,32,32,2025,Jorge Alfaro,MIL (AAA),23.0,MIL,AAA,12180,sa551307
"<a href=""statss.aspx?playerid=12859&position=C"">James McCann</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=29&players=0"">Braves (AAA)</a>",41.0,148.0,160.0,44.0,27.0,11.0,0.0,6.0,19.0,30.0,9.0,0.0,41.0,0.0,3.0,0.0,4.0,0.0,0.0,0.297297297,0.05625,0.25625,0.219512195,0.33125,0.493243243,0.824493243,0.195945946,1.24658054,0.365384615,23.711080070869297,2.6733965839308227,0.3597420953214169,115.72072530672162,-0.2873513549566269,0.449541284,0.256880733,0.293577981,0.09375,0.1875,1.53125,0.26363636,0.45454545,0.28181818,172.0,400.0,572.0,0.13461538,35,35,2025,James McCann,ATL (AAA),16.0,ATL,AAA,12859,sa577015
"<a href=""statss.aspx?playerid=12977&position=C"">Michael Pérez</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=18&players=0"">Diamondbacks (AAA)</a>",19.0,66.0,74.0,18.0,12.0,4.0,0.0,2.0,4.0,9.0,6.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.272727272,0.081081081,0.256756756,0.315789473,0.351351351,0.424242424,0.775593775,0.151515152,0.14285714,0.355555555,10.33454409110748,-0.643691153643496,0.35105784680392293,86.35753974700677,-0.1352046150714159,0.361702127,0.191489361,0.44680851,0.285714285,0.095238095,0.809523809,0.10638298,0.5106383,0.38297872,101.0,187.0,288.0,0.08680556,32,32,2025,Michael Pérez,ARI (AAA),15.0,ARI,AAA,12977,sa597838
"<a href=""statss.aspx?playerid=13324&position=2B/SS"">Ildemaro Vargas</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=18&players=0"">Diamondbacks (AAA)</a>",49.0,199.0,221.0,52.0,37.0,8.0,2.0,5.0,27.0,35.0,19.0,0.0,21.0,2.0,1.0,0.0,6.0,4.0,1.0,0.261306532,0.08597285,0.095022624,0.904761904,0.330316742,0.396984924,0.727301666,0.135678392,5.393656558469915,0.270114942,26.36118492628889,-6.425166277629566,0.32888088938337645,72.61714748046899,-0.11418845597654581,0.534090909,0.204545454,0.261363636,0.369565217,0.108695652,2.04347826,0.26111111,0.49444444,0.24444444,325.0,531.0,856.0,0.03971963,33,33,2025,Ildemaro Vargas,ARI (AAA),15.0,ARI,AAA,13324,sa504705
"<a href=""statss.aspx?playerid=13329&position=1B/3B"">Jake Lamb</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=9&players=0"">Giants (AAA)</a>",45.0,150.0,176.0,36.0,23.0,11.0,0.0,2.0,22.0,20.0,21.0,0.0,44.0,5.0,0.0,0.0,2.0,0.0,0.0,0.24,0.119318181,0.25,0.477272727,0.352272727,0.353333333,0.70560606,0.113333333,1.79058440875,0.326923076,21.65852341689679,-4.451873921970396,0.3329935395582156,93.76485747669895,-0.33125130692496896,0.352380952,0.323809523,0.323809523,0.205882352,0.058823529,1.088235294,0.33962264,0.40566038,0.25471698,280.0,429.0,709.0,0.12552891,34,34,2025,Jake Lamb,SFG (AAA),30.0,SFG,AAA,13329,sa503242
"<a href=""statss.aspx?playerid=13338&position=C"">Omar Narváez</a>",- - -,33.0,121.0,142.0,29.0,22.0,5.0,0.0,2.0,13.0,12.0,15.0,0.0,24.0,5.0,1.0,0.0,3.0,0.0,0.0,0.239669421,0.105633802,0.169014084,0.625,0.345070422,0.330578512,0.675648934,0.090909091,1.1547618962500001,0.28125,16.305211775379995,-3.698383994025372,0.321869691073055,84.30778736443828,-0.3046994642354548,0.469387755,0.275510204,0.25510204,0.12,0.08,1.84,0.44897959,0.40816327,0.14285714,217.0,344.0,561.0,0.06595365,33,33,2025,Omar Narváez,- - -,21.0,HOU,AAA,13338,sa504967
"<a href=""statss.aspx?playerid=13355&position=C"">Luke Maile</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=15&players=0"">Royals (AAA)</a>",24.0,82.0,101.0,23.0,19.0,3.0,0.0,1.0,13.0,12.0,18.0,0.0,22.0,1.0,0.0,0.0,3.0,2.0,0.0,0.280487804,0.178217821,0.217821782,0.818181818,0.415841584,0.353658536,0.76950012,0.073170732,4.0210849027118405,0.372881355,15.80964204297884,2.529604341848929,0.3696634468465748,116.39641509531158,0.09668468683958054,0.362068965,0.275862068,0.362068965,0.142857142,0.047619047,1.0,0.28333333,0.5,0.21666667,172.0,228.0,400.0,0.1,34,34,2025,Luke Maile,KCR (AAA),7.0,KCR,AAA,13355,sa503535
"<a href=""statss.aspx?playerid=13621&position=3B"">Jeimer Candelario</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=25&players=0"">Reds (AAA)</a>",15.0,57.0,66.0,12.0,7.0,4.0,0.0,1.0,7.0,10.0,6.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.210526315,0.09090909,0.287878787,0.315789473,0.318181818,0.333333333,0.651515151,0.122807018,1.72373949,0.297297297,6.862458222042593,-1.8155862163195282,0.3071205426346172,79.51994972654215,-0.1277117133140564,0.368421052,0.263157894,0.368421052,0.142857142,0.071428571,1.0,0.26315789,0.42105263,0.31578947,110.0,179.0,289.0,0.11072664,31,31,2025,Jeimer Candelario,CIN (AAA),18.0,CIN,AAA,13621,sa596954
"<a href=""statss.aspx?playerid=13663&position=SS"">Jack López</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=17&players=0"">Mariners (AAA)</a>",72.0,239.0,268.0,59.0,44.0,10.0,0.0,5.0,36.0,29.0,15.0,0.0,79.0,2.0,3.0,9.0,4.0,9.0,0.0,0.246861924,0.055970149,0.294776119,0.189873417,0.293436293,0.351464435,0.644900728,0.104602511,5.841183699191243,0.341772151,22.80731871094693,-16.95169541869174,0.2916779366239157,61.068828644380226,1.3876259508542717,0.460122699,0.257668711,0.282208588,0.195652173,0.108695652,1.630434782,0.33136095,0.44378698,0.22485207,321.0,702.0,1023.0,0.14467253,32,32,2025,Jack López,SEA (AAA),11.0,SEA,AAA,13663,sa598270
"<a href=""statss.aspx?playerid=13723&position=C"">Jacob Stallings</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=26&players=0"">Orioles (AAA)</a>",3.0,10.0,12.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.166666666,0.25,0.666666666,0.5,0.4,0.9,0.0,1.60119047125,0.571428571,2.4810051459688087,0.9031788844484229,0.4294273853302002,161.00208949503298,-0.04789189249277115,0.285714285,0.571428571,0.142857142,0.0,0.0,2.0,0.57142857,0.28571429,0.14285714,16.0,25.0,41.0,0.07317073,35,35,2025,Jacob Stallings,BAL (AAA),2.0,BAL,AAA,13723,sa526927
"<a href=""statss.aspx?playerid=13755&position=C"">Tomás Nido</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=6&players=0"">Tigers (AAA)</a>",24.0,90.0,96.0,16.0,14.0,1.0,0.0,1.0,8.0,5.0,5.0,0.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.177777777,0.052083333,0.28125,0.185185185,0.221052631,0.222222222,0.443274853,0.044444445,1.70535714,0.241935483,2.06015967413819,-10.562450418024897,0.20892089291622765,20.42687936149619,-0.15165765956044197,0.412698412,0.238095238,0.349206349,0.409090909,0.045454545,1.181818181,0.28125,0.453125,0.265625,99.0,233.0,332.0,0.20783133,31,31,2025,Tomás Nido,DET (AAA),6.0,DET,AAA,13755,sa658115
"<a href=""statss.aspx?playerid=13768&position=OF"">Travis Jankowski</a>",- - -,17.0,65.0,75.0,15.0,12.0,1.0,0.0,2.0,13.0,7.0,10.0,0.0,12.0,0.0,0.0,0.0,2.0,4.0,1.0,0.23076923,0.133333333,0.16,0.833333333,0.333333333,0.338461538,0.671794871,0.107692308,5.790146452057568,0.25490196,8.35125602570556,-1.510158108796851,0.31589536984761557,80.61066693704856,0.16384213417768478,0.716981132,0.16981132,0.113207547,0.166666666,0.333333333,6.333333333,0.32075472,0.54716981,0.13207547,135.0,196.0,331.0,0.0755287,34,34,2025,Travis Jankowski,- - -,12.0,TBR,AAA,13768,sa577924
"<a href=""statss.aspx?playerid=14109&position=OF"">Albert Almora Jr.</a>",- - -,51.0,177.0,193.0,45.0,32.0,11.0,1.0,1.0,24.0,18.0,12.0,0.0,36.0,2.0,2.0,0.0,5.0,5.0,3.0,0.254237288,0.062176165,0.186528497,0.333333333,0.305699481,0.344632768,0.650332249,0.09039548,5.374109581262952,0.309859154,18.5649893841575,-7.38526261235968,0.29754435089585696,73.60916054695585,-0.7993790269829333,0.468085106,0.283687943,0.24822695,0.142857142,0.028571428,1.885714285,0.35664336,0.40559441,0.23776224,248.0,478.0,726.0,0.10606061,31,31,2025,Albert Almora Jr.,- - -,15.0,ARI,AAA,14109,sa657859
"<a href=""statss.aspx?playerid=14196&position=SS"">Andrew Velazquez</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=4&players=0"">Yankees (AAA)</a>",75.0,237.0,267.0,53.0,39.0,10.0,0.0,4.0,32.0,27.0,23.0,0.0,69.0,1.0,0.0,6.0,1.0,19.0,3.0,0.223628691,0.086142322,0.258426966,0.333333333,0.295019157,0.316455696,0.611474853,0.092827005,5.981373715855216,0.298780487,22.79588059148434,-12.310753727344242,0.28498686707339527,66.18011487814215,1.9154723696410656,0.521212121,0.193939393,0.284848484,0.191489361,0.085106382,1.829787234,0.28488372,0.40697674,0.30813953,347.0,642.0,989.0,0.18705763,30,30,2025,Andrew Velazquez,NYY (AAA),9.0,NYY,AAA,14196,sa658104
"<a href=""statss.aspx?playerid=14366&position=1B/OF"">Joey Meneses</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=27&players=0"">Mets (AAA)</a>",75.0,269.0,291.0,70.0,38.0,27.0,1.0,4.0,25.0,36.0,18.0,1.0,41.0,3.0,1.0,0.0,8.0,1.0,0.0,0.260223048,0.06185567,0.14089347,0.43902439,0.312714776,0.412639405,0.725354181,0.152416357,2.9576987363945997,0.293333333,34.326466682487315,-3.9358201593820374,0.3237619985794199,86.99038546025318,-0.2629549577832222,0.391111111,0.253333333,0.355555555,0.225,0.05,1.1,0.27074236,0.52838428,0.20087336,374.0,616.0,990.0,0.0959596,33,33,2025,Joey Meneses,NYM (AAA),25.0,NYM,AAA,14366,sa604598
"<a href=""statss.aspx?playerid=14412&position=C"">Joe Hudson</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=14&players=0"">Astros (AAA)</a>",21.0,70.0,80.0,8.0,4.0,1.0,0.0,3.0,7.0,10.0,8.0,0.0,36.0,1.0,0.0,1.0,3.0,0.0,0.0,0.114285714,0.1,0.45,0.222222222,0.215189873,0.257142857,0.47233273,0.142857143,1.4409340587500001,0.161290322,1.5936016868729896,-10.274760739884822,0.22073003989231738,24.197117317811525,-0.08788299979642034,0.40625,0.09375,0.5,0.125,0.1875,0.8125,0.25,0.41666667,0.33333333,125.0,210.0,335.0,0.15223881,34,34,2025,Joe Hudson,HOU (AAA),21.0,HOU,AAA,14412,sa658019
