player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+
Jesus Fernandez,807967,last_15,ACL,20.4,ACL Athletics,Total,A-ATH,- - -,,,5,12,15,3,3,0,0,0,2,1,3,0,2,0,0,0,0,0,0,.250,20.0%,13.3%,1.500,.400,.250,.650,.000,,.300,,2.0,-0.4,.324,84
Juan Rosas,807971,last_15,FCL,20.2,FCL Blue Jays,Total,F-BLU,- - -,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0%,0.0%,,.000,.000,.000,.000,,.000,,-0.1,-0.3,.000,-69
Yeiker Reyes,807975,last_15,A,20.8,Fresno Grizzlies,Total,FRE,- - -,,,6,20,23,4,3,1,0,0,5,2,3,0,4,0,0,0,0,0,0,.200,13.0%,17.4%,.750,.304,.250,.554,.050,,.250,,2.0,-1.5,.268,56
Jesus Superlano,807978,last_15,ACL,20.8,ACL Athletics,Total,A-ATH,- - -,,,2,4,6,1,1,0,0,0,2,1,2,0,2,0,0,0,0,0,0,.250,33.3%,33.3%,1.000,.500,.250,.750,.000,,.500,,1.1,0.2,.389,116
Ramon Landaeta,807983,last_15,A,20.3,Stockton Ports,Total,STK,- - -,,,9,33,37,7,5,1,0,1,4,4,4,0,11,0,0,0,0,0,1,.212,10.8%,29.7%,.364,.297,.333,.631,.121,,.286,,3.9,-1.8,.292,69
Alessander De La Cruz,807987,last_15,ACL,20.5,ACL Rockies,Total,A-RCK,- - -,,,3,9,12,4,3,1,0,0,2,2,3,0,1,0,0,0,1,0,0,.444,25.0%,8.3%,3.000,.583,.556,1.139,.111,,.500,,3.3,1.5,.513,178
Jeremy Ciriaco,807994,last_15,A,19.9,Fresno Grizzlies,Total,FRE,- - -,,,7,19,23,3,3,0,0,0,4,3,4,0,5,0,0,0,1,0,0,.158,17.4%,21.7%,.800,.304,.158,.462,.000,,.214,,1.5,-2.0,.242,43
David Guzman,807999,last_15,FCL,20.5,FCL Blue Jays,Total,F-BLU,- - -,,,4,9,10,1,1,0,0,0,1,1,1,0,2,0,0,0,1,1,0,.111,10.0%,20.0%,.500,.200,.111,.311,.000,,.143,,0.1,-1.6,.162,6
Jeison Lopez,808000,last_15,ACL,20.3,ACL Athletics,Total,A-ATH,- - -,,,6,14,16,1,0,0,0,1,2,3,2,0,6,0,0,0,0,1,0,.071,12.5%,37.5%,.333,.188,.286,.473,.214,,.000,,0.8,-1.7,.221,32
Anielson Buten,808004,last_15,A,20.9,Daytona Tortugas,Total,DBT,- - -,,,9,36,37,6,5,1,0,0,3,4,1,0,17,0,0,0,0,0,0,.167,2.7%,45.9%,.059,.189,.194,.384,.028,,.316,,0.4,-5.4,.177,6
Carlos Virahonda,808024,last_15,A+,20.6,Hillsboro Hops,Total,HIL,- - -,,,10,33,45,13,8,2,1,2,10,7,5,0,6,6,0,1,2,1,0,.394,11.1%,13.3%,.833,.545,.697,1.242,.303,,.440,,13.1,6.5,.540,198
Juan Sierra,808027,last_15,A,20.6,Fayetteville Woodpeckers,Total,FAY,- - -,,,10,39,43,12,7,2,0,3,9,14,3,0,7,0,1,0,0,0,0,.308,7.0%,16.3%,.429,.349,.590,.939,.282,,.300,,8.2,2.4,.405,142
Luis De Leon,808029,last_15,ACL,20.5,ACL Padres,Total,A-PAD,- - -,,,5,11,16,2,1,0,0,1,3,1,5,0,6,0,0,0,0,1,0,.182,31.2%,37.5%,.833,.438,.455,.892,.273,,.250,,3.2,0.7,.411,127
Jonathan Rivero,808033,last_15,FCL,20.6,FCL Pirates,Total,F-PIR,- - -,,,2,5,7,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,.200,28.6%,0.0%,,.429,.600,1.029,.400,,.200,,1.6,0.4,.437,133
Juan Hernandez,808037,last_15,A+,20.3,West Michigan Whitecaps,Total,WM,- - -,,,8,26,28,7,7,0,0,0,6,3,2,0,9,0,0,0,0,0,0,.269,7.1%,32.1%,.222,.321,.269,.591,.000,,.412,,2.5,-1.5,.278,63
Railin Tea,808038,last_15,DSL,20.0,DSL Orioles Black,Total,D-ORB,- - -,,,2,6,8,1,0,1,0,0,3,0,2,0,2,0,0,0,0,0,0,.167,25.0%,25.0%,1.000,.375,.333,.708,.167,,.250,,1.2,-0.1,.340,90
Eduardo Perez,808039,last_15,DSL,20.0,DSL Astros Blue,Total,D-ASB,- - -,,,6,18,22,7,5,0,0,2,6,4,3,0,6,1,0,0,0,0,0,.389,13.6%,27.3%,.500,.500,.722,1.222,.333,,.500,,6.7,2.9,.529,176
Yoiber Ocopio,808060,last_15,A,21.9,Lake Elsinore Storm,Total,LE,- - -,,,13,44,53,11,8,2,0,1,10,5,4,0,9,4,0,0,3,2,0,.250,7.5%,17.0%,.444,.365,.364,.729,.114,,.294,,7.6,-0.4,.342,95
Branny De Oleo,808067,last_15,A,21.2,St. Lucie Mets,Total,SLU,- - -,,,7,25,32,7,5,1,0,1,6,7,5,0,4,1,1,0,0,2,1,.280,15.6%,12.5%,1.250,.406,.440,.846,.160,,.286,,5.5,0.4,.383,109
Esterling Rodriguez,808079,last_15,FCL,20.9,FCL Phillies,Total,F-PHI,- - -,,,4,14,18,7,6,1,0,0,5,5,3,0,2,0,0,0,0,2,0,.500,16.7%,11.1%,1.500,.588,.571,1.160,.071,,.583,,5.3,2.2,.523,172
Vladi Gomez,808082,last_15,FCL,20.9,FCL Mets,Total,F-MET,- - -,,,6,16,18,4,3,1,0,0,1,0,2,0,4,0,0,0,0,1,0,.250,11.1%,22.2%,.500,.333,.312,.646,.062,,.333,,2.1,-0.9,.303,70
Kelvin Alcantara,808083,last_15,ACL,20.9,ACL Mariners,Total,A-MRN,- - -,,,5,16,18,6,3,1,0,2,4,5,1,0,1,0,1,0,0,0,0,.375,5.6%,5.6%,1.000,.389,.812,1.201,.438,,.286,,4.8,2.0,.497,171
José Mejía,808090,last_15,A+,20.8,Hillsboro Hops,Total,HIL,- - -,,,13,49,60,14,11,1,0,2,10,10,9,0,10,0,1,1,1,3,0,.286,15.0%,16.7%,.900,.390,.429,.818,.143,,.316,,9.5,0.7,.372,108
Byron Castillo,808092,last_15,ACL,20.8,ACL Angels,Total,A-ANG,- - -,,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0%,50.0%,.000,.000,.000,.000,.000,,.000,,-0.2,-0.6,.000,-78
Jhorvic Abreus,808094,last_15,A,20.8,Hill City Howlers,Total,HC,- - -,,,10,25,32,7,4,3,0,0,1,4,7,0,5,0,0,0,1,1,2,.280,21.9%,15.6%,1.400,.438,.400,.838,.120,,.350,,5.8,1.4,.391,133
Reiner Herrera,808096,last_15,A,20.8,Hill City Howlers,Total,HC,- - -,,,10,34,43,13,7,2,1,3,8,15,7,0,2,1,1,0,0,3,3,.382,16.3%,4.7%,3.500,.488,.765,1.253,.382,,.333,,12.3,6.5,.527,212
Andruw Musett,808104,last_15,A,20.7,Salem RidgeYaks,Total,SAL,- - -,,,8,27,32,4,1,2,0,1,4,2,4,0,6,1,0,0,2,1,0,.148,12.5%,18.8%,.667,.281,.333,.615,.185,,.150,,3.2,-1.1,.287,73
Gabriel Lara,808106,last_15,A,20.7,Tampa Tarpons,Total,TAM,- - -,,,7,18,23,2,2,0,0,0,1,2,4,0,4,1,0,0,1,0,0,.111,17.4%,17.4%,1.000,.304,.111,.415,.000,,.143,,1.3,-2.2,.235,37
Anyelo Marquez,808113,last_15,A,20.6,Rancho Cucamonga Quakes,Total,RC,- - -,,,11,43,46,13,8,3,0,2,5,7,3,0,11,0,0,0,0,2,0,.302,6.5%,23.9%,.273,.348,.512,.859,.209,,.367,,8.0,1.0,.381,114
Bryan Martinez,808115,last_15,ACL,20.6,ACL Angels,Total,A-ANG,- - -,,,2,8,9,2,1,1,0,0,1,0,0,0,5,1,0,0,0,0,0,.250,0.0%,55.6%,.000,.333,.375,.708,.125,,.667,,1.2,-0.2,.327,85
Pedro Dalmagro,808116,last_15,A,20.6,Hill City Howlers,Total,HC,- - -,,,8,27,31,2,1,1,0,0,0,2,3,0,11,1,0,0,0,0,0,.074,9.7%,35.5%,.273,.194,.111,.305,.037,,.125,,0.2,-4.5,.164,3
Félix Amparo,808118,last_15,A,20.4,Delmarva Shorebirds,Total,DEL,- - -,,,8,28,31,4,3,1,0,0,4,6,0,0,8,1,1,1,0,2,0,.143,0.0%,25.8%,.000,.167,.179,.345,.036,,.190,,-0.0,-4.3,.159,-1
Yaikel Mijares,808119,last_15,A,20.6,Hill City Howlers,Total,HC,- - -,,,2,3,4,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,.000,25.0%,75.0%,.333,.250,.000,.250,.000,,,,0.1,-0.5,.178,10
Samil Dishmey,808120,last_15,A,20.6,Rancho Cucamonga Quakes,Total,RC,- - -,,,9,27,29,8,6,0,1,1,3,3,1,0,8,1,0,0,0,1,2,.296,3.4%,27.6%,.125,.345,.481,.826,.185,,.389,,4.7,0.3,.368,108
Daniel Campos,808121,last_15,ACL,20.6,ACL Cubs,Total,A-CUB,- - -,,,3,10,10,3,3,0,0,0,2,2,0,0,4,0,0,0,0,1,0,.300,0.0%,40.0%,.000,.300,.300,.600,.000,,.500,,0.9,-0.7,.273,58
Victor Rodriguez,808123,last_15,A,20.5,Rancho Cucamonga Quakes,Total,RC,- - -,,,7,26,29,3,0,1,1,1,4,1,3,0,10,0,0,0,1,0,0,.115,10.3%,34.5%,.300,.207,.346,.553,.231,,.133,,2.0,-2.4,.247,46
Sebastian Cadiz,808126,last_15,ACL,20.5,ACL Guardians,Total,A-GUA,- - -,,,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.000,0.0%,0.0%,,1.000,1.000,2.000,.000,,1.000,,1.0,0.7,.827,335
Juan Flores,808129,last_15,AA,20.5,Rocket City Trash Pandas,Total,RCT,- - -,,,11,40,43,7,3,2,0,2,4,8,1,0,18,0,1,1,0,0,0,.175,2.3%,41.9%,.056,.190,.375,.565,.200,,.238,,2.3,-3.5,.244,39
Pablo Arosemena,808132,last_15,DSL,20.5,DSL CLE Mendoza,Total,D-CLM,- - -,,,4,8,10,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,.125,20.0%,10.0%,2.000,.300,.125,.425,.000,,.143,,0.7,-1.0,.233,42
Jose Pirela,808141,last_15,A,20.3,Hill City Howlers,Total,HC,- - -,,,13,47,54,7,5,1,0,1,7,5,5,0,15,1,1,0,1,0,1,.149,9.3%,27.8%,.333,.241,.234,.475,.085,,.188,,2.8,-4.5,.227,38
Jose Urbina,808142,last_15,ACL,20.2,ACL D-backs,Total,A-DBA,- - -,,,2,8,8,3,1,2,0,0,2,5,0,0,4,0,0,0,0,0,0,.375,0.0%,50.0%,.000,.375,.625,1.000,.250,,.750,,1.8,0.5,.437,140
Sebastian De Andrade,808143,last_15,ACL,20.2,ACL Mariners,Total,A-MRN,- - -,,,3,9,11,1,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0,.111,18.2%,27.3%,.667,.273,.111,.384,.000,,.167,,0.5,-1.2,.212,28
Bracewell Taveras,808145,last_15,FCL,20.1,FCL Cardinals,Total,F-CAR,- - -,,,2,6,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,.000,25.0%,25.0%,1.000,.250,.000,.250,.000,,.000,,0.2,-1.2,.178,13
Eliesbert Alejos,808148,last_15,A,20.1,Visalia Rawhide,Total,VIS,- - -,,,13,50,54,12,9,2,1,0,5,3,4,0,13,0,0,0,1,0,0,.240,7.4%,24.1%,.308,.296,.320,.616,.080,,.324,,5.3,-3.0,.283,64
Richard Meran,808152,last_15,DSL,20.1,DSL NYY Bombers,Total,D-NYB,- - -,,,4,12,15,1,0,0,0,1,2,3,3,0,5,0,0,0,0,0,1,.083,20.0%,33.3%,.600,.267,.333,.600,.250,,.000,,1.7,-0.9,.283,65
Jonathan Martinez,808159,last_15,A,20.0,Hill City Howlers,Total,HC,- - -,,,11,33,47,6,5,1,0,0,10,3,12,0,11,1,1,0,0,7,1,.182,25.5%,23.4%,1.091,.404,.212,.616,.030,,.261,,5.9,-0.4,.322,93
Junior Aybar,808166,last_15,A,20.0,Delmarva Shorebirds,Total,DEL,- - -,,,10,33,36,7,5,2,0,0,6,3,2,0,10,0,1,0,0,4,1,.212,5.6%,27.8%,.200,.250,.273,.523,.061,,.292,,2.2,-2.7,.238,45
Raimundo De Los Santos,808220,last_15,A+,21.4,Vancouver Canadians,Total,VAN,- - -,,,6,17,23,3,1,0,0,2,5,2,6,0,5,0,0,0,0,3,1,.176,26.1%,21.7%,1.200,.391,.529,.921,.353,,.100,,4.4,0.8,.409,123
Javier Herrera,808223,last_15,A,21.5,Ontario Tower Buzzers,Total,ONT,- - -,,,11,40,44,12,9,2,0,1,8,7,3,0,6,1,0,0,2,1,0,.300,6.8%,13.6%,.500,.364,.425,.789,.125,,.333,,6.9,0.2,.358,103
Omar Urbina,808226,last_15,FCL,20.9,FCL Orioles,Total,F-ORI,- - -,,,3,4,7,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,.000,14.3%,14.3%,1.000,.333,.000,.333,.000,,.000,,0.5,-0.7,.242,43
Roderick Flores,808228,last_15,ACL,19.9,ACL Brewers,Total,A-BRW,- - -,,,3,7,8,2,2,0,0,0,0,2,1,0,4,0,0,0,0,0,0,.286,12.5%,50.0%,.250,.375,.286,.661,.000,,.667,,1.0,-0.3,.316,80
Alirio Ferrebus,808232,last_15,A,20.9,Clearwater Threshers,Total,CLR,- - -,,,7,27,30,7,5,1,0,1,1,6,1,0,2,1,1,0,0,1,0,.259,3.3%,6.7%,.500,.300,.407,.707,.148,,.240,,3.5,-1.1,.314,76
Alfredo Rodriguez,808233,last_15,FCL,20.9,FCL Rays,Total,F-RAY,- - -,,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0%,100.0%,.000,.000,.000,.000,.000,,,,-0.1,-0.3,.000,-69
Eduardo Quintero,808234,last_15,A+,20.9,Great Lakes Loons,Total,GL,- - -,,,10,33,44,13,11,0,1,1,9,4,10,0,6,0,1,0,1,2,1,.394,22.7%,13.6%,1.667,.523,.545,1.068,.152,,.444,,10.7,4.4,.474,170
Carlos Tavares,808235,last_15,FCL,20.8,FCL Nationals,Total,F-NAT,- - -,,,1,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000,33.3%,33.3%,1.000,.333,.000,.333,.000,,.000,,0.2,-0.3,.237,40
Luiyin Alastre,808236,last_15,A+,20.8,Wisconsin Timber Rattlers,Total,WIS,- - -,,,9,22,30,3,2,0,0,1,4,2,7,0,4,0,0,1,0,1,0,.136,23.3%,13.3%,1.750,.345,.273,.618,.136,,.118,,3.4,-0.9,.307,78
Yirer Garcia,808237,last_15,A,20.8,Charleston RiverDogs,Total,CHS,- - -,,,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.000,0.0%,33.3%,.000,.000,.000,.000,.000,,.000,,-0.4,-0.8,.000,-93
Antonio Pimentel,808240,last_15,A,20.8,Bradenton Marauders,Total,BRD,- - -,,,12,44,46,15,8,3,0,4,6,10,2,0,9,0,0,0,1,0,1,.341,4.3%,19.6%,.222,.370,.682,1.051,.341,,.355,,10.5,3.3,.457,146
Starlyn Nunez,808245,last_15,A,20.8,Salem RidgeYaks,Total,SAL,- - -,,,11,39,42,8,5,1,1,1,5,2,2,0,4,1,0,0,2,2,1,.205,4.8%,9.5%,.500,.262,.359,.621,.154,,.206,,3.9,-1.7,.280,69
Freider Rojas,808248,last_15,ACL,20.7,ACL Brewers,Total,A-BRW,- - -,,,2,6,7,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,.333,0.0%,0.0%,,.429,.500,.929,.167,,.333,,1.4,0.4,.421,132
Daniel Rojas,808263,last_15,FCL,20.7,FCL Cardinals,Total,F-CAR,- - -,,,3,10,11,1,1,0,0,0,1,1,1,0,1,0,0,0,0,2,0,.100,9.1%,9.1%,1.000,.182,.100,.282,.000,,.111,,-0.0,-1.9,.147,-1
Kleiver Chauran,808264,last_15,FCL,20.7,FCL Rays,Total,F-RAY,- - -,,,2,4,6,2,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,.500,33.3%,33.3%,1.000,.667,.500,1.167,.000,,1.000,,1.8,0.8,.540,180
Franklin Arias,808265,last_15,AAA,20.7,Worcester Red Sox,Total,WOR,- - -,,,11,44,54,11,5,3,0,3,5,11,7,0,8,1,2,0,1,0,0,.250,13.0%,14.8%,.875,.352,.523,.875,.273,,.229,,8.6,1.5,.379,121
Jose Monzon,808267,last_15,A,20.7,Charleston RiverDogs,Total,CHS,- - -,,,6,14,20,4,2,2,0,0,3,0,6,0,2,0,0,0,0,1,1,.286,30.0%,10.0%,3.000,.500,.429,.929,.143,,.333,,4.3,1.6,.434,158
Gerardo Rodriguez,808269,last_15,A+,20.6,Greenville Drive,Total,GVL,- - -,,,11,39,49,12,10,2,0,0,5,2,9,1,5,1,0,0,1,0,0,.308,18.4%,10.2%,1.800,.449,.359,.808,.051,,.353,,8.3,0.8,.377,111
Jose Tovar,808270,last_15,FCL,20.7,FCL Rays,Total,F-RAY,- - -,,,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,.500,33.3%,0.0%,,.667,1.500,2.167,1.000,,.500,,1.5,1.0,.783,292
Miguel Rodríguez,808277,last_15,A,20.6,Delmarva Shorebirds,Total,DEL,- - -,,,9,29,34,11,10,1,0,0,6,5,4,0,3,1,0,0,0,1,0,.379,11.8%,8.8%,1.333,.471,.414,.884,.034,,.423,,6.7,2.1,.411,145
Facundo Velásquez,808278,last_15,FCL,20.5,FCL Cardinals,Total,F-CAR,- - -,,,2,7,8,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,.000,12.5%,50.0%,.250,.125,.000,.125,.000,,.000,,-0.4,-1.7,.089,-28
Elian Soto,808279,last_15,A,20.6,Fredericksburg Nationals,Total,FBG,- - -,,,9,30,36,6,4,1,0,1,4,3,6,0,13,0,0,0,0,1,0,.200,16.7%,36.1%,.462,.333,.333,.667,.133,,.312,,4.3,-0.5,.314,89
Victor Cardoza,808282,last_15,A,20.5,Clearwater Threshers,Total,CLR,- - -,,,9,37,37,11,7,3,0,1,7,7,0,0,14,0,0,0,1,1,0,.297,0.0%,37.8%,.000,.297,.459,.757,.162,,.455,,4.9,-0.9,.334,84
Alberth Palma,808285,last_15,A,20.5,Charleston RiverDogs,Total,CHS,- - -,,,11,41,49,9,9,0,0,0,7,2,8,0,4,0,0,0,2,3,0,.220,16.3%,8.2%,2.000,.347,.220,.566,.000,,.243,,4.7,-1.9,.283,71
Cristian Jauregui,808286,last_15,A,20.5,Bradenton Marauders,Total,BRD,- - -,,,7,17,24,3,2,0,0,1,2,4,4,0,5,3,0,0,0,0,2,.176,16.7%,20.8%,.800,.417,.353,.770,.176,,.182,,4.0,0.2,.375,105
Luis Lameda,808288,last_15,A,20.5,Wilson Warbirds,Total,WIL,- - -,,,5,18,21,1,0,1,0,0,2,2,3,0,3,0,0,0,0,1,0,.056,14.3%,14.3%,1.000,.190,.111,.302,.056,,.067,,0.0,-3.0,.163,0
Julio Zayas,808289,last_15,A,20.5,St. Lucie Mets,Total,SLU,- - -,,,9,28,32,8,5,1,0,2,6,6,4,0,6,0,0,0,1,0,0,.286,12.5%,18.8%,.667,.375,.536,.911,.250,,.300,,6.0,1.0,.403,119
Tyler Rodriguez,808291,last_15,A+,20.5,Wisconsin Timber Rattlers,Total,WIS,- - -,,,9,30,33,3,3,0,0,0,2,0,3,0,8,0,0,0,2,1,2,.100,9.1%,24.2%,.375,.182,.100,.282,.000,,.136,,-0.4,-5.1,.147,-9
Deward Tovar,808297,last_15,A,20.3,Hickory Crawdads,Total,HIC,- - -,,,12,32,41,7,3,3,1,0,7,3,6,0,13,1,1,0,0,0,0,.219,14.6%,31.7%,.462,.350,.375,.725,.156,,.350,,5.5,-0.1,.332,99
Heriberto Rincon,808298,last_15,FCL,20.4,FCL Mets,Total,F-MET,- - -,,,3,6,6,2,1,0,0,1,1,2,0,0,2,0,0,0,0,1,0,.333,0.0%,33.3%,.000,.333,.833,1.167,.500,,.333,,1.7,0.6,.503,163
Juan Ortega,808302,last_15,FCL,20.3,FCL Orioles,Total,F-ORI,- - -,,,3,8,10,4,3,1,0,0,0,3,1,0,2,1,0,0,0,0,1,.500,10.0%,20.0%,.500,.600,.625,1.225,.125,,.667,,3.1,1.5,.548,201
Kleyver Salazar,808307,last_15,A,20.3,Salem RidgeYaks,Total,SAL,- - -,,,10,30,39,13,4,6,0,3,5,14,9,0,8,0,0,0,2,1,0,.433,23.1%,20.5%,1.125,.564,.933,1.497,.500,,.526,,14.0,8.7,.619,265
Juan Obispo,808312,last_15,FCL,20.2,FCL Nationals,Total,F-NAT,- - -,,,2,5,5,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,.200,0.0%,40.0%,.000,.200,.400,.600,.200,,.333,,0.4,-0.4,.259,50
Liosward Marin,808314,last_15,FCL,20.2,FCL Red Sox,Total,F-RSX,- - -,,,2,7,8,4,2,2,0,0,1,4,1,0,2,0,0,0,0,2,0,.571,12.5%,25.0%,.500,.625,.857,1.482,.286,,.800,,3.1,1.7,.640,226
Pablo Guerrero,808326,last_15,A,20.0,Hickory Crawdads,Total,HIC,- - -,,,12,42,51,13,8,2,0,3,7,9,9,0,11,0,0,0,1,1,0,.310,17.6%,21.6%,.818,.431,.571,1.003,.262,,.357,,11.3,4.4,.443,164
Adriander Mejía,808337,last_15,A,19.9,Delmarva Shorebirds,Total,DEL,- - -,,,3,11,12,3,3,0,0,0,3,1,1,0,2,0,0,0,0,0,0,.273,8.3%,16.7%,.500,.333,.273,.606,.000,,.333,,1.2,-0.4,.287,73
Pedro Ibarguen,808338,last_15,A,20.1,Wilson Warbirds,Total,WIL,- - -,,,8,30,34,4,3,0,1,0,2,2,3,0,7,0,0,0,0,1,0,.133,8.8%,20.6%,.429,.212,.200,.412,.067,,.174,,1.0,-3.6,.197,21
Jormy Nivar,808343,last_15,A,23.2,Hickory Crawdads,Total,HIC,- - -,,,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,100.0%,0.0%,,1.000,,1.000,.000,,,,0.9,0.6,.711,319
Eduarlin Tejeda,808355,last_15,ACL,21.4,ACL Padres,Total,A-PAD,- - -,,,1,1,3,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,.000,66.7%,33.3%,2.000,.667,.000,.667,.000,,,,0.7,0.3,.474,159
Dameury Pena,808365,last_15,A+,20.9,Cedar Rapids Kernels,Total,CR,- - -,,,11,41,49,13,10,2,1,0,8,6,6,0,6,1,0,1,2,0,0,.317,12.2%,12.2%,1.000,.417,.415,.831,.098,,.371,,8.4,1.3,.382,119
Juan Sulbaran,808368,last_15,A,20.8,Hickory Crawdads,Total,HIC,- - -,,,2,5,5,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,.400,0.0%,0.0%,,.400,.600,1.000,.200,,.400,,1.1,0.4,.441,162
Willian Berti,808379,last_15,DSL,20.7,DSL Tigers 2,Total,D-TI2,- - -,,,10,25,43,5,1,3,0,1,9,5,17,0,8,1,0,0,0,1,1,.200,39.5%,18.6%,2.125,.535,.440,.975,.240,,.250,,10.7,3.3,.459,144
Yosneiker Rivas,808380,last_15,A,20.8,San Jose Giants,Total,SJ,- - -,,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.333,0.0%,0.0%,,.333,.333,.667,.000,,.333,,0.3,-0.1,.303,75
Enyervert Perez,808381,last_15,A,20.8,Visalia Rawhide,Total,VIS,- - -,,,12,45,53,9,7,1,0,1,4,6,7,0,17,0,0,0,0,0,0,.200,13.2%,32.1%,.412,.308,.289,.597,.089,,.296,,5.2,-2.9,.284,65
D'Angelo Tejada,808382,last_15,ACL,20.7,ACL White Sox,Total,A-WSX,- - -,,,5,15,16,4,3,0,0,1,2,6,0,0,6,1,0,0,0,2,0,.267,0.0%,37.5%,.000,.312,.467,.779,.200,,.375,,2.4,-0.1,.349,96
Adrian Hoyte,808388,last_15,DSL,20.6,DSL Tigers 1,Total,D-TI1,- - -,,,4,5,7,2,1,1,0,0,2,1,2,0,1,0,0,0,0,0,0,.400,28.6%,14.3%,2.000,.571,.600,1.171,.200,,.500,,2.1,0.9,.518,171
Santiago Pinto,808392,last_15,FCL,20.5,FCL Tigers,Total,F-TIG,- - -,,,4,14,15,5,3,0,2,0,3,3,1,0,4,0,0,0,0,1,0,.357,6.7%,26.7%,.250,.400,.643,1.043,.286,,.500,,3.5,1.0,.448,137
Carlos Concepcion,808393,last_15,ACL,20.5,ACL Giants,Total,A-GIA,- - -,,,4,10,11,3,2,1,0,0,1,2,1,0,5,0,0,0,0,0,0,.300,9.1%,45.5%,.200,.364,.400,.764,.100,,.600,,1.6,-0.1,.348,96
Keiberg Camacaro,808395,last_15,DSL,19.9,DSL Giants Black,Total,D-GIB,- - -,,,8,22,31,11,8,1,0,2,8,9,5,0,2,3,1,0,0,6,0,.500,16.1%,6.5%,2.500,.613,.818,1.431,.318,,.474,,11.1,5.8,.599,208
Jhocsuanth Vargas,808396,last_15,ACL,19.9,ACL Rangers,Total,A-RAN,- - -,,,2,7,8,3,3,0,0,0,1,6,0,0,0,0,1,0,0,0,0,.429,0.0%,0.0%,,.375,.429,.804,.000,,.375,,1.2,-0.1,.341,92
Angel Guzman,808401,last_15,A,20.7,San Jose Giants,Total,SJ,- - -,,,9,27,34,5,4,1,0,0,2,2,6,0,9,1,0,0,2,0,0,.185,17.6%,26.5%,.667,.353,.222,.575,.037,,.278,,3.6,-1.6,.292,69
Santiago Contreras,808493,last_15,ACL,20.9,ACL Padres,Total,A-PAD,- - -,,,2,5,8,1,0,0,1,0,3,2,3,0,1,0,0,0,0,0,0,.200,37.5%,12.5%,3.000,.500,.600,1.100,.400,,.250,,2.0,0.7,.471,158
Jaeden Calderon,808496,last_15,FCL,20.8,FCL Phillies,Total,F-PHI,- - -,,,4,11,17,1,1,0,0,0,2,2,6,0,3,0,0,0,0,1,0,.091,35.3%,17.6%,2.000,.412,.091,.503,.000,,.125,,2.1,-0.8,.304,71
Jeremy Almonte,808503,last_15,A,20.8,Jupiter Hammerheads,Total,JUP,- - -,,,6,23,27,7,4,2,0,1,5,5,4,0,4,0,0,0,0,1,0,.304,14.8%,14.8%,1.000,.407,.522,.929,.217,,.333,,5.3,1.0,.414,124
Andres Valor,808516,last_15,A,20.7,Jupiter Hammerheads,Total,JUP,- - -,,,11,43,50,13,2,6,1,4,12,13,6,0,15,0,1,0,0,4,0,.302,12.0%,30.0%,.400,.380,.767,1.147,.465,,.360,,12.3,4.4,.479,156
Jancory De La Cruz,808519,last_15,FCL,20.4,FCL Marlins,Total,F-MRL,- - -,,,3,11,12,2,2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,.182,8.3%,25.0%,.333,.250,.182,.432,.000,,.250,,0.6,-1.5,.211,28
John Gil,808535,last_15,A+,20.2,Rome Emperors,Total,ROM,- - -,,,12,40,52,9,7,1,0,1,10,6,10,0,12,1,1,0,0,5,0,.225,19.2%,23.1%,.833,.385,.325,.710,.100,,.286,,7.2,-0.7,.339,91
