player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+
Andrew McCutchen,457705,last_7,AAA,39.8,Gwinnett Stripers,Total,GWN,- - -,,,2,9,9,5,3,2,0,0,1,4,0,0,1,0,0,0,0,0,0,.556,0.0%,11.1%,.000,.556,.778,1.333,.222,,.625,,2.9,1.7,.591,252
Carlos Santana,467793,last_7,AAA,40.3,Gwinnett Stripers,Total,GWN,- - -,,,5,15,19,2,1,1,0,0,1,3,3,0,1,1,0,0,0,0,0,.133,15.8%,5.3%,3.000,.316,.200,.516,.067,,.143,,1.2,-1.2,.267,52
Tommy Pham,502054,last_7,AAA,38.4,Lehigh Valley IronPigs,Total,LHV,- - -,,,6,19,25,6,4,1,0,1,4,2,6,0,5,0,0,0,3,0,0,.316,24.0%,20.0%,1.200,.480,.526,1.006,.211,,.385,,5.2,2.1,.452,166
Sandy León,506702,last_7,AAA,37.4,Gwinnett Stripers,Total,GWN,- - -,,,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,0.0%,100.0%,.000,.000,.000,.000,.000,,,,-0.4,-0.8,.000,-114
Travis d'Arnaud,518595,last_7,AAA,37.5,Salt Lake Bees,Total,SL,- - -,,,2,8,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.125,0.0%,12.5%,.000,.125,.250,.375,.125,,.143,,0.0,-1.2,.162,1
Christian Bethancourt,542194,last_7,AAA,34.9,Scranton/Wilkes-Barre RailRiders,Total,SWB,- - -,,,1,4,5,3,1,0,0,2,3,4,1,0,0,0,0,0,0,0,0,.750,20.0%,0.0%,,.800,2.250,3.050,1.500,,.500,,3.8,3.2,1.168,610
Carlos Pérez,542208,last_7,AAA,35.8,Toledo Mud Hens,Total,TOL,- - -,,,3,10,11,6,3,0,0,3,4,3,1,0,1,0,0,0,0,0,0,.600,9.1%,9.1%,1.000,.636,1.500,2.136,.900,,.500,,6.1,4.7,.888,436
Yolmer Sánchez,570560,last_7,AAA,34.1,Salt Lake Bees,Total,SL,- - -,,,6,20,25,4,3,1,0,0,4,2,4,0,8,0,1,0,0,2,0,.200,16.0%,32.0%,.500,.320,.250,.570,.050,,.308,,2.1,-1.9,.275,53
Kyle Farmer,571657,last_7,AAA,36.0,Gwinnett Stripers,Total,GWN,- - -,,,3,13,13,5,5,0,0,0,1,2,0,0,3,0,0,0,1,0,0,.385,0.0%,23.1%,.000,.385,.385,.769,.000,,.500,,1.7,0.0,.350,103
Enrique Hernández,571771,last_7,AAA,34.9,Oklahoma City Comets,Total,OKC,- - -,,,2,6,7,2,2,0,0,0,0,2,0,0,2,0,1,0,0,0,0,.333,0.0%,28.6%,.000,.286,.333,.619,.000,,.400,,0.5,-0.6,.260,46
Brandon Drury,592273,last_7,AAA,33.9,Omaha Storm Chasers,Total,OMA,- - -,,,4,12,16,1,1,0,0,0,4,0,4,0,3,0,0,0,2,0,0,.083,25.0%,18.8%,1.333,.312,.083,.396,.000,,.111,,0.6,-1.4,.235,31
Chad Wallach,595453,last_7,AAA,34.7,Las Vegas Aviators,Total,LV,- - -,,,3,11,13,1,0,0,0,1,1,1,2,0,3,0,0,0,1,0,0,.091,15.4%,23.1%,.667,.231,.364,.594,.273,,.000,,1.1,-1.0,.272,51
Jorge Alfaro,595751,last_7,AA,33.1,Northwest Arkansas Naturals,Total,NWA,- - -,,,3,11,14,3,1,1,0,1,3,3,2,0,6,1,0,0,1,0,0,.273,14.3%,42.9%,.333,.429,.636,1.065,.364,,.500,,3.2,1.1,.463,153
Javier Báez,595879,last_7,AAA,33.6,Toledo Mud Hens,Total,TOL,- - -,,,1,4,4,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.500,0.0%,25.0%,.000,.500,.500,1.000,.000,,.667,,0.8,0.3,.455,168
Jake Cave,595909,last_7,AAA,33.7,Durham Bulls,Total,DUR,- - -,,,5,18,18,4,2,1,0,1,2,4,0,0,7,0,0,0,1,0,0,.222,0.0%,38.9%,.000,.222,.444,.667,.222,,.300,,1.5,-0.8,.290,66
Austin Slater,596103,last_7,AAA,33.6,Durham Bulls,Total,DUR,- - -,,,5,18,21,6,6,0,0,0,2,2,3,0,6,0,0,0,0,0,0,.333,14.3%,28.6%,.500,.429,.333,.762,.000,,.500,,2.9,0.3,.362,110
Jeimer Candelario,600869,last_7,AAA,32.7,Salt Lake Bees,Total,SL,- - -,,,6,23,26,5,1,1,2,1,4,2,2,0,10,1,0,0,0,1,0,.217,7.7%,38.5%,.200,.308,.565,.873,.348,,.333,,4.2,0.1,.375,102
Ramón Urías,602104,last_7,AAA,32.1,Memphis Redbirds,Total,MEM,- - -,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0.0%,0.0%,,1.000,,1.000,.000,,,,0.4,0.3,.743,346
Vimael Machín,605353,last_7,AAA,32.9,Albuquerque Isotopes,Total,ABQ,- - -,,,5,21,24,4,1,1,0,2,4,5,3,0,4,0,0,0,0,0,0,.190,12.5%,16.7%,.750,.292,.524,.815,.333,,.133,,3.6,-0.3,.357,93
Eric Haase,606992,last_7,AAA,33.6,Charlotte Knights,Total,CLT,- - -,,,3,13,13,6,3,2,0,1,1,7,0,0,2,0,0,0,0,0,0,.462,0.0%,15.4%,.000,.462,.846,1.308,.385,,.500,,3.9,2.3,.571,240
Corey Seager,608369,last_7,AA,32.3,Frisco RoughRiders,Total,FRI,- - -,,,2,5,6,1,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,.200,16.7%,33.3%,.500,.333,.800,1.133,.600,,.000,,1.4,0.5,.470,157
Rob Refsnyder,608701,last_7,AAA,35.3,Tacoma Rainiers,Total,TAC,- - -,,,2,10,10,2,1,0,0,1,1,2,0,0,3,0,0,0,0,0,0,.200,0.0%,30.0%,.000,.200,.500,.700,.300,,.167,,1.1,-0.5,.302,66
Joey Meneses,608841,last_7,AAA,34.2,Las Vegas Aviators,Total,LV,- - -,,,7,28,32,9,9,0,0,0,2,5,3,0,5,0,1,0,5,0,0,.321,9.4%,15.6%,.600,.375,.321,.696,.000,,.375,,3.9,-1.2,.323,76
Patrick Wisdom,621550,last_7,AAA,34.9,Tacoma Rainiers,Total,TAC,- - -,,,4,13,14,2,1,0,0,1,1,1,1,0,7,0,0,0,0,0,0,.154,7.1%,50.0%,.143,.214,.385,.599,.231,,.200,,1.1,-1.1,.267,49
Pablo Reyes,622569,last_7,AAA,32.9,Salt Lake Bees,Total,SL,- - -,,,5,13,16,2,2,0,0,0,2,0,2,0,4,0,0,1,0,0,0,.154,12.5%,25.0%,.500,.267,.154,.421,.000,,.222,,0.6,-1.9,.216,24
Christian Arroyo,624414,last_7,AAA,31.2,Syracuse Mets,Total,SYR,- - -,,,4,14,15,6,5,0,0,1,1,1,1,0,3,0,0,0,0,1,0,.429,6.7%,20.0%,.333,.467,.643,1.110,.214,,.500,,3.6,1.7,.491,190
Cavan Biggio,624415,last_7,AAA,31.3,Sugar Land Space Cowboys,Total,SUG,- - -,,,6,24,28,3,2,0,1,0,4,4,4,0,5,0,0,0,0,0,0,.125,14.3%,17.9%,.800,.250,.208,.458,.083,,.158,,1.3,-3.2,.225,29
Adam Frazier,624428,last_7,AAA,34.6,Salt Lake Bees,Total,SL,- - -,,,6,25,27,8,5,2,0,1,4,3,2,0,0,0,0,0,2,0,0,.320,7.4%,0.0%,,.370,.520,.890,.200,,.292,,5.0,0.8,.395,120
Riley Unroe,624523,last_7,AAA,31.0,Charlotte Knights,Total,CLT,- - -,,,4,13,15,4,0,0,1,3,4,6,1,0,5,1,0,0,0,1,0,.308,6.7%,33.3%,.200,.400,1.154,1.554,.846,,.200,,5.2,3.3,.628,275
Andy Ibáñez,628451,last_7,A+,33.3,Brooklyn Cyclones,Total,BRK,- - -,,,4,16,18,9,8,1,0,0,3,2,1,0,2,1,0,0,0,0,0,.562,5.6%,11.1%,.500,.611,.625,1.236,.062,,.643,,5.6,2.7,.557,192
José Azócar,640492,last_7,AAA,30.2,Gwinnett Stripers,Total,GWN,- - -,,,4,12,13,3,3,0,0,0,1,0,1,0,2,0,0,0,2,1,0,.250,7.7%,15.4%,.500,.308,.250,.558,.000,,.300,,0.8,-0.8,.265,50
Jhonny Pereda,640902,last_7,AAA,30.3,Tacoma Rainiers,Total,TAC,- - -,,,4,15,16,3,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,.200,6.2%,25.0%,.250,.250,.267,.517,.067,,.273,,0.9,-1.7,.239,35
Jason Delay,641511,last_7,AAA,31.4,Worcester Red Sox,Total,WOR,- - -,,,4,13,16,3,2,1,0,0,2,1,3,0,2,0,0,0,0,0,0,.231,18.8%,12.5%,1.500,.375,.308,.683,.077,,.273,,1.8,-0.2,.328,89
Edwin Díaz,641521,last_7,AAA,30.9,Sugar Land Space Cowboys,Total,SUG,- - -,,,3,7,11,1,1,0,0,0,2,0,3,0,2,1,0,0,0,0,0,.143,27.3%,18.2%,1.500,.455,.143,.597,.000,,.200,,1.5,-0.2,.344,87
J.C. Escarra,641555,last_7,AAA,31.3,Scranton/Wilkes-Barre RailRiders,Total,SWB,- - -,,,6,25,29,7,4,2,0,1,5,7,2,0,3,2,0,0,0,0,0,.280,6.9%,10.3%,.667,.379,.480,.859,.200,,.286,,4.6,1.0,.388,126
Joshua Palacios,641943,last_7,AAA,31.0,Indianapolis Indians,Total,IND,- - -,,,3,10,11,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,.100,9.1%,18.2%,.500,.182,.100,.282,.000,,.125,,-0.3,-1.7,.147,-23
Chuckie Robinson,642020,last_7,AAA,31.6,Oklahoma City Comets,Total,OKC,- - -,,,4,10,15,2,0,0,0,2,5,3,4,0,5,1,0,0,1,0,0,.200,26.7%,33.3%,.800,.467,.800,1.267,.600,,.000,,4.1,1.7,.520,173
Rowdy Tellez,642133,last_7,AAA,31.4,Gwinnett Stripers,Total,GWN,- - -,,,6,20,22,3,2,0,0,1,3,2,2,0,6,0,0,0,1,0,0,.150,9.1%,27.3%,.333,.227,.300,.527,.150,,.154,,1.0,-1.8,.243,37
Matt Thaiss,642136,last_7,AAA,31.2,Sugar Land Space Cowboys,Total,SUG,- - -,,,4,14,16,4,2,2,0,0,3,1,2,0,1,0,0,0,1,0,0,.286,12.5%,6.2%,2.000,.375,.429,.804,.143,,.308,,2.5,-0.1,.364,97
Mike Tauchman,643565,last_7,AAA,35.7,Syracuse Mets,Total,SYR,- - -,,,4,14,14,4,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,.286,0.0%,7.1%,.000,.286,.357,.643,.071,,.308,,1.1,-0.6,.287,64
Abraham Toro,647351,last_7,AAA,29.6,Omaha Storm Chasers,Total,OMA,- - -,,,5,19,21,8,5,1,0,2,5,4,1,0,4,0,1,0,0,0,0,.421,4.8%,19.0%,.250,.429,.789,1.218,.368,,.429,,5.4,2.8,.513,204
Andy Yerzy,647378,last_7,AAA,28.1,Memphis Redbirds,Total,MEM,- - -,,,2,7,8,1,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,.143,12.5%,25.0%,.500,.250,.286,.536,.143,,.200,,0.4,-0.6,.251,41
Eloy Jiménez,650391,last_7,AAA,29.7,Buffalo Bisons,Total,BUF,- - -,,,3,12,12,4,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,.333,0.0%,16.7%,.000,.333,.500,.833,.167,,.400,,1.7,0.2,.367,114
Riley Adams,656180,last_7,AAA,30.1,Rochester Red Wings,Total,ROC,- - -,,,6,19,22,9,6,2,0,1,6,1,1,0,4,2,0,0,2,0,0,.474,4.5%,18.2%,.250,.545,.737,1.282,.263,,.571,,6.5,3.7,.562,234
Michael Chavis,656308,last_7,AAA,31.0,Louisville Bats,Total,LOU,- - -,,,6,25,26,7,4,2,0,1,2,3,1,0,6,0,0,0,0,1,0,.280,3.8%,23.1%,.167,.308,.480,.788,.200,,.333,,3.3,0.1,.348,102
Stuart Fairchild,656413,last_7,AAA,30.4,Tacoma Rainiers,Total,TAC,- - -,,,5,17,21,5,1,2,1,1,5,3,2,0,5,2,0,0,0,0,0,.294,9.5%,23.8%,.400,.429,.706,1.134,.412,,.364,,5.2,1.8,.484,155
Tristan Gray,656484,last_7,AAA,30.4,St. Paul Saints,Total,STP,- - -,,,3,9,10,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,.333,0.0%,0.0%,,.400,.444,.844,.111,,.333,,1.6,0.3,.386,125
Connor Joe,656582,last_7,AAA,34.0,Tacoma Rainiers,Total,TAC,- - -,,,6,19,26,6,5,0,0,1,7,1,7,0,1,0,0,0,0,2,1,.316,26.9%,3.8%,7.000,.500,.474,.974,.158,,.294,,5.7,1.5,.448,137
Mark Kolozsvary,656627,last_7,A,30.9,Clearwater Threshers,Total,CLR,- - -,,,5,15,24,2,1,0,0,1,8,5,6,0,11,3,0,0,1,0,0,.133,25.0%,45.8%,.545,.458,.333,.792,.200,,.333,,4.5,0.5,.396,113
Jakson Reetz,656883,last_7,AAA,30.6,Tacoma Rainiers,Total,TAC,- - -,,,1,4,4,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,.250,0.0%,50.0%,.000,.250,.250,.500,.000,,.500,,0.2,-0.5,.228,30
Pavin Smith,656976,last_7,AAA,30.5,Reno Aces,Total,RNO,- - -,,,6,20,22,5,2,1,0,2,5,4,2,0,7,0,0,0,1,0,0,.250,9.1%,31.8%,.286,.318,.600,.918,.350,,.273,,4.0,0.5,.398,113
Rudy Martin Jr.,657675,last_7,AAA,30.5,Buffalo Bisons,Total,BUF,- - -,,,5,19,22,5,5,0,0,0,1,3,3,0,6,0,0,0,0,4,1,.263,13.6%,27.3%,.500,.364,.263,.627,.000,,.385,,2.1,-0.7,.304,74
Diego Castillo,660636,last_7,AAA,28.8,Round Rock Express,Total,RR,- - -,,,5,18,20,6,5,1,0,0,4,1,2,0,2,0,0,0,0,0,0,.333,10.0%,10.0%,1.000,.400,.389,.789,.056,,.375,,3.1,-0.1,.363,96
Jesús Sánchez,660821,last_7,A,28.8,Dunedin Blue Jays,Total,DUN,- - -,,,3,7,10,3,2,1,0,0,0,1,1,0,0,1,1,0,1,0,0,.429,10.0%,0.0%,,.500,.571,1.071,.143,,.375,,2.2,0.8,.457,156
Leo Rivas,660844,last_7,AAA,28.8,Tacoma Rainiers,Total,TAC,- - -,,,2,8,9,3,1,0,0,2,2,4,1,0,2,0,0,0,0,0,0,.375,11.1%,22.2%,.500,.444,1.125,1.569,.750,,.250,,3.4,2.0,.649,235
Max Burt,661733,last_7,AA,29.9,Erie SeaWolves,Total,ERI,- - -,,,4,17,17,5,3,2,0,0,1,3,0,0,5,0,0,0,1,0,0,.294,0.0%,29.4%,.000,.294,.412,.706,.118,,.417,,1.8,-0.6,.313,74
Elih Marrero,663503,last_7,AAA,29.1,Omaha Storm Chasers,Total,OMA,- - -,,,3,11,11,5,1,4,0,0,2,2,0,0,0,0,0,0,0,0,0,.455,0.0%,0.0%,,.455,.818,1.273,.364,,.455,,3.2,1.8,.553,229
Hayden Senger,663584,last_7,AAA,29.3,Syracuse Mets,Total,SYR,- - -,,,4,11,12,2,1,0,0,1,1,1,1,0,3,0,0,0,2,0,0,.182,8.3%,25.0%,.333,.250,.455,.705,.273,,.143,,1.2,-0.3,.311,79
Brandon Lockridge,663604,last_7,AAA,29.4,Nashville Sounds,Total,NAS,- - -,,,3,11,13,4,3,0,0,1,3,2,1,0,3,0,1,0,0,0,0,.364,7.7%,23.1%,.333,.385,.636,1.021,.273,,.375,,2.5,0.8,.427,151
Nick Madrigal,663611,last_7,AAA,29.4,Durham Bulls,Total,DUR,- - -,,,6,19,23,3,3,0,0,0,1,0,3,0,3,1,0,0,1,1,0,.158,13.0%,13.0%,1.000,.304,.158,.462,.000,,.188,,1.1,-1.8,.244,37
Daz Cameron,663662,last_7,AAA,29.5,Buffalo Bisons,Total,BUF,- - -,,,5,18,22,4,3,1,0,0,2,1,4,0,5,0,0,0,1,2,0,.222,18.2%,22.7%,.800,.364,.278,.641,.056,,.308,,2.2,-0.6,.312,79
Luke Williams,663897,last_7,AAA,30.0,Gwinnett Stripers,Total,GWN,- - -,,,3,7,10,2,1,1,0,0,2,0,2,0,1,0,0,1,0,0,0,.286,20.0%,10.0%,2.000,.444,.429,.873,.143,,.333,,1.7,0.4,.403,136
Sam Haggerty,664059,last_7,AAA,32.2,Louisville Bats,Total,LOU,- - -,,,4,9,11,1,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,.111,18.2%,18.2%,1.000,.273,.111,.384,.000,,.143,,0.2,-1.1,.212,17
Dylan Moore,664238,last_7,AAA,34.0,Lehigh Valley IronPigs,Total,LHV,- - -,,,5,16,20,5,3,2,0,0,4,3,4,0,3,0,0,0,0,2,0,.312,20.0%,15.0%,1.333,.450,.438,.887,.125,,.385,,3.5,1.0,.408,139
Alejo Lopez,664670,last_7,AAA,30.2,Omaha Storm Chasers,Total,OMA,- - -,,,6,12,15,3,3,0,0,0,0,4,2,0,0,0,1,0,0,1,0,.250,13.3%,0.0%,,.333,.250,.583,.000,,.231,,1.1,-0.8,.277,58
Kyle Isbel,664728,last_7,AAA,29.4,Omaha Storm Chasers,Total,OMA,- - -,,,6,21,24,6,6,0,0,0,2,2,2,0,6,1,0,0,0,0,0,.286,8.3%,25.0%,.333,.375,.286,.661,.000,,.400,,2.5,-0.5,.318,83
P.J. Higgins,664731,last_7,AAA,33.2,Louisville Bats,Total,LOU,- - -,,,5,17,19,4,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,.235,10.5%,0.0%,,.316,.235,.551,.000,,.235,,1.2,-1.2,.266,51
Cristian Pache,665506,last_7,AAA,27.7,Syracuse Mets,Total,SYR,- - -,,,5,12,14,1,1,0,0,0,1,0,1,0,5,1,0,0,0,0,1,.083,7.1%,35.7%,.200,.214,.083,.298,.000,,.143,,-0.2,-1.9,.169,-9
Oswaldo Cabrera,665828,last_7,AAA,27.4,Scranton/Wilkes-Barre RailRiders,Total,SWB,- - -,,,6,24,27,9,8,0,0,1,5,3,2,0,5,0,1,0,0,1,0,.375,7.4%,18.5%,.400,.407,.500,.907,.125,,.421,,4.6,1.2,.400,134
Enmanuel Valdez,665839,last_7,AAA,27.6,Indianapolis Indians,Total,IND,- - -,,,5,21,26,5,4,1,0,0,3,4,4,0,1,0,1,0,0,0,1,.238,15.4%,3.8%,4.000,.346,.286,.632,.048,,.238,,2.3,-0.9,.299,71
Jair Camargo,665856,last_7,AAA,27.1,Gwinnett Stripers,Total,GWN,- - -,,,4,10,11,5,4,0,0,1,2,2,0,0,3,0,1,0,0,0,0,.500,0.0%,27.3%,.000,.455,.800,1.255,.300,,.571,,2.9,1.5,.523,210
Sebastián Rivero,665861,last_7,A,27.7,Rancho Cucamonga Quakes,Total,RC,- - -,,,2,8,9,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,.125,11.1%,11.1%,1.000,.222,.125,.347,.000,,.143,,0.2,-1.2,.180,13
Ismael Munguia,665998,last_7,AAA,27.8,Buffalo Bisons,Total,BUF,- - -,,,6,19,21,7,6,1,0,0,3,0,2,0,2,0,0,0,0,0,1,.368,9.5%,9.5%,1.000,.429,.421,.850,.053,,.412,,3.4,0.7,.389,127
Nolan Jones,666134,last_7,AAA,28.2,Charlotte Knights,Total,CLT,- - -,,,6,18,22,4,4,0,0,0,2,2,4,0,7,0,0,0,0,1,0,.222,18.2%,31.8%,.571,.364,.222,.586,.000,,.364,,1.9,-0.9,.295,69
Dominic Fletcher,666150,last_7,AAA,28.9,Indianapolis Indians,Total,IND,- - -,,,5,16,21,6,4,2,0,0,5,2,5,0,2,0,0,0,0,0,0,.375,23.8%,9.5%,2.500,.524,.500,1.024,.125,,.429,,4.6,2.0,.466,175
Ben Rortvedt,666163,last_7,AAA,28.8,Syracuse Mets,Total,SYR,- - -,,,3,6,8,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,.167,25.0%,12.5%,2.000,.375,.167,.542,.000,,.200,,0.7,-0.3,.291,67
Blake Sabol,666165,last_7,AAA,28.6,Durham Bulls,Total,DUR,- - -,,,5,16,18,5,5,0,0,0,2,0,2,0,4,0,0,0,0,0,0,.312,11.1%,22.2%,.500,.389,.312,.701,.000,,.417,,2.1,-0.2,.332,92
Will Benson,666181,last_7,AAA,28.1,Louisville Bats,Total,LOU,- - -,,,5,20,21,5,2,2,0,1,4,2,1,0,3,0,0,0,0,0,0,.250,4.8%,14.3%,.333,.286,.500,.786,.250,,.250,,2.6,-0.0,.344,99
Cooper Johnson,666194,last_7,AAA,28.3,Round Rock Express,Total,RR,- - -,,,4,12,16,2,1,0,0,1,3,3,3,0,3,0,0,1,1,0,0,.167,18.8%,18.8%,1.000,.333,.417,.750,.250,,.125,,2.2,-0.3,.344,86
Grae Kessinger,666197,last_7,AAA,28.9,Indianapolis Indians,Total,IND,- - -,,,2,9,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.0%,22.2%,.000,.000,.000,.000,.000,,.000,,-1.3,-2.4,.000,-114
Carter Kieboom,666198,last_7,AAA,28.9,Lehigh Valley IronPigs,Total,LHV,- - -,,,5,16,19,3,3,0,0,0,2,3,2,0,3,0,1,0,0,0,0,.188,10.5%,15.8%,.667,.263,.188,.451,.000,,.214,,0.5,-1.9,.219,21
Bo Naylor,666310,last_7,AAA,26.4,Columbus Clippers,Total,COL,- - -,,,4,15,16,3,0,2,0,1,2,3,1,0,3,0,0,0,0,0,0,.200,6.2%,18.8%,.333,.250,.533,.783,.333,,.182,,1.9,-0.1,.338,95
Archer Brookman,666386,last_7,AA,27.6,Columbus Clingstones,Total,COL,- - -,,,4,12,16,3,3,0,0,0,2,0,4,0,4,0,0,0,0,0,0,.250,25.0%,25.0%,1.000,.438,.250,.688,.000,,.375,,2.2,-0.2,.348,93
Christopher Morel,666624,last_7,AAA,27.1,Syracuse Mets,Total,SYR,- - -,,,5,16,18,5,2,2,0,1,1,2,2,0,4,0,0,0,0,0,0,.312,11.1%,22.2%,.500,.389,.625,1.014,.312,,.364,,3.6,1.3,.441,159
Jason Matthews,667240,last_7,AAA,29.3,Charlotte Knights,Total,CLT,- - -,,,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0%,25.0%,.000,.000,.000,.000,.000,,.000,,-0.6,-1.1,.000,-114
Corey Julks,667452,last_7,AAA,30.4,Toledo Mud Hens,Total,TOL,- - -,,,6,25,28,10,6,2,0,2,5,9,2,0,2,1,0,0,2,0,1,.400,7.1%,7.1%,1.000,.464,.720,1.184,.320,,.381,,7.3,3.7,.515,205
C.J. Stubbs,667690,last_7,AAA,29.7,Buffalo Bisons,Total,BUF,- - -,,,3,7,11,1,0,0,0,1,2,3,4,0,3,0,0,0,0,0,0,.143,36.4%,27.3%,1.333,.455,.571,1.026,.429,,.000,,2.3,0.9,.450,165
Ernesto Martinez Jr.,667803,last_7,AAA,27.1,Scranton/Wilkes-Barre RailRiders,Total,SWB,- - -,,,5,18,21,6,4,1,1,0,4,4,3,0,4,0,0,0,0,1,0,.333,14.3%,19.0%,.750,.429,.500,.929,.167,,.429,,3.8,1.1,.415,143
Nick Pratto,668472,last_7,AAA,27.8,El Paso Chihuahuas,Total,ELP,- - -,,,3,10,13,2,1,1,0,0,3,0,3,0,1,0,0,0,0,1,0,.200,23.1%,7.7%,3.000,.385,.300,.685,.100,,.222,,1.7,-0.4,.334,82
Payton Henry,668721,last_7,AAA,29.1,Lehigh Valley IronPigs,Total,LHV,- - -,,,2,7,7,3,2,1,0,0,1,3,0,0,2,0,0,0,0,0,0,.429,0.0%,28.6%,.000,.429,.571,1.000,.143,,.600,,1.4,0.5,.445,162
Akil Baddoo,668731,last_7,AAA,28.0,Nashville Sounds,Total,NAS,- - -,,,3,8,10,0,0,0,0,0,1,0,2,0,3,0,0,0,0,2,0,.000,20.0%,30.0%,.667,.200,.000,.200,.000,,.000,,-0.3,-1.6,.142,-26
Duke Ellis,668752,last_7,AAA,28.5,Scranton/Wilkes-Barre RailRiders,Total,SWB,- - -,,,5,19,21,4,3,1,0,0,1,2,0,0,2,1,1,0,0,0,1,.211,0.0%,9.5%,.000,.238,.263,.501,.053,,.222,,0.7,-1.9,.227,27
Devin Ortiz,668776,last_7,AA,27.5,Harrisburg Senators,Total,HBG,- - -,,,5,19,22,4,4,0,0,0,0,1,3,0,6,0,0,0,1,0,1,.211,13.6%,27.3%,.500,.318,.211,.529,.000,,.308,,1.5,-1.7,.262,47
Andrew Knizner,668800,last_7,AAA,31.5,Worcester Red Sox,Total,WOR,- - -,,,4,16,18,5,3,2,0,0,1,1,2,1,3,0,0,0,1,0,0,.312,11.1%,16.7%,.667,.389,.438,.826,.125,,.385,,2.4,0.1,.355,106
Kyle McCann,668832,last_7,AAA,28.7,Albuquerque Isotopes,Total,ABQ,- - -,,,1,4,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,.000,20.0%,0.0%,,.200,.000,.200,.000,,.000,,-0.1,-0.9,.142,-12
Conner Capel,668843,last_7,AAA,29.2,Albuquerque Isotopes,Total,ABQ,- - -,,,3,12,13,6,3,3,0,0,3,6,1,0,0,0,0,0,0,0,0,.500,7.7%,0.0%,,.538,.750,1.288,.250,,.500,,4.0,1.9,.563,194
Freddy Zamora,668965,last_7,AAA,27.7,Nashville Sounds,Total,NAS,- - -,,,4,9,11,2,1,0,1,0,0,1,2,0,2,0,0,0,0,0,0,.222,18.2%,18.2%,1.000,.364,.444,.808,.222,,.286,,1.5,0.1,.361,110
Connor Scott,669002,last_7,AA,26.8,Northwest Arkansas Naturals,Total,NWA,- - -,,,4,15,16,3,3,0,0,0,1,1,1,0,6,0,0,0,0,2,0,.200,6.2%,37.5%,.167,.250,.200,.450,.000,,.333,,0.6,-1.8,.215,24
MJ Melendez,669004,last_7,AAA,27.7,Syracuse Mets,Total,SYR,- - -,,,6,13,16,1,1,0,0,0,1,0,3,0,6,0,0,0,0,1,0,.077,18.8%,37.5%,.500,.250,.077,.327,.000,,.143,,0.1,-1.9,.190,4
Mason McCoy,669200,last_7,AAA,31.3,El Paso Chihuahuas,Total,ELP,- - -,,,7,27,34,7,4,3,0,0,8,6,4,0,11,0,1,2,0,2,0,.259,11.8%,32.4%,.364,.344,.370,.714,.111,,.412,,4.2,-1.3,.324,77
Ryan Bliss,669208,last_7,AAA,26.6,Tacoma Rainiers,Total,TAC,- - -,,,6,23,25,6,5,1,0,0,1,2,2,0,4,0,0,0,2,0,1,.261,8.0%,16.0%,.500,.320,.304,.624,.043,,.316,,2.4,-1.6,.291,61
Sean Murphy,669221,last_7,AAA,31.8,Gwinnett Stripers,Total,GWN,- - -,,,3,13,13,7,6,1,0,0,2,2,0,0,3,0,0,0,0,0,0,.538,0.0%,23.1%,.000,.538,.615,1.154,.077,,.700,,3.4,1.8,.520,208
Justyn-Henry Malloy,669234,last_7,A,26.4,Charleston RiverDogs,Total,CHS,- - -,,,5,19,24,7,4,1,0,2,4,4,5,0,5,0,0,0,1,0,1,.368,20.8%,20.8%,1.000,.500,.737,1.237,.368,,.417,,6.9,3.1,.530,182
Nick Solak,669256,last_7,AAA,31.6,El Paso Chihuahuas,Total,ELP,- - -,,,6,26,29,10,6,3,0,1,7,6,2,0,2,1,0,0,0,0,0,.385,6.9%,6.9%,1.000,.448,.615,1.064,.231,,.391,,6.9,2.2,.470,148
