player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,GS,W,L,ERA,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP
Anthony Astudillo,828713,last_7,ACL,20.9,ACL Rangers,Total,A-RAN,- - -,0,0,1,18.00,0,0,0,2.0,13,5,4,4,1,1,0,1,1,0,1,4.50,4.50,1.00,4.50,7.7%,7.7%,0.0%,.455,3.00,,,13.55
Jonathan Stevens,828716,last_7,A,21.9,Fort Myers Mighty Mussels,Total,FTM,- - -,0,0,0,.00,0,0,0,2.0,9,0,1,0,0,2,0,0,1,0,2,9.00,9.00,1.00,.00,22.2%,22.2%,0.0%,.000,1.00,,,4.49
Victor Diaz,828718,last_7,A+,23.5,Dayton Dragons,Total,DAY,- - -,0,0,0,2.25,0,0,1,4.0,17,3,1,1,0,3,0,0,0,0,7,15.75,6.75,2.33,.00,41.2%,17.6%,23.5%,.214,1.50,,,2.75
Jack Eshleman,828749,last_7,A+,22.6,Vancouver Canadians,Total,VAN,- - -,0,0,0,4.50,0,0,0,2.0,8,2,1,1,1,1,0,0,0,0,2,9.00,4.50,2.00,4.50,25.0%,12.5%,12.5%,.286,1.50,,,9.58
Raminel Almonte,828776,last_7,ACL,19.1,ACL D-backs,Total,A-DBA,- - -,1,0,0,3.00,0,0,0,3.0,11,3,1,1,0,0,0,0,0,0,5,15.00,.00,,.00,45.5%,0.0%,45.5%,.273,1.00,,,1.72
Alex Barr,828781,last_7,A,19.6,Stockton Ports,Total,STK,- - -,1,0,0,6.00,0,0,0,3.0,15,2,2,2,0,5,0,0,1,0,3,9.00,15.00,.60,.00,20.0%,33.3%,-13.3%,.200,2.33,,,7.02
Carlos Luces,828784,last_7,DSL,19.0,DSL Royals Fortuna,Total,D-ROF,- - -,0,0,0,13.50,0,0,0,0.2,6,0,1,1,0,4,0,0,1,0,2,27.00,54.00,.50,.00,33.3%,66.7%,-33.3%,.000,6.00,,,16.70
Briggs McKenzie,828987,last_7,A,19.6,Augusta GreenJackets,Total,AUG,- - -,1,0,0,.00,0,0,0,5.0,17,1,0,0,0,1,0,0,0,0,8,14.40,1.80,8.00,.00,47.1%,5.9%,41.2%,.062,.40,,,.43
Johnny Slawinski,828989,last_7,ACL,19.3,ACL Angels,Total,A-ANG,- - -,1,1,0,3.60,0,0,0,5.0,21,5,2,2,0,2,0,0,1,0,8,14.40,3.60,4.00,.00,38.1%,9.5%,28.6%,.263,1.40,,,3.05
Deiry Gonzalez,829083,last_7,FCL,18.1,FCL Phillies,Total,F-PHI,- - -,0,0,0,9.82,0,0,0,3.2,19,5,4,4,1,4,0,0,1,0,3,7.36,9.82,.75,2.45,15.8%,21.1%,-5.3%,.333,2.45,,,9.11
Yordanis Guerra,829084,last_7,FCL,19.7,FCL Phillies,Total,F-PHI,- - -,1,0,0,2.70,0,0,0,3.1,14,3,2,1,0,1,0,0,0,0,4,1.80,2.70,4.00,.00,28.6%,7.1%,21.4%,.231,1.20,,,2.43
Jorge Mitre,829087,last_7,DSL,20.0,DSL Phillies,Total,D-PHI,- - -,0,1,0,6.00,0,0,1,3.0,14,3,2,2,0,2,0,0,1,1,8,24.00,6.00,4.00,.00,57.1%,14.3%,42.9%,.250,1.67,,,1.37
Jodarlin Perez,829088,last_7,DSL,18.7,DSL Mets Blue,Total,D-MEB,- - -,0,1,0,4.50,0,0,0,4.0,16,2,2,2,0,2,0,0,2,0,6,13.50,4.50,3.00,.00,37.5%,12.5%,25.0%,.143,1.00,,,3.20
Alfredo Guzman,829091,last_7,DSL,21.8,DSL Arizona Red,Total,D-ARR,- - -,0,0,0,6.75,0,0,0,2.2,12,2,2,2,0,3,0,0,0,0,5,16.88,1.12,1.67,.00,41.7%,25.0%,16.7%,.222,1.88,,,4.33
Sadbiel Delzine,829094,last_7,FCL,18.4,FCL Red Sox,Total,F-RSX,- - -,1,0,0,2.08,0,0,0,4.1,16,1,1,1,0,2,0,0,0,1,5,1.38,4.15,2.50,.00,31.2%,12.5%,18.8%,.071,.69,,,3.01
Jose Puello,829131,last_7,DSL,19.0,DSL Arizona Black,Total,D-ARB,- - -,1,0,1,22.50,0,0,0,2.0,14,6,5,5,0,3,0,0,1,0,1,4.50,13.50,.33,.00,7.1%,21.4%,-14.3%,.545,4.50,,,8.20
Ma'Kale Holden,829204,last_7,ACL,19.3,ACL Brewers,Total,A-BRW,- - -,0,0,0,15.00,0,0,0,3.0,14,4,5,5,2,1,0,0,2,0,6,18.00,3.00,6.00,6.00,42.9%,7.1%,35.7%,.308,1.67,,,1.72
Randy Constanza,829206,last_7,DSL,19.6,DSL Tigers 1,Total,D-TI1,- - -,0,0,0,.00,0,0,0,2.0,7,1,0,0,0,0,0,0,0,1,3,13.50,.00,,.00,42.9%,0.0%,42.9%,.143,.50,,,1.70
Jose Gabriel Torres,829258,last_7,A,25.7,Inland Empire 66ers,Total,IE,- - -,0,0,0,.00,0,0,0,4.2,17,2,1,0,0,0,0,0,0,0,4,7.71,.00,,.00,23.5%,0.0%,23.5%,.118,.43,,,2.30
Marco Arcia,829265,last_7,DSL,21.1,DSL Tigers 2,Total,D-TI2,- - -,0,0,0,3.86,0,0,0,2.1,19,3,9,8,2,7,0,1,2,1,0,.00,27.00,.00,7.71,0.0%,36.8%,-36.8%,.273,4.29,,,26.13
Shinnosuke Ogasawara,829272,last_7,AA,28.7,Harrisburg Senators,Total,HBG,- - -,1,0,0,1.35,0,0,0,6.2,25,3,1,1,1,1,0,0,0,0,5,6.75,1.35,5.00,1.35,20.0%,4.0%,16.0%,.125,.60,,,4.78
Jakson Gamboa,829285,last_7,FCL,19.3,FCL Red Sox,Total,F-RSX,- - -,0,1,0,5.40,0,0,0,3.1,15,5,2,2,0,2,0,0,0,0,3,8.10,5.40,1.50,.00,20.0%,13.3%,6.7%,.385,2.10,,,3.93
Dariel Fregio,829338,last_7,AA,26.1,Erie SeaWolves,Total,ERI,- - -,0,0,0,9.00,0,0,0,3.0,12,3,3,3,2,0,0,0,0,0,4,12.00,.00,,6.00,33.3%,0.0%,33.3%,.250,1.00,,,9.88
Hicter Ruiz,829373,last_7,DSL,18.7,DSL Red Sox Blue,Total,D-RSB,- - -,0,0,0,.00,0,0,0,4.2,17,2,0,0,0,1,0,0,1,0,3,5.79,1.93,3.00,.00,17.6%,5.9%,11.8%,.125,.64,,,4.06
Agustin Campusano,829374,last_7,DSL,18.5,DSL Twins,Total,D-TWI,- - -,1,0,1,4.91,0,0,0,3.2,19,5,3,2,0,2,0,1,0,0,3,7.36,4.91,1.50,.00,15.8%,10.5%,5.3%,.312,1.91,,,5.52
Ernesto Meza,829381,last_7,DSL,18.9,DSL Braves,Total,D-BRV,- - -,0,1,1,9.00,0,0,0,3.0,20,5,5,3,0,3,0,1,2,0,4,12.00,9.00,1.33,.00,20.0%,15.0%,5.0%,.312,2.67,,,6.04
Jhon Almonte,829383,last_7,ACL,19.5,ACL Angels,Total,A-ANG,- - -,1,0,1,3.60,0,0,0,5.0,21,4,2,2,0,5,0,0,0,1,3,5.40,9.00,.60,.00,14.3%,23.8%,-9.5%,.250,1.80,,,6.85
Berny Ortiz,829397,last_7,FCL,20.8,FCL Red Sox,Total,F-RSX,- - -,1,0,1,1.80,0,0,0,1.2,11,3,3,2,0,3,0,0,1,1,3,16.20,16.20,1.00,.00,27.3%,27.3%,0.0%,.375,3.60,,,5.73
Isael Fis,829400,last_7,DSL,19.3,DSL Red Sox Red,Total,D-RSR,- - -,0,1,0,.00,0,0,0,2.2,12,3,0,0,0,1,0,0,0,0,1,3.38,3.38,1.00,.00,8.3%,8.3%,0.0%,.273,1.50,,,5.08
Maicol Reyes,829410,last_7,ACL,21.3,ACL Rangers,Total,A-RAN,- - -,0,0,0,33.75,0,0,1,1.1,9,3,5,5,0,2,0,0,0,0,2,13.50,13.50,1.00,.00,22.2%,22.2%,0.0%,.429,3.75,,,6.55
Josias Figuereo,829415,last_7,DSL,19.4,DSL Padres Gold,Total,D-PAG,- - -,1,0,0,4.15,0,0,0,4.1,19,4,2,2,0,2,0,0,2,1,8,16.62,4.15,4.00,.00,42.1%,10.5%,31.6%,.235,1.38,,,2.40
Jose Arias,829417,last_7,DSL,19.2,DSL Brewers Gold,Total,D-BWG,- - -,0,0,0,.00,0,0,0,1.0,5,0,1,0,0,1,0,0,1,0,0,.00,9.00,.00,.00,0.0%,20.0%,-20.0%,.000,1.00,,,7.70
Albert Cordero,829419,last_7,DSL,20.8,DSL Rangers Red,Total,D-RNR,- - -,0,0,0,3.60,0,0,2,5.0,24,5,2,2,1,4,0,0,0,0,6,1.80,7.20,1.50,1.80,25.0%,16.7%,8.3%,.250,1.80,,,7.30
Yadiel Roquez,829420,last_7,DSL,19.3,DSL Rangers Red,Total,D-RNR,- - -,0,1,0,3.00,0,0,0,3.0,15,2,1,1,0,4,0,0,0,0,3,9.00,12.00,.75,.00,20.0%,26.7%,-6.7%,.182,2.00,,,6.70
Andres Ortiz,829422,last_7,DSL,19.8,DSL Tigers 1,Total,D-TI1,- - -,1,0,0,.00,0,0,0,2.2,13,2,0,0,0,3,0,0,0,0,3,1.12,1.12,1.00,.00,23.1%,23.1%,0.0%,.200,1.88,,,5.83
Masahiro Fukuda,829431,last_7,DSL,24.9,DSL Rangers Blue,Total,D-RNB,- - -,0,1,0,7.20,0,0,0,5.0,23,4,4,4,3,3,0,0,0,0,5,9.00,5.40,1.67,5.40,21.7%,13.0%,8.7%,.200,1.40,,,12.30
Jousuet Martinez,829454,last_7,DSL,19.1,DSL Nationals,Total,D-NAT,- - -,0,1,0,.00,0,0,0,1.2,8,1,0,0,0,2,0,0,0,0,1,5.40,1.80,.50,.00,12.5%,25.0%,-12.5%,.167,1.80,,,7.10
Francis Aquino,829457,last_7,DSL,19.2,DSL Arizona Black,Total,D-ARB,- - -,1,0,1,13.50,0,0,0,2.2,14,4,4,4,0,3,0,0,0,0,5,16.88,1.12,1.67,.00,35.7%,21.4%,14.3%,.364,2.62,,,4.33
Ruben Medina,829459,last_7,DSL,20.9,DSL Rangers Blue,Total,D-RNB,- - -,0,0,0,27.00,0,0,0,0.2,8,3,6,2,0,2,0,0,4,0,1,13.50,27.00,.50,.00,12.5%,25.0%,-12.5%,.500,7.50,,,1.70
Aleiman Cruz,829462,last_7,FCL,20.2,FCL Tigers,Total,F-TIG,- - -,0,0,1,5.40,0,0,0,1.2,10,3,5,1,1,0,0,0,1,0,3,16.20,.00,,5.40,30.0%,0.0%,30.0%,.300,1.80,,,8.13
Robert Moreno,829474,last_7,DSL,20.2,DSL Red Sox Red,Total,D-RSR,- - -,0,0,0,12.00,0,0,0,3.0,18,5,4,4,0,2,0,1,0,0,3,9.00,6.00,1.50,.00,16.7%,11.1%,5.6%,.333,2.33,,,5.70
Luis Mata,829475,last_7,ACL,20.6,ACL Cubs,Total,A-CUB,- - -,0,0,0,9.00,0,0,0,3.0,17,5,3,3,0,4,0,0,0,0,3,9.00,12.00,.75,.00,17.6%,23.5%,-5.9%,.385,3.00,,,7.05
Shai Romero,829476,last_7,DSL,18.8,DSL LAD Bautista,Total,D-LAB,- - -,0,0,0,13.50,0,0,0,2.0,13,3,3,3,0,4,0,0,2,0,3,13.50,18.00,.75,.00,23.1%,30.8%,-7.7%,.333,3.50,,,7.70
Jubrayker Salaya,829478,last_7,ACL,19.4,ACL Cubs,Total,A-CUB,- - -,1,0,1,13.50,0,0,0,2.0,12,3,4,3,1,2,0,0,3,0,5,22.50,9.00,2.50,4.50,41.7%,16.7%,25.0%,.300,2.50,,,9.55
Carlos Toro,829481,last_7,DSL,19.0,DSL Giants Black,Total,D-GIB,- - -,1,0,0,6.00,0,0,0,3.0,16,6,2,2,0,1,0,0,2,0,1,3.00,3.00,1.00,.00,6.2%,6.2%,0.0%,.400,2.33,,,5.04
Diego Arroyo,829485,last_7,DSL,18.8,DSL Colorado,Total,D-COL,- - -,0,0,0,4.50,0,0,0,4.0,17,5,2,2,2,0,0,0,1,0,3,6.75,.00,,4.50,17.6%,0.0%,17.6%,.294,1.25,,,9.70
Oliver Castillo,829489,last_7,DSL,21.4,DSL Tigers 1,Total,D-TI1,- - -,0,0,0,.00,0,0,0,2.0,7,2,0,0,0,0,0,0,0,0,0,.00,.00,,.00,0.0%,0.0%,0.0%,.286,1.00,,,4.70
Alexis Reyes,829490,last_7,DSL,19.2,DSL LAD Bautista,Total,D-LAB,- - -,0,0,0,4.50,0,0,0,2.0,8,2,1,1,1,0,0,0,0,0,3,13.50,.00,,4.50,37.5%,0.0%,37.5%,.250,1.00,,,8.20
Jorman Santana,829492,last_7,DSL,19.5,DSL Astros Blue,Total,D-ASB,- - -,1,0,1,5.40,0,0,0,3.1,15,3,2,2,1,2,0,1,0,0,0,.00,5.40,.00,2.70,0.0%,13.3%,-13.3%,.250,1.50,,,11.30
Samuel Savinon,829493,last_7,ACL,19.5,ACL Dodgers,Total,A-DOD,- - -,1,0,0,9.00,0,0,0,3.0,16,3,4,3,0,3,0,0,1,1,8,24.00,9.00,2.67,.00,50.0%,18.8%,31.2%,.231,2.00,,,2.72
Geovanny Villarroel,829494,last_7,DSL,18.9,DSL Cubs Blue,Total,D-CUB,- - -,1,0,0,8.10,0,0,0,3.1,16,3,3,3,0,2,0,1,1,0,2,5.40,5.40,1.00,.00,12.5%,12.5%,0.0%,.231,1.50,,,6.20
Miguel Alvarez,829495,last_7,DSL,21.7,DSL Padres Gold,Total,D-PAG,- - -,0,0,0,5.06,0,0,0,5.1,25,4,3,3,0,4,0,0,2,0,6,1.12,6.75,1.50,.00,24.0%,16.0%,8.0%,.190,1.50,,,4.70
Mario Gonzalez,829496,last_7,DSL,19.4,DSL Giants Orange,Total,D-GIO,- - -,1,0,0,.00,0,0,0,2.2,13,3,0,0,0,2,0,0,0,0,4,13.50,6.75,2.00,.00,30.8%,15.4%,15.4%,.273,1.88,,,3.95
Anthony Feliz,829497,last_7,DSL,19.6,DSL Cubs Red,Total,D-CUR,- - -,0,0,0,16.88,0,0,0,2.2,16,5,5,5,2,3,0,0,2,0,2,6.75,1.12,.67,6.75,12.5%,18.8%,-6.2%,.385,3.00,,,16.33
Luis  Fonseca,829500,last_7,FCL,24.1,FCL Blue Jays,Total,F-BLU,- - -,0,1,0,2.25,0,0,0,4.0,15,4,1,1,0,0,0,0,0,1,6,13.50,.00,,.00,40.0%,0.0%,40.0%,.267,1.00,,,.93
Alex Gonzalez,829513,last_7,DSL,20.4,DSL Astros Orange,Total,D-ASO,- - -,0,0,0,1.12,0,0,0,2.2,17,2,3,3,0,7,0,0,2,0,2,6.75,23.62,.29,.00,11.8%,41.2%,-29.4%,.200,3.38,,,11.08
Jake Dykhoff,829517,last_7,FCL,27.0,FCL Orioles,Total,F-ORI,- - -,0,1,0,2.25,0,0,0,4.0,18,4,1,1,0,2,0,1,0,0,3,6.75,4.50,1.50,.00,16.7%,11.1%,5.6%,.267,1.50,,,4.68
Cristopher Aranguren,829523,last_7,ACL,20.4,ACL Cubs,Total,A-CUB,- - -,0,0,0,4.50,0,0,0,2.0,8,2,1,1,1,0,0,0,1,0,3,13.50,.00,,4.50,37.5%,0.0%,37.5%,.250,1.00,,,8.55
Chase Jessee,829524,last_7,AA,27.0,Northwest Arkansas Naturals,Total,NWA,- - -,0,0,0,11.57,0,0,0,2.1,11,3,3,3,0,2,0,0,0,1,2,7.71,7.71,1.00,.00,18.2%,18.2%,0.0%,.333,2.14,,,4.08
Shotaro Morii,829679,last_7,A,19.5,Stockton Ports,Total,STK,- - -,1,0,0,9.00,0,0,0,2.0,8,2,2,2,1,0,0,0,0,0,3,13.50,.00,,4.50,37.5%,0.0%,37.5%,.250,1.00,,,7.52
Claudio Estelie,829680,last_7,FCL,22.0,FCL Pirates,Total,F-PIR,- - -,0,0,0,.00,0,0,0,3.1,12,0,0,0,0,2,0,1,0,0,3,8.10,5.40,1.50,.00,25.0%,16.7%,8.3%,.000,.60,,,4.83
Jesus Delgado,829683,last_7,DSL,20.6,DSL Athletics,Total,D-ATH,- - -,0,0,0,.00,0,0,0,2.1,10,2,0,0,0,0,0,0,0,0,4,15.43,.00,,.00,40.0%,0.0%,40.0%,.200,.86,,,1.28
Lionel Prevosti,829684,last_7,DSL,19.2,DSL Braves,Total,D-BRV,- - -,1,0,1,16.88,0,0,0,2.2,15,4,5,5,0,3,0,0,0,1,1,3.38,1.12,.33,.00,6.7%,20.0%,-13.3%,.333,2.62,,,7.33
Fernando Figuera,829686,last_7,DSL,20.1,DSL Pirates Gold,Total,D-PIG,- - -,0,0,0,.00,0,0,0,1.1,6,1,0,0,0,1,0,0,0,0,0,.00,6.75,.00,.00,0.0%,16.7%,-16.7%,.200,1.50,,,6.95
Manuel Ruiz,829687,last_7,DSL,20.2,DSL Nationals,Total,D-NAT,- - -,0,0,0,.00,0,0,0,1.1,5,0,0,0,0,0,0,1,0,0,2,13.50,.00,,.00,40.0%,0.0%,40.0%,.000,.00,,,3.95
Jose Sequera,829689,last_7,DSL,19.8,DSL Pirates Gold,Total,D-PIG,- - -,1,0,0,27.00,0,0,0,0.2,5,1,2,2,0,2,0,0,1,0,1,13.50,27.00,.50,.00,20.0%,40.0%,-20.0%,.333,4.50,,,1.70
Jesus Carrasco,829690,last_7,DSL,20.0,DSL Nationals,Total,D-NAT,- - -,0,1,0,.00,0,0,0,2.0,8,2,0,0,0,1,0,1,1,0,2,9.00,4.50,2.00,.00,25.0%,12.5%,12.5%,.333,1.50,,,5.70
Yangel Martinez,829697,last_7,DSL,18.8,DSL Braves,Total,D-BRV,- - -,0,0,0,6.75,0,0,0,1.1,8,0,1,1,0,4,0,0,1,1,0,.00,27.00,.00,.00,0.0%,50.0%,-50.0%,.000,3.00,,,13.70
Yoslaniel Hernandez,829701,last_7,DSL,18.8,DSL Pirates Gold,Total,D-PIG,- - -,1,0,1,9.00,0,0,0,2.0,12,1,2,2,0,6,0,0,3,0,4,18.00,27.00,.67,.00,33.3%,50.0%,-16.7%,.167,3.50,,,9.70
Leudy Reyes,829707,last_7,DSL,18.7,DSL Pirates Black,Total,D-PIB,- - -,0,1,0,.00,0,0,1,2.2,12,0,0,0,0,3,0,1,1,0,4,13.50,1.12,1.33,.00,33.3%,25.0%,8.3%,.000,1.12,,,6.20
Isaac Prince,829708,last_7,DSL,18.7,DSL Miami,Total,D-MIA,- - -,0,0,0,.00,0,0,0,4.2,19,4,0,0,0,2,0,0,0,0,7,13.50,3.86,3.50,.00,36.8%,10.5%,26.3%,.235,1.29,,,2.99
Edwin Mendoza,829710,last_7,DSL,18.6,DSL Athletics,Total,D-ATH,- - -,0,0,0,9.00,0,0,0,1.0,6,2,1,1,0,0,0,1,0,0,2,18.00,.00,,.00,33.3%,0.0%,33.3%,.400,2.00,,,3.70
Keivan Vasquez,829713,last_7,DSL,18.7,DSL Arizona Black,Total,D-ARB,- - -,1,0,0,15.43,0,0,0,2.1,13,4,4,4,0,4,0,0,0,0,1,3.86,15.43,.25,.00,7.7%,30.8%,-23.1%,.444,3.43,,,8.99
Jhondel Salas,829722,last_7,DSL,18.6,DSL Nationals,Total,D-NAT,- - -,0,0,0,1.80,0,0,0,1.2,12,4,7,2,2,1,0,1,0,0,4,21.60,5.40,4.00,1.80,33.3%,8.3%,25.0%,.400,3.00,,,19.10
Robinson Smith,829723,last_7,FCL,18.5,FCL Pirates,Total,F-PIR,- - -,1,0,0,.00,0,0,0,4.0,16,2,0,0,0,2,0,1,0,0,4,9.00,4.50,2.00,.00,25.0%,12.5%,12.5%,.154,1.00,,,4.18
Yobanny Sanchez,829727,last_7,DSL,18.5,DSL Mets Orange,Total,D-MEO,- - -,1,0,1,13.50,0,0,0,2.0,9,1,3,3,1,1,0,1,1,0,2,9.00,4.50,2.00,4.50,22.2%,11.1%,11.1%,.143,1.00,,,12.20
Santiago Linares,829728,last_7,DSL,18.5,DSL Miami,Total,D-MIA,- - -,1,0,0,6.00,0,0,0,3.0,13,3,2,2,0,1,0,0,0,0,2,6.00,3.00,2.00,.00,15.4%,7.7%,7.7%,.250,1.33,,,4.37
Yhosneiber Torres,829757,last_7,DSL,18.1,DSL Pirates Black,Total,D-PIB,- - -,1,0,0,.00,0,0,0,2.0,11,1,0,0,0,3,0,1,0,0,3,13.50,13.50,1.00,.00,27.3%,27.3%,0.0%,.143,2.00,,,7.70
Adrian Pena,829763,last_7,DSL,18.1,DSL Marlins,Total,D-MRL,- - -,1,0,1,16.20,0,0,0,1.2,9,1,3,3,0,4,0,0,0,1,2,1.80,21.60,.50,.00,22.2%,44.4%,-22.2%,.200,3.00,,,9.50
Santiago Castellanos,829764,last_7,FCL,17.9,FCL Twins,Total,F-TWI,- - -,1,0,0,9.00,0,0,0,1.0,4,0,1,1,0,2,0,0,0,0,1,9.00,18.00,.50,.00,25.0%,50.0%,-25.0%,.000,2.00,,,7.93
Julio M Rossi,829772,last_7,DSL,17.9,DSL CLE Mendoza,Total,D-CLM,- - -,1,0,0,11.57,0,0,0,2.1,13,3,3,3,1,3,0,0,2,0,5,19.29,11.57,1.67,3.86,38.5%,23.1%,15.4%,.300,2.57,,,9.85
Santiago Martinez,829775,last_7,DSL,17.9,DSL Brewers Gold,Total,D-BWG,- - -,1,0,0,.00,0,0,0,5.0,17,1,0,0,0,1,0,0,0,0,7,12.60,1.80,7.00,.00,41.2%,5.9%,35.3%,.062,.40,,,2.50
Juan Quinones,829778,last_7,DSL,18.6,DSL Twins,Total,D-TWI,- - -,0,0,0,.00,0,0,0,4.0,19,5,1,0,0,3,0,0,0,0,5,11.25,6.75,1.67,.00,26.3%,15.8%,10.5%,.312,2.00,,,4.45
Randy Baron,829779,last_7,DSL,18.4,DSL CLE Goryl,Total,D-CLG,- - -,1,0,0,9.00,0,0,0,3.0,16,4,4,3,0,4,0,1,0,0,3,9.00,12.00,.75,.00,18.8%,25.0%,-6.2%,.364,2.67,,,7.70
Keyner Cedeno,829780,last_7,DSL,18.7,DSL Miami,Total,D-MIA,- - -,1,0,1,22.50,0,0,0,4.0,27,10,12,10,1,4,0,0,4,0,5,11.25,9.00,1.25,2.25,18.5%,14.8%,3.7%,.435,3.50,,,8.45
Josh Perez,829789,last_7,DSL,18.4,DSL CLE Mendoza,Total,D-CLM,- - -,1,0,1,1.12,0,0,0,2.2,16,3,3,3,0,3,0,1,0,0,1,3.38,1.12,.33,.00,6.2%,18.8%,-12.5%,.250,2.25,,,8.45
Jose Padilla,829797,last_7,DSL,17.9,DSL Mets Orange,Total,D-MEO,- - -,0,0,0,.00,0,0,1,1.0,5,0,1,0,0,2,0,0,1,0,0,.00,18.00,.00,.00,0.0%,40.0%,-40.0%,.000,2.00,,,1.70
Jhordari Jimenez,829799,last_7,DSL,17.9,DSL CLE Goryl,Total,D-CLG,- - -,1,0,0,5.40,0,0,0,3.1,15,3,3,2,1,2,0,2,0,0,3,8.10,5.40,1.50,2.70,20.0%,13.3%,6.7%,.273,1.50,,,1.40
Chaily Ramirez,829807,last_7,ACL,21.4,ACL Cubs,Total,A-CUB,- - -,0,1,0,15.00,0,0,0,3.0,16,6,5,5,0,2,0,0,0,0,3,9.00,6.00,1.50,.00,18.8%,12.5%,6.2%,.429,2.67,,,5.05
Raymond Sarmiento,829808,last_7,DSL,18.3,DSL Brewers Gold,Total,D-BWG,- - -,1,0,0,4.50,0,0,0,4.0,20,7,2,2,1,2,0,0,0,0,2,4.50,4.50,1.00,2.25,10.0%,10.0%,0.0%,.389,2.25,,,8.45
Abraham Utrera,829810,last_7,DSL,21.8,DSL Giants Orange,Total,D-GIO,- - -,0,0,0,5.79,0,0,0,4.2,19,3,3,3,0,2,0,0,0,1,9,17.36,3.86,4.50,.00,47.4%,10.5%,36.8%,.176,1.07,,,2.13
Salvador Burgos,829817,last_7,DSL,20.1,DSL Cubs Blue,Total,D-CUB,- - -,0,0,0,6.00,0,0,0,3.0,12,2,2,2,0,1,0,0,0,0,1,3.00,3.00,1.00,.00,8.3%,8.3%,0.0%,.182,1.00,,,5.04
Wilmer Almonte,829819,last_7,DSL,18.5,DSL Braves,Total,D-BRV,- - -,0,0,0,18.00,0,0,0,3.0,21,6,9,6,0,4,0,1,3,0,3,9.00,12.00,.75,.00,14.3%,19.0%,-4.8%,.375,3.33,,,7.70
Darwin Ramos,829825,last_7,DSL,19.2,DSL Mariners,Total,D-MRN,- - -,0,0,0,.00,0,0,0,2.1,9,1,0,0,0,3,0,0,0,0,0,.00,11.57,.00,.00,0.0%,33.3%,-33.3%,.167,1.71,,,8.56
Frankelly Desis,829826,last_7,DSL,19.6,DSL Cubs Blue,Total,D-CUB,- - -,0,1,0,4.91,0,0,0,3.2,18,3,3,2,0,4,0,0,3,0,3,7.36,9.82,.75,.00,16.7%,22.2%,-5.6%,.214,1.91,,,6.34
Miguel Liendo,829832,last_7,DSL,18.5,DSL Angels,Total,D-ANG,- - -,0,0,0,5.40,0,0,0,3.1,18,4,2,2,0,4,0,0,1,0,2,5.40,1.80,.50,.00,11.1%,22.2%,-11.1%,.286,2.40,,,7.10
Christopher Quiroz,829833,last_7,DSL,18.5,DSL Mariners,Total,D-MRN,- - -,0,0,0,13.50,0,0,0,2.0,14,3,3,3,0,3,0,2,0,1,4,18.00,13.50,1.33,.00,28.6%,21.4%,7.1%,.333,3.00,,,8.20
Yerlin Burgos,829839,last_7,DSL,18.1,DSL Athletics,Total,D-ATH,- - -,0,1,0,.00,0,0,0,1.1,8,2,1,0,0,1,0,0,0,0,3,2.25,6.75,3.00,.00,37.5%,12.5%,25.0%,.286,2.25,,,2.45
Jose D. Gonzalez,829842,last_7,DSL,20.3,DSL Giants Orange,Total,D-GIO,- - -,1,0,0,.00,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,9.00,.00,,.00,33.3%,0.0%,33.3%,.000,.00,,,2.70
Amilkar Romero,829846,last_7,DSL,18.6,DSL Cubs Blue,Total,D-CUB,- - -,0,0,0,4.50,0,0,0,2.0,12,3,1,1,0,1,0,2,1,0,0,.00,4.50,.00,.00,0.0%,8.3%,-8.3%,.333,2.00,,,9.20
Wilner Berroteran,829848,last_7,DSL,18.6,DSL Angels,Total,D-ANG,- - -,1,0,0,.00,0,0,0,4.0,14,0,0,0,0,2,0,0,0,0,2,4.50,4.50,1.00,.00,14.3%,14.3%,0.0%,.000,.50,,,5.20
Freddy Hernandez,829852,last_7,DSL,18.4,DSL Angels,Total,D-ANG,- - -,1,0,1,13.50,0,0,0,3.1,17,6,5,5,1,3,0,0,0,0,2,5.40,8.10,.67,2.70,11.8%,17.6%,-5.9%,.429,2.70,,,1.10
Olmedo Barria,829853,last_7,DSL,19.5,DSL Mets Orange,Total,D-MEO,- - -,0,0,0,1.80,0,0,0,5.0,19,0,1,1,0,1,0,2,0,0,6,1.80,1.80,6.00,.00,31.6%,5.3%,26.3%,.000,.20,,,4.10
Henry Alcantara,829856,last_7,DSL,18.5,DSL Mariners,Total,D-MRN,- - -,1,0,0,21.60,0,0,0,1.2,12,3,5,4,0,3,0,1,1,0,0,.00,16.20,.00,.00,0.0%,25.0%,-25.0%,.375,3.60,,,11.90
Juan Jordan,829858,last_7,DSL,18.7,DSL Angels,Total,D-ANG,- - -,0,0,0,3.86,0,0,0,2.1,14,3,4,1,0,4,0,0,1,0,0,.00,15.43,.00,.00,0.0%,28.6%,-28.6%,.300,3.00,,,9.85
Cesar Maiz,829862,last_7,ACL,18.0,ACL Reds,Total,A-RED,- - -,1,0,1,8.10,0,0,0,3.1,15,3,3,3,1,3,0,1,1,1,1,2.70,8.10,.33,2.70,6.7%,20.0%,-13.3%,.273,1.80,,,11.95
