Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wBsR,GB%,LD%,FB%,IFFB%,HR/FB,GB/FB,Oppo%,Pull%,Cent%,Balls,Strikes,Pitches,SwStr%,Age,MaxAge,Season,PlayerName,TeamName,AffId,AffAbbName,aLevel,playerids,minormasterid
"<a href=""statss.aspx?playerid=10028&position=C"">Christian Bethancourt</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=5&players=0"">Blue Jays (AAA)</a>",28.0,94.0,106.0,13.0,7.0,2.0,0.0,4.0,7.0,14.0,7.0,0.0,26.0,1.0,2.0,2.0,6.0,2.0,0.0,0.138297872,0.066037735,0.245283018,0.269230769,0.201923076,0.287234042,0.489157118,0.14893617,3.8050900319369543,0.136363636,3.410484140149566,-10.525755460032013,0.2209202887920233,27.464273538032323,0.2791156955063343,0.405797101,0.188405797,0.405797101,0.285714285,0.142857142,1.0,0.30985915,0.46478873,0.22535211,125.0,267.0,392.0,0.20153061,33,33,2025,Christian Bethancourt,TOR (AAA),14.0,TOR,AAA,10028,sa503218
"<a href=""statss.aspx?playerid=10059&position=C"">Max Stassi</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=9&players=0"">Giants (AAA)</a>",20.0,68.0,84.0,18.0,12.0,5.0,0.0,1.0,8.0,18.0,13.0,0.0,18.0,3.0,0.0,0.0,3.0,1.0,0.0,0.264705882,0.154761904,0.214285714,0.722222222,0.404761904,0.382352941,0.787114845,0.117647059,3.1334776313943,0.346938775,13.331732231020002,1.2657997783413217,0.37376203423454646,121.32582842748108,0.014361301437020302,0.469387755,0.204081632,0.326530612,0.125,0.0625,1.4375,0.36,0.48,0.16,133.0,185.0,318.0,0.11320755,34,34,2025,Max Stassi,SFG (AAA),30.0,SFG,AAA,10059,sa501262
"<a href=""statss.aspx?playerid=10200&position=C"">Tucker Barnhart</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=13&players=0"">Rangers (AAA)</a>",28.0,94.0,116.0,22.0,14.0,6.0,0.0,2.0,15.0,13.0,17.0,0.0,20.0,3.0,1.0,1.0,2.0,0.0,1.0,0.234042553,0.146551724,0.172413793,0.85,0.365217391,0.361702127,0.726919518,0.127659574,2.2123934458569017,0.273972602,15.176980284447161,-1.485497864490065,0.3427868749784387,94.24493216024933,-0.7307264553382993,0.405405405,0.216216216,0.378378378,0.214285714,0.071428571,1.071428571,0.21052632,0.40789474,0.38157895,192.0,249.0,441.0,0.0952381,34,34,2025,Tucker Barnhart,TEX (AAA),13.0,TEX,AAA,10200,sa501601
"<a href=""statss.aspx?playerid=10323&position=OF"">Rafael Ortega</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=27&players=0"">Mets (AAA)</a>",7.0,22.0,22.0,6.0,3.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.272727272,0.0,0.181818181,0.0,0.272727272,0.59090909,0.863636362,0.318181818,5.415910877860033,0.25,3.3933743683912656,0.5009472815611269,0.3666030927137895,114.61702481504041,0.1758231408894062,0.333333333,0.222222222,0.444444444,0.5,0.25,0.75,0.16666667,0.66666667,0.16666667,21.0,53.0,74.0,0.10810811,34,34,2025,Rafael Ortega,NYM (AAA),25.0,NYM,AAA,10323,sa506292
"<a href=""statss.aspx?playerid=10441&position=1B"">Jon Singleton</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=27&players=0"">Mets (AAA)</a>",55.0,183.0,224.0,39.0,20.0,7.0,0.0,12.0,37.0,42.0,39.0,0.0,60.0,1.0,1.0,0.0,2.0,1.0,0.0,0.213114754,0.174107142,0.267857142,0.65,0.352678571,0.448087431,0.800766002,0.234972677,3.140963962724691,0.241071428,33.62373043973103,4.17356373746052,0.3616642308022295,111.46732064756984,-0.28353723883628845,0.31707317,0.243902439,0.43902439,0.296296296,0.222222222,0.722222222,0.19354839,0.51612903,0.29032258,401.0,528.0,929.0,0.10871905,33,33,2025,Jon Singleton,NYM (AAA),25.0,NYM,AAA,10441,sa501596
"<a href=""statss.aspx?playerid=10642&position=C"">Carlos Pérez</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=10&players=0"">Cubs (AAA)</a>",47.0,159.0,186.0,43.0,14.0,14.0,1.0,14.0,30.0,43.0,19.0,0.0,29.0,4.0,4.0,0.0,2.0,0.0,1.0,0.270440251,0.102150537,0.155913978,0.655172413,0.354838709,0.635220125,0.990058834,0.364779874,3.3300392422689624,0.241666666,36.59974187357242,12.145585594008518,0.41735821705992504,143.15356580468475,-0.7589522935450077,0.276119402,0.231343283,0.492537313,0.318181818,0.212121212,0.56060606,0.20149254,0.59701493,0.20149254,277.0,435.0,712.0,0.08988764,34,34,2025,Carlos Pérez,CHC (AAA),17.0,CHC,AAA,10642,sa503317
"<a href=""statss.aspx?playerid=10681&position=3B"">Gio Urshela</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=19&players=0"">Athletics (AAA)</a>",4.0,14.0,16.0,7.0,4.0,2.0,0.0,1.0,6.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.125,0.25,0.5,0.5625,0.857142857,1.419642857,0.357142857,2.64285714,0.666666666,5.820505067508497,3.522232219379225,0.6016392186284065,245.07841377439314,-0.0397797217592597,0.4,0.4,0.2,0.5,0.5,2.0,0.5,0.2,0.3,26.0,45.0,71.0,0.12676056,33,33,2025,Gio Urshela,OAK (AAA),10.0,OAK,AAA,10681,sa505997
"<a href=""statss.aspx?playerid=10815&position=SS"">Jurickson Profar</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=29&players=0"">Braves (AAA)</a>",5.0,21.0,25.0,9.0,6.0,1.0,0.0,2.0,2.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.428571428,0.12,0.04,3.0,0.48,0.761904761,1.241904761,0.333333333,0.14285714,0.368421052,7.1033455857653784,3.8164966234584012,0.521618127822876,219.19844391083205,-0.0725305862724781,0.3,0.3,0.4,0.0,0.25,0.75,0.28571429,0.47619048,0.23809524,32.0,52.0,84.0,0.04761905,32,32,2025,Jurickson Profar,ATL (AAA),16.0,ATL,AAA,10815,sa549315
"<a href=""statss.aspx?playerid=11339&position=OF"">Jake Marisnick</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=29&players=0"">Braves (AAA)</a>",12.0,41.0,45.0,4.0,2.0,1.0,0.0,1.0,5.0,1.0,3.0,0.0,13.0,1.0,0.0,0.0,2.0,1.0,0.0,0.097560975,0.066666666,0.288888888,0.23076923,0.177777777,0.195121951,0.372899728,0.097560976,6.1135848551228005,0.111111111,-0.08672347593867646,-6.0030516080912335,0.18022220134735106,1.4769947930535798,0.15164627879858017,0.518518518,0.185185185,0.296296296,0.375,0.125,1.75,0.31034483,0.44827586,0.24137931,57.0,103.0,160.0,0.16875,34,34,2025,Jake Marisnick,ATL (AAA),16.0,ATL,AAA,11339,sa501252
"<a href=""statss.aspx?playerid=11368&position=C"">Yasmani Grandal</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=28&players=0"">Red Sox (AAA)</a>",23.0,78.0,94.0,20.0,13.0,5.0,0.0,2.0,8.0,16.0,13.0,0.0,15.0,2.0,1.0,0.0,3.0,0.0,0.0,0.256410256,0.138297872,0.159574468,0.866666666,0.372340425,0.397435897,0.769776322,0.141025641,0.72753455875,0.29032258,13.703455381860673,1.3449032835864427,0.35650321143738767,110.53431503159426,-0.22565071284770966,0.412698412,0.206349206,0.38095238,0.25,0.083333333,1.083333333,0.125,0.59375,0.28125,158.0,225.0,383.0,0.05744125,36,36,2025,Yasmani Grandal,BOS (AAA),3.0,BOS,AAA,11368,sa392198
"<a href=""statss.aspx?playerid=11442&position=C"">Gary Sánchez</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=26&players=0"">Orioles (AAA)</a>",7.0,22.0,24.0,8.0,4.0,1.0,0.0,3.0,6.0,8.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.363636363,0.041666666,0.25,0.166666666,0.416666666,0.818181818,1.234848484,0.454545455,2.64285714,0.384615384,6.8038030418306175,3.648428038015921,0.5208519051472346,219.42945582811078,-0.04835372418165207,0.466666666,0.2,0.333333333,0.2,0.6,1.4,0.0625,0.75,0.1875,25.0,56.0,81.0,0.13580247,32,32,2025,Gary Sánchez,BAL (AAA),2.0,BAL,AAA,11442,sa549555
"<a href=""statss.aspx?playerid=11445&position=1B/OF"">Mark Canha</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=15&players=0"">Royals (AAA)</a>",3.0,10.0,13.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.23076923,0.307692307,0.75,0.384615384,0.2,0.584615384,0.0,2.64285714,0.333333333,1.4082915615585307,-0.30086989884109705,0.3118074031976553,79.72506770162593,-0.040294770151376724,0.333333333,0.166666666,0.5,0.0,0.0,0.666666666,0.33333333,0.33333333,0.33333333,22.0,33.0,55.0,0.07272727,36,36,2025,Mark Canha,KCR (AAA),7.0,KCR,AAA,11445,sa526811
"<a href=""statss.aspx?playerid=11472&position=SS"">Dixon Machado</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=10&players=0"">Cubs (AAA)</a>",41.0,125.0,155.0,28.0,21.0,5.0,0.0,2.0,16.0,14.0,25.0,0.0,34.0,0.0,2.0,3.0,5.0,2.0,2.0,0.224,0.161290322,0.219354838,0.735294117,0.34868421,0.312,0.66068421,0.088,2.532652276260193,0.285714285,17.47257599518419,-2.905887571119062,0.3170539650477861,79.18564642670306,-0.8922538682818413,0.477272727,0.284090909,0.238636363,0.142857142,0.095238095,2.0,0.2173913,0.51086957,0.27173913,271.0,364.0,635.0,0.07874016,33,33,2025,Dixon Machado,CHC (AAA),17.0,CHC,AAA,11472,sa505035
"<a href=""statss.aspx?playerid=11602&position=2B"">Yolmer Sánchez</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=8&players=0"">Angels (AAA)</a>",61.0,215.0,252.0,53.0,38.0,11.0,2.0,2.0,34.0,15.0,31.0,0.0,62.0,3.0,2.0,1.0,8.0,2.0,1.0,0.246511627,0.123015873,0.246031746,0.5,0.346613545,0.344186046,0.690799591,0.097674419,5.052826460078925,0.333333333,28.886027318168438,-7.311770039867604,0.3247752683571135,78.48715991677383,-0.5826646871864796,0.470967741,0.232258064,0.296774193,0.173913043,0.04347826,1.586956521,0.28846154,0.42948718,0.28205128,388.0,628.0,1016.0,0.12007874,33,33,2025,Yolmer Sánchez,LAA (AAA),1.0,LAA,AAA,11602,sa507106
"<a href=""statss.aspx?playerid=11615&position=3B"">Brandon Drury</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=21&players=0"">White Sox (AAA)</a>",10.0,39.0,47.0,7.0,5.0,1.0,0.0,1.0,5.0,3.0,7.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.179487179,0.14893617,0.212765957,0.7,0.319148936,0.282051282,0.601200218,0.102564103,1.4409340587500001,0.214285714,4.39348359444676,-1.7857924546903554,0.29408277349269135,63.93306493618096,-0.10476640239357948,0.357142857,0.285714285,0.357142857,0.4,0.1,1.0,0.37931034,0.37931034,0.24137931,84.0,123.0,207.0,0.0821256,32,32,2025,Brandon Drury,CHW (AAA),4.0,CHW,AAA,11615,sa549169
"<a href=""statss.aspx?playerid=12005&position=OF"">Nick Martini</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=19&players=0"">Athletics (AAA)</a>",14.0,52.0,70.0,15.0,9.0,2.0,1.0,3.0,16.0,13.0,11.0,0.0,11.0,4.0,3.0,0.0,1.0,0.0,0.0,0.288461538,0.157142857,0.157142857,1.0,0.428571428,0.538461538,0.967032966,0.25,5.14285714,0.292682926,14.122675766398835,4.067732055833269,0.421590256690979,132.21691426844222,-0.1591188870370388,0.309523809,0.19047619,0.5,0.047619047,0.142857142,0.619047619,0.34090909,0.43181818,0.22727273,117.0,152.0,269.0,0.05204461,35,35,2025,Nick Martini,OAK (AAA),10.0,OAK,AAA,12005,sa578044
"<a href=""statss.aspx?playerid=12092&position=3B/SS"">Niko Goodrum</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=27&players=0"">Mets (AAA)</a>",12.0,35.0,46.0,8.0,4.0,3.0,0.0,1.0,6.0,3.0,8.0,0.0,12.0,2.0,1.0,0.0,0.0,2.0,2.0,0.228571428,0.173913043,0.260869565,0.666666666,0.391304347,0.4,0.791304347,0.171428572,3.9780502308449206,0.304347826,7.1783147853764495,1.1305126947316122,0.3687584788902946,115.99159833910608,-0.6343673393130302,0.434782608,0.260869565,0.304347826,0.0,0.142857142,1.428571428,0.44,0.4,0.16,78.0,126.0,204.0,0.12254902,33,33,2025,Niko Goodrum,NYM (AAA),25.0,NYM,AAA,12092,sa550463
"<a href=""statss.aspx?playerid=12155&position=2B/OF"">Eddie Rosario</a>",- - -,34.0,128.0,152.0,40.0,25.0,11.0,0.0,4.0,24.0,23.0,19.0,2.0,33.0,0.0,5.0,0.0,4.0,9.0,2.0,0.3125,0.125,0.217105263,0.575757575,0.388157894,0.4921875,0.880345394,0.1796875,5.253900844958628,0.375,25.60069133384828,4.777051121431631,0.3831384754180908,126.57078691823165,0.5211669383570552,0.373737373,0.262626262,0.363636363,0.027777777,0.111111111,1.027777777,0.25742574,0.34653465,0.3960396,232.0,385.0,617.0,0.1102107,33,33,2025,Eddie Rosario,- - -,23.0,MIL,AAA,12155,sa548299
"<a href=""statss.aspx?playerid=12160&position=OF"">Ben Gamel</a>",- - -,25.0,85.0,101.0,24.0,14.0,6.0,0.0,4.0,13.0,8.0,14.0,0.0,27.0,2.0,0.0,0.0,1.0,2.0,1.0,0.282352941,0.138613861,0.267326732,0.518518518,0.396039603,0.494117647,0.89015725,0.211764706,3.196042875413042,0.37037037,18.426920556006262,4.795176007327864,0.3973937518525832,135.78651249977605,-0.2911076061427593,0.527272727,0.218181818,0.254545454,0.142857142,0.285714285,2.071428571,0.32758621,0.46551724,0.20689655,181.0,238.0,419.0,0.1097852,33,33,2025,Ben Gamel,- - -,1.0,LAA,AAA,12160,sa548493
"<a href=""statss.aspx?playerid=12180&position=C"">Jorge Alfaro</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=24&players=0"">Brewers (AAA)</a>",57.0,215.0,230.0,47.0,27.0,8.0,1.0,11.0,33.0,36.0,10.0,0.0,87.0,4.0,1.0,0.0,4.0,10.0,0.0,0.218604651,0.04347826,0.378260869,0.114942528,0.265217391,0.418604651,0.683822042,0.2,7.866359928467148,0.305084745,22.867628834551883,-7.371381618672296,0.30117907057637755,78.48041896817935,1.6695829145610332,0.433070866,0.212598425,0.354330708,0.177777777,0.244444444,1.222222222,0.31782946,0.39534884,0.28682171,248.0,595.0,843.0,0.2514828,32,32,2025,Jorge Alfaro,MIL (AAA),23.0,MIL,AAA,12180,sa551307
"<a href=""statss.aspx?playerid=12859&position=C"">James McCann</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=29&players=0"">Braves (AAA)</a>",41.0,148.0,160.0,44.0,27.0,11.0,0.0,6.0,19.0,30.0,9.0,0.0,41.0,0.0,3.0,0.0,4.0,0.0,0.0,0.297297297,0.05625,0.25625,0.219512195,0.33125,0.493243243,0.824493243,0.195945946,1.24658054,0.365384615,23.839349373052134,2.8035160142874864,0.36033950820565225,116.34480081883025,-0.2901223450899124,0.449541284,0.256880733,0.293577981,0.09375,0.1875,1.53125,0.26363636,0.45454545,0.28181818,172.0,400.0,572.0,0.13461538,35,35,2025,James McCann,ATL (AAA),16.0,ATL,AAA,12859,sa577015
"<a href=""statss.aspx?playerid=12977&position=C"">Michael Pérez</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=18&players=0"">Diamondbacks (AAA)</a>",19.0,66.0,74.0,18.0,12.0,4.0,0.0,2.0,4.0,9.0,6.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.272727272,0.081081081,0.256756756,0.315789473,0.351351351,0.424242424,0.775593775,0.151515152,0.14285714,0.355555555,10.261496834102305,-0.36801508849558157,0.3514908358857438,88.76476458989107,-0.13259907253086567,0.361702127,0.191489361,0.44680851,0.285714285,0.095238095,0.809523809,0.10638298,0.5106383,0.38297872,101.0,187.0,288.0,0.08680556,32,32,2025,Michael Pérez,ARI (AAA),15.0,ARI,AAA,12977,sa597838
"<a href=""statss.aspx?playerid=13324&position=2B/SS"">Ildemaro Vargas</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=18&players=0"">Diamondbacks (AAA)</a>",49.0,199.0,221.0,52.0,37.0,8.0,2.0,5.0,27.0,35.0,19.0,0.0,21.0,2.0,1.0,0.0,6.0,4.0,1.0,0.261306532,0.08597285,0.095022624,0.904761904,0.330316742,0.396984924,0.727301666,0.135678392,5.393656558469915,0.270114942,26.220090407091426,-5.524803307694149,0.32923773780667404,74.81568101378225,-0.08984533045440912,0.534090909,0.204545454,0.261363636,0.369565217,0.108695652,2.04347826,0.26111111,0.49444444,0.24444444,325.0,531.0,856.0,0.03971963,33,33,2025,Ildemaro Vargas,ARI (AAA),15.0,ARI,AAA,13324,sa504705
"<a href=""statss.aspx?playerid=13329&position=1B/3B"">Jake Lamb</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=9&players=0"">Giants (AAA)</a>",45.0,150.0,176.0,36.0,23.0,11.0,0.0,2.0,22.0,20.0,21.0,0.0,44.0,5.0,0.0,0.0,2.0,0.0,0.0,0.24,0.119318181,0.25,0.477272727,0.352272727,0.353333333,0.70560606,0.113333333,1.79058440875,0.326923076,21.45867805211768,-3.822323277304318,0.33288403566588054,95.70195275712263,-0.3248677277006209,0.352380952,0.323809523,0.323809523,0.205882352,0.058823529,1.088235294,0.33962264,0.40566038,0.25471698,280.0,429.0,709.0,0.12552891,34,34,2025,Jake Lamb,SFG (AAA),30.0,SFG,AAA,13329,sa503242
"<a href=""statss.aspx?playerid=13338&position=C"">Omar Narváez</a>",- - -,26.0,95.0,112.0,24.0,19.0,3.0,0.0,2.0,10.0,12.0,13.0,0.0,19.0,3.0,1.0,0.0,2.0,0.0,0.0,0.252631578,0.116071428,0.169642857,0.684210526,0.357142857,0.347368421,0.704511278,0.094736843,0.9464285649999999,0.293333333,14.054331923927565,-1.2669880584819124,0.33342386675732477,91.94589037132944,-0.25634138379245996,0.467532467,0.246753246,0.285714285,0.09090909,0.09090909,1.636363636,0.46753247,0.38961039,0.14285714,175.0,270.0,445.0,0.06516854,33,33,2025,Omar Narváez,- - -,4.0,CHW,AAA,13338,sa504967
"<a href=""statss.aspx?playerid=13355&position=C"">Luke Maile</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=15&players=0"">Royals (AAA)</a>",21.0,71.0,87.0,20.0,17.0,2.0,0.0,1.0,9.0,12.0,15.0,0.0,20.0,1.0,0.0,0.0,2.0,2.0,0.0,0.28169014,0.172413793,0.229885057,0.75,0.413793103,0.352112676,0.765905779,0.070422536,3.776587994339315,0.38,13.55420583463455,2.1159714458062733,0.3684543288987258,115.85101354705294,0.1340545229613781,0.408163265,0.265306122,0.326530612,0.125,0.0625,1.25,0.2745098,0.50980392,0.21568627,147.0,202.0,349.0,0.10028653,34,34,2025,Luke Maile,KCR (AAA),7.0,KCR,AAA,13355,sa503535
"<a href=""statss.aspx?playerid=13621&position=3B"">Jeimer Candelario</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=25&players=0"">Reds (AAA)</a>",15.0,57.0,66.0,12.0,7.0,4.0,0.0,1.0,7.0,10.0,6.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.210526315,0.09090909,0.287878787,0.315789473,0.318181818,0.333333333,0.651515151,0.122807018,1.72373949,0.297297297,6.916443609277221,-1.7608376512131967,0.30758798122406006,80.15220663349513,-0.12894326448440552,0.368421052,0.263157894,0.368421052,0.142857142,0.071428571,1.0,0.26315789,0.42105263,0.31578947,110.0,179.0,289.0,0.11072664,31,31,2025,Jeimer Candelario,CIN (AAA),18.0,CIN,AAA,13621,sa596954
"<a href=""statss.aspx?playerid=13663&position=SS"">Jack López</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=17&players=0"">Mariners (AAA)</a>",59.0,197.0,217.0,47.0,37.0,7.0,0.0,3.0,23.0,20.0,10.0,0.0,68.0,2.0,2.0,6.0,4.0,6.0,0.0,0.23857868,0.046082949,0.313364055,0.147058823,0.279620853,0.319796954,0.599417807,0.081218274,5.118045830003782,0.34375,14.944902682912552,-16.225422819840706,0.27392992165416336,51.649163109644945,0.8751322901807725,0.473282442,0.244274809,0.282442748,0.216216216,0.081081081,1.675675675,0.34814815,0.40740741,0.24444444,260.0,562.0,822.0,0.15450122,32,32,2025,Jack López,SEA (AAA),11.0,SEA,AAA,13663,sa598270
"<a href=""statss.aspx?playerid=13755&position=C"">Tomás Nido</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=6&players=0"">Tigers (AAA)</a>",18.0,70.0,74.0,14.0,12.0,1.0,0.0,1.0,7.0,5.0,3.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.04054054,0.283783783,0.142857142,0.232876712,0.257142857,0.490019569,0.057142857,1.86160714,0.270833333,2.7488318177198834,-6.980241110708766,0.2268540565281698,32.36794438888364,-0.12088431045413017,0.428571428,0.244897959,0.326530612,0.25,0.0625,1.3125,0.3,0.42,0.28,74.0,183.0,257.0,0.19844358,31,31,2025,Tomás Nido,DET (AAA),6.0,DET,AAA,13755,sa658115
"<a href=""statss.aspx?playerid=13768&position=OF"">Travis Jankowski</a>",- - -,17.0,65.0,75.0,15.0,12.0,1.0,0.0,2.0,13.0,7.0,10.0,0.0,12.0,0.0,0.0,0.0,2.0,4.0,1.0,0.23076923,0.133333333,0.16,0.833333333,0.333333333,0.338461538,0.671794871,0.107692308,5.790146452057568,0.25490196,8.411304737141664,-1.4492421497792645,0.31636706193288167,81.23027750333416,0.16193202883005142,0.716981132,0.16981132,0.113207547,0.166666666,0.333333333,6.333333333,0.32075472,0.54716981,0.13207547,135.0,196.0,331.0,0.0755287,34,34,2025,Travis Jankowski,- - -,25.0,NYM,AAA,13768,sa577924
"<a href=""statss.aspx?playerid=14109&position=OF"">Albert Almora Jr.</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=2&players=0"">Marlins (AAA)</a>",44.0,146.0,159.0,35.0,26.0,8.0,0.0,1.0,20.0,15.0,9.0,0.0,33.0,2.0,2.0,0.0,4.0,4.0,2.0,0.239726027,0.056603773,0.207547169,0.272727272,0.289308176,0.315068493,0.604376669,0.075342466,4.667535870747211,0.298245614,12.865631531435634,-8.038727868836737,0.27909027180581725,66.93057569932294,-0.4197232760488987,0.451327433,0.28318584,0.265486725,0.1,0.033333333,1.7,0.35652174,0.40869565,0.23478261,205.0,399.0,604.0,0.1192053,31,31,2025,Albert Almora Jr.,MIA (AAA),20.0,MIA,AAA,14109,sa657859
"<a href=""statss.aspx?playerid=14196&position=SS"">Andrew Velazquez</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=4&players=0"">Yankees (AAA)</a>",64.0,203.0,227.0,45.0,35.0,7.0,0.0,3.0,27.0,20.0,20.0,0.0,60.0,0.0,0.0,4.0,1.0,17.0,2.0,0.221674876,0.088105726,0.26431718,0.333333333,0.29147982,0.30049261,0.59197243,0.078817734,6.082019752102902,0.3,18.15029972959209,-11.694288848155255,0.2779461781540259,62.062509732995075,2.035215590149164,0.521428571,0.185714285,0.292857142,0.219512195,0.073170731,1.780487804,0.28965517,0.42758621,0.28275862,292.0,547.0,839.0,0.18951132,30,30,2025,Andrew Velazquez,NYY (AAA),9.0,NYY,AAA,14196,sa658104
"<a href=""statss.aspx?playerid=14366&position=1B/OF"">Joey Meneses</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=27&players=0"">Mets (AAA)</a>",66.0,238.0,257.0,63.0,33.0,25.0,1.0,4.0,22.0,35.0,16.0,1.0,38.0,2.0,1.0,0.0,6.0,1.0,0.0,0.264705882,0.062256809,0.147859922,0.421052631,0.315175097,0.428571428,0.743746525,0.163865546,2.992644678983445,0.299492385,31.889171716292882,-1.8996356162228372,0.33060674043372273,91.66075213106615,-0.202947698533535,0.390862944,0.248730964,0.360406091,0.239436619,0.056338028,1.084507042,0.26865672,0.51243781,0.21890547,327.0,541.0,868.0,0.09447005,33,33,2025,Joey Meneses,NYM (AAA),25.0,NYM,AAA,14366,sa604598
"<a href=""statss.aspx?playerid=14412&position=C"">Joe Hudson</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=14&players=0"">Astros (AAA)</a>",21.0,70.0,80.0,8.0,4.0,1.0,0.0,3.0,7.0,10.0,8.0,0.0,36.0,1.0,0.0,1.0,3.0,0.0,0.0,0.114285714,0.1,0.45,0.222222222,0.215189873,0.257142857,0.47233273,0.142857143,1.4409340587500001,0.161290322,1.7216899411556885,-9.769674299490674,0.22131460905075073,25.754463865038225,-0.08618939714506269,0.40625,0.09375,0.5,0.125,0.1875,0.8125,0.25,0.41666667,0.33333333,125.0,210.0,335.0,0.15223881,34,34,2025,Joe Hudson,HOU (AAA),21.0,HOU,AAA,14412,sa658019
"<a href=""statss.aspx?playerid=14567&position=OF"">Franchy Cordero</a>","<a href=""minorleaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2025&team=22&players=0"">Nationals (AAA)</a>",44.0,150.0,166.0,32.0,22.0,6.0,0.0,4.0,11.0,17.0,15.0,0.0,43.0,1.0,0.0,0.0,4.0,0.0,0.0,0.213333333,0.090361445,0.259036144,0.348837209,0.289156626,0.333333333,0.622489959,0.12,0.53529899625,0.27184466,14.676002999247522,-7.1486741104707985,0.2880335758967572,68.15628103651146,-0.3062402531504631,0.485714285,0.142857142,0.371428571,0.205128205,0.102564102,1.307692307,0.32407407,0.39814815,0.27777778,241.0,422.0,663.0,0.16892911,30,30,2025,Franchy Cordero,WSN (AAA),24.0,WSN,AAA,14567,sa657481
