player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+
Tucker Barnhart,sa501601,last_30,AAA,34,TEX (AAA),Total,- - -,- - -,,,6,19,25,4,3,1,0,0,5,1,5,0,2,1,0,0,0,0,0,.211,20.0%,8.0%,2.50,.400,.263,.663,.053,2.6,.235,-0.1,3,-0.3,.342,94
Tucker Barnhart,sa501601,last_45,AAA,34,TEX (AAA),Total,- - -,- - -,,,6,19,25,4,3,1,0,0,5,1,5,0,2,1,0,0,0,0,0,.211,20.0%,8.0%,2.50,.400,.263,.663,.053,2.6,.235,-0.1,3,-0.3,.342,94
Christian Bethancourt,sa503218,last_30,AAA,33,TOR (AAA),Total,- - -,- - -,,,5,19,19,1,1,0,0,0,0,0,0,0,8,0,0,0,2,0,0,.053,0.0%,42.1%,0.00,.053,.053,.105,.000,0.1,.091,0.0,-2,-4.6,.049,-82
Max Stassi,sa501262,last_15,AAA,34,SFG (AAA),Total,- - -,- - -,,,1,2,4,2,1,1,0,0,0,3,1,0,0,1,0,0,0,0,0,1.000,25.0%,0.0%,1.00,1.000,1.500,2.500,.500,0.1,1.000,0.0,3,2.1,.927,469
Max Stassi,sa501262,last_30,AAA,34,SFG (AAA),Total,- - -,- - -,,,5,15,20,5,4,1,0,0,2,5,4,0,3,1,0,0,0,0,0,.333,20.0%,15.0%,1.33,.500,.400,.900,.067,0.9,.417,-0.1,4,1.4,.437,161
Christian Bethancourt,sa503218,last_7,AAA,33,TOR (AAA),Total,- - -,- - -,,,3,11,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,.000,0.0%,54.5%,0.00,.000,.000,.000,.000,0.1,.000,0.0,-2,-3.1,.000,-100
Christian Bethancourt,sa503218,last_15,AAA,33,TOR (AAA),Total,- - -,- - -,,,5,19,19,1,1,0,0,0,0,0,0,0,8,0,0,0,2,0,0,.053,0.0%,42.1%,0.00,.053,.053,.105,.000,0.1,.091,0.0,-2,-4.6,.049,-82
Tucker Barnhart,sa501601,last_7,AAA,34,TEX (AAA),Total,- - -,- - -,,,3,8,11,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,.000,18.2%,0.0%,2.00,.273,.000,.273,.000,2.6,.000,0.0,0,-1.5,.207,9
Tucker Barnhart,sa501601,last_15,AAA,34,TEX (AAA),Total,- - -,- - -,,,6,19,25,4,3,1,0,0,5,1,5,0,2,1,0,0,0,0,0,.211,20.0%,8.0%,2.50,.400,.263,.663,.053,2.6,.235,-0.1,3,-0.3,.342,94
Christian Bethancourt,sa503218,last_45,AAA,33,TOR (AAA),Total,- - -,- - -,,,11,41,44,5,5,0,0,0,1,2,3,0,13,0,0,0,5,2,0,.122,6.8%,29.5%,0.23,.182,.122,.304,.000,4.4,.179,0.3,-1,-6.8,.155,-14
Max Stassi,sa501262,last_45,AAA,34,SFG (AAA),Total,- - -,- - -,,,6,18,24,8,6,1,0,1,4,9,5,0,3,1,0,0,0,0,0,.444,20.8%,12.5%,1.67,.583,.667,1.250,.222,1.1,.500,-0.1,8,4.2,.552,233
Jon Singleton,sa501596,last_15,AAA,33,NYM (AAA),Total,- - -,- - -,,,8,28,34,4,2,0,0,2,6,6,6,0,9,0,0,0,0,0,0,.143,17.6%,26.5%,0.67,.294,.357,.651,.214,2.6,.118,-0.1,3,-1.0,.303,74
Carlos Pérez,sa503317,last_45,AAA,34,CHC (AAA),Total,- - -,- - -,,,32,108,127,31,9,11,1,10,21,28,15,0,20,1,3,0,1,0,1,.287,11.8%,15.7%,0.75,.370,.685,1.055,.398,3.5,.259,-0.7,27,10.8,.441,158
Jon Singleton,sa501596,last_7,AAA,33,NYM (AAA),Total,- - -,- - -,,,3,11,13,1,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,.091,15.4%,30.8%,0.50,.231,.091,.322,.000,0.1,.143,0.0,0,-1.7,.184,-1
Jon Singleton,sa501596,last_30,AAA,33,NYM (AAA),Total,- - -,- - -,,,19,59,74,12,5,3,0,4,14,15,15,0,16,0,0,0,1,0,0,.203,20.3%,21.6%,0.94,.365,.458,.822,.254,2.2,.205,-0.2,12,2.1,.372,119
Gio Urshela,sa505997,last_45,AAA,33,OAK (AAA),Total,- - -,- - -,,,4,14,16,7,4,2,0,1,6,5,2,0,4,0,0,0,1,0,0,.500,12.5%,25.0%,0.50,.563,.857,1.420,.357,2.6,.667,0.0,6,3.5,.601,245
Gio Urshela,sa505997,last_30,AAA,33,OAK (AAA),Total,- - -,- - -,,,4,14,16,7,4,2,0,1,6,5,2,0,4,0,0,0,1,0,0,.500,12.5%,25.0%,0.50,.563,.857,1.420,.357,2.6,.667,0.0,6,3.5,.601,245
Carlos Pérez,sa503317,last_15,AAA,34,CHC (AAA),Total,- - -,- - -,,,13,45,53,10,3,3,0,4,7,10,6,0,10,1,1,0,0,0,1,.222,11.3%,18.9%,0.60,.321,.556,.876,.333,2.1,.188,-0.5,9,1.6,.375,116
Jon Singleton,sa501596,last_45,AAA,33,NYM (AAA),Total,- - -,- - -,,,30,103,121,18,7,6,0,5,17,24,17,0,34,0,1,0,1,0,0,.175,14.0%,28.1%,0.50,.289,.379,.668,.204,2.0,.200,-0.2,12,-3.6,.304,75
Carlos Pérez,sa503317,last_7,AAA,34,CHC (AAA),Total,- - -,- - -,,,6,20,24,4,2,1,0,1,1,3,3,0,5,0,1,0,0,0,0,.200,12.5%,20.8%,0.60,.292,.400,.692,.200,0.1,.200,0.0,2,-0.7,.306,73
Gio Urshela,sa505997,last_7,AAA,33,OAK (AAA),Total,- - -,- - -,,,4,14,16,7,4,2,0,1,6,5,2,0,4,0,0,0,1,0,0,.500,12.5%,25.0%,0.50,.563,.857,1.420,.357,2.6,.667,0.0,6,3.5,.601,245
Gio Urshela,sa505997,last_15,AAA,33,OAK (AAA),Total,- - -,- - -,,,4,14,16,7,4,2,0,1,6,5,2,0,4,0,0,0,1,0,0,.500,12.5%,25.0%,0.50,.563,.857,1.420,.357,2.6,.667,0.0,6,3.5,.601,245
Carlos Pérez,sa503317,last_30,AAA,34,CHC (AAA),Total,- - -,- - -,,,23,82,93,19,7,5,0,7,12,19,7,0,18,1,3,0,1,0,1,.232,7.5%,19.4%,0.39,.290,.549,.839,.317,2.0,.200,-0.6,13,1.1,.354,103
Yasmani Grandal,sa392198,last_45,AAA,36,BOS (AAA),Total,- - -,- - -,,,15,50,61,13,10,2,0,1,4,11,8,0,10,2,1,0,1,0,0,.260,13.1%,16.4%,0.80,.377,.360,.737,.100,0.5,.300,-0.2,8,0.5,.348,105
Yasmani Grandal,sa392198,last_30,AAA,36,BOS (AAA),Total,- - -,- - -,,,8,26,30,8,7,1,0,0,1,5,4,0,4,0,0,0,1,0,0,.308,13.3%,13.3%,1.00,.400,.346,.746,.038,0.1,.364,-0.1,4,0.4,.356,111
Gary Sánchez,sa549555,last_30,AAA,32,BAL (AAA),Total,- - -,- - -,,,7,22,24,8,4,1,0,3,6,8,1,0,6,1,0,0,0,0,0,.364,4.2%,25.0%,0.17,.417,.818,1.235,.455,2.6,.385,0.0,7,3.7,.521,220
Gary Sánchez,sa549555,last_45,AAA,32,BAL (AAA),Total,- - -,- - -,,,7,22,24,8,4,1,0,3,6,8,1,0,6,1,0,0,0,0,0,.364,4.2%,25.0%,0.17,.417,.818,1.235,.455,2.6,.385,0.0,7,3.7,.521,220
Gary Sánchez,sa549555,last_15,AAA,32,BAL (AAA),Total,- - -,- - -,,,7,22,24,8,4,1,0,3,6,8,1,0,6,1,0,0,0,0,0,.364,4.2%,25.0%,0.17,.417,.818,1.235,.455,2.6,.385,0.0,7,3.7,.521,220
Gary Sánchez,sa549555,last_7,AAA,32,BAL (AAA),Total,- - -,- - -,,,2,5,6,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,.200,16.7%,16.7%,1.00,.333,.200,.533,.000,2.6,.250,0.0,0,-0.3,.276,64
Dixon Machado,sa505035,last_45,AAA,33,CHC (AAA),Total,- - -,- - -,,,25,73,94,17,13,2,0,2,11,7,18,0,20,0,1,2,4,1,0,.233,19.1%,21.3%,0.90,.380,.342,.723,.110,3.2,.288,-0.1,13,0.6,.346,98
Dixon Machado,sa505035,last_30,AAA,33,CHC (AAA),Total,- - -,- - -,,,18,52,67,11,8,1,0,2,7,5,13,0,12,0,1,1,4,1,0,.212,19.4%,17.9%,1.08,.364,.346,.710,.135,3.3,.231,0.0,9,-0.1,.337,92
Dixon Machado,sa505035,last_7,AAA,33,CHC (AAA),Total,- - -,- - -,,,7,23,26,7,5,0,0,2,4,3,3,0,4,0,0,0,1,0,0,.304,11.5%,15.4%,0.75,.385,.565,.950,.261,1.1,.294,-0.1,5,1.7,.417,143
Dixon Machado,sa505035,last_15,AAA,33,CHC (AAA),Total,- - -,- - -,,,12,36,45,10,7,1,0,2,7,4,9,0,7,0,0,0,2,1,0,.278,20.0%,15.6%,1.29,.422,.472,.894,.194,4.1,.296,0.1,9,2.6,.409,138
Yolmer Sánchez,sa507106,last_15,AAA,33,LAA (AAA),Total,- - -,- - -,,,7,22,28,5,3,1,1,0,3,2,5,0,5,0,1,0,2,0,0,.227,17.9%,17.9%,1.00,.357,.364,.721,.136,3.9,.278,-0.1,3,-0.6,.333,84
Yolmer Sánchez,sa507106,last_30,AAA,33,LAA (AAA),Total,- - -,- - -,,,16,58,67,17,8,5,2,2,10,7,8,0,15,0,1,0,3,0,0,.293,11.9%,22.4%,0.53,.373,.552,.925,.259,4.2,.357,-0.1,12,2.4,.397,124
Yolmer Sánchez,sa507106,last_7,AAA,33,LAA (AAA),Total,- - -,- - -,,,3,10,11,3,2,1,0,0,0,1,1,0,5,0,0,0,0,0,0,.300,9.1%,45.5%,0.20,.364,.400,.764,.100,0.1,.600,0.0,2,-0.1,.350,95
Yolmer Sánchez,sa507106,last_45,AAA,33,LAA (AAA),Total,- - -,- - -,,,27,96,114,25,15,6,2,2,17,9,17,0,29,0,1,0,4,1,1,.260,14.9%,25.4%,0.59,.368,.427,.796,.167,5.5,.348,-0.5,17,0.4,.360,101
Nick Martini,sa578044,last_45,AAA,35,OAK (AAA),Total,- - -,- - -,,,10,39,52,13,8,1,1,3,14,12,7,0,9,4,2,0,0,0,0,.333,13.5%,17.3%,0.78,.462,.641,1.103,.308,5.1,.345,-0.1,13,5.2,.467,161
Nick Martini,sa578044,last_30,AAA,35,OAK (AAA),Total,- - -,- - -,,,10,39,52,13,8,1,1,3,14,12,7,0,9,4,2,0,0,0,0,.333,13.5%,17.3%,0.78,.462,.641,1.103,.308,5.1,.345,-0.1,13,5.2,.467,161
Nick Martini,sa578044,last_15,AAA,35,OAK (AAA),Total,- - -,- - -,,,10,39,52,13,8,1,1,3,14,12,7,0,9,4,2,0,0,0,0,.333,13.5%,17.3%,0.78,.462,.641,1.103,.308,5.1,.345,-0.1,13,5.2,.467,161
Nick Martini,sa578044,last_7,AAA,35,OAK (AAA),Total,- - -,- - -,,,6,23,30,6,3,0,1,2,9,6,3,0,6,3,1,0,0,0,0,.261,10.0%,20.0%,0.50,.400,.609,1.009,.348,5.1,.250,-0.1,6,1.8,.425,134
Eddie Rosario,sa548299,last_45,AAA,33,- - -,Total,- - -,- - -,,,20,69,83,20,13,5,0,2,13,11,11,0,17,0,3,0,1,6,1,.290,13.3%,20.5%,0.65,.373,.449,.823,.159,5.7,.340,0.5,13,2.0,.368,121
Eddie Rosario,sa548299,last_7,AAA,33,- - -,Total,- - -,- - -,,,2,6,9,1,1,0,0,0,2,1,2,0,2,0,1,0,0,1,0,.167,22.2%,22.2%,1.00,.333,.167,.500,.000,7.1,.200,0.2,1,-0.5,.266,57
Eddie Rosario,sa548299,last_15,AAA,33,- - -,Total,- - -,- - -,,,8,23,31,5,4,1,0,0,2,3,5,0,5,0,3,0,1,1,0,.217,16.1%,16.1%,1.00,.323,.261,.583,.043,4.1,.238,0.1,3,-1.5,.279,65
Ben Gamel,sa548493,last_30,AAA,33,- - -,Total,- - -,- - -,,,5,15,19,5,2,1,0,2,5,2,4,0,3,0,0,0,0,0,0,.333,21.1%,15.8%,1.33,.474,.800,1.274,.467,2.2,.300,0.0,6,2.8,.523,203
Ben Gamel,sa548493,last_45,AAA,33,- - -,Total,- - -,- - -,,,5,15,19,5,2,1,0,2,5,2,4,0,3,0,0,0,0,0,0,.333,21.1%,15.8%,1.33,.474,.800,1.274,.467,2.2,.300,0.0,6,2.8,.523,203
Ben Gamel,sa548493,last_15,AAA,33,- - -,Total,- - -,- - -,,,5,15,19,5,2,1,0,2,5,2,4,0,3,0,0,0,0,0,0,.333,21.1%,15.8%,1.33,.474,.800,1.274,.467,2.2,.300,0.0,6,2.8,.523,203
Eddie Rosario,sa548299,last_30,AAA,33,- - -,Total,- - -,- - -,,,18,62,75,18,12,5,0,1,11,9,10,0,15,0,3,0,1,5,1,.290,13.3%,20.0%,0.67,.373,.419,.793,.129,5.5,.347,0.4,11,1.2,.358,115
Ben Gamel,sa548493,last_7,AAA,33,- - -,Total,- - -,- - -,,,4,12,16,5,2,1,0,2,5,2,4,0,2,0,0,0,0,0,0,.417,25.0%,12.5%,2.00,.563,1.000,1.563,.583,2.2,.375,0.0,6,3.8,.621,264
Jorge Alfaro,sa551307,last_45,AAA,32,MIL (AAA),Total,- - -,- - -,,,28,102,110,20,10,6,0,4,15,17,6,0,44,2,0,0,3,2,0,.196,5.5%,40.0%,0.14,.255,.373,.627,.176,5.6,.296,0.3,9,-5.3,.281,66
Jorge Alfaro,sa551307,last_7,AAA,32,MIL (AAA),Total,- - -,- - -,,,2,9,9,2,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,.222,0.0%,44.4%,0.00,.222,.444,.667,.222,2.6,.400,0.0,1,-0.4,.285,68
Jorge Alfaro,sa551307,last_30,AAA,32,MIL (AAA),Total,- - -,- - -,,,18,63,68,11,4,4,0,3,9,10,5,0,29,0,0,0,1,1,0,.175,7.4%,42.6%,0.17,.235,.381,.616,.206,5.2,.258,0.1,5,-3.8,.273,61
James McCann,sa577015,last_45,AAA,35,ATL (AAA),Total,- - -,- - -,,,26,93,99,27,15,7,0,5,14,23,4,0,27,0,2,0,3,0,0,.290,4.0%,27.3%,0.15,.313,.527,.840,.237,1.7,.349,-0.2,15,1.9,.362,118
James McCann,sa577015,last_15,AAA,35,ATL (AAA),Total,- - -,- - -,,,10,32,35,7,4,2,0,1,3,6,2,0,14,0,1,0,1,0,0,.219,5.7%,40.0%,0.14,.257,.375,.632,.156,1.1,.333,0.0,3,-1.8,.278,64
James McCann,sa577015,last_30,AAA,35,ATL (AAA),Total,- - -,- - -,,,17,60,64,15,8,4,0,3,8,14,3,0,19,0,1,0,2,0,0,.250,4.7%,29.7%,0.16,.281,.467,.748,.217,1.6,.308,-0.1,8,-0.8,.324,94
Jorge Alfaro,sa551307,last_15,AAA,32,MIL (AAA),Total,- - -,- - -,,,7,23,26,4,1,3,0,0,3,2,3,0,12,0,0,0,0,1,0,.174,11.5%,46.2%,0.25,.269,.304,.574,.130,6.2,.364,0.2,2,-1.5,.268,58
James McCann,sa577015,last_7,AAA,35,ATL (AAA),Total,- - -,- - -,,,5,15,17,5,3,2,0,0,2,3,1,0,5,0,1,0,1,0,0,.333,5.9%,29.4%,0.20,.353,.467,.820,.133,1.6,.455,0.0,2,0.3,.357,114
Michael Pérez,sa597838,last_15,AAA,32,ARI (AAA),Total,- - -,- - -,,,5,16,19,2,2,0,0,0,0,0,2,0,6,1,0,0,0,0,0,.125,10.5%,31.6%,0.33,.263,.125,.388,.000,0.1,.200,0.0,0,-2.4,.217,5
Michael Pérez,sa597838,last_45,AAA,32,ARI (AAA),Total,- - -,- - -,,,19,66,74,18,12,4,0,2,4,9,6,0,19,2,0,0,0,0,0,.273,8.1%,25.7%,0.32,.351,.424,.776,.152,0.1,.356,-0.1,10,-0.4,.351,89
Michael Pérez,sa597838,last_30,AAA,32,ARI (AAA),Total,- - -,- - -,,,12,41,46,9,7,2,0,0,2,2,3,0,12,2,0,0,0,0,0,.220,6.5%,26.1%,0.25,.304,.268,.573,.049,0.6,.310,-0.1,3,-3.3,.278,43
Michael Pérez,sa597838,last_7,AAA,32,ARI (AAA),Total,- - -,- - -,,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.0%,100.0%,0.00,.000,.000,.000,.000,0.1,.000,0.0,0,-0.3,.000,-100
Ildemaro Vargas,sa504705,last_30,AAA,33,ARI (AAA),Total,- - -,- - -,,,6,25,27,6,6,0,0,0,3,2,2,0,2,0,0,0,1,0,0,.240,7.4%,7.4%,1.00,.296,.240,.536,.000,1.9,.261,-0.1,2,-2.3,.261,32
Jake Lamb,sa503242,last_45,AAA,34,SFG (AAA),Total,- - -,- - -,,,15,52,62,13,8,4,0,1,11,9,9,0,12,1,0,0,2,0,0,.250,14.5%,19.4%,0.75,.371,.385,.756,.135,2.5,.308,-0.1,9,-0.2,.353,108
Omar Narváez,sa504967,last_45,AAA,33,- - -,Total,- - -,- - -,,,15,57,67,14,12,2,0,0,4,8,7,0,8,2,1,0,1,0,0,.246,10.4%,11.9%,0.88,.343,.281,.624,.035,0.7,.280,-0.1,7,-2.5,.304,74
Jake Lamb,sa503242,last_30,AAA,34,SFG (AAA),Total,- - -,- - -,,,7,23,30,7,5,1,0,1,7,7,6,0,6,1,0,0,1,0,0,.304,20.0%,20.0%,1.00,.467,.478,.945,.174,2.6,.375,-0.1,6,2.1,.436,160
Omar Narváez,sa504967,last_30,AAA,33,- - -,Total,- - -,- - -,,,8,32,39,10,8,2,0,0,4,7,5,0,4,1,1,0,0,0,0,.313,12.8%,10.3%,1.25,.410,.375,.785,.063,1.2,.345,-0.1,6,0.5,.370,119
Ildemaro Vargas,sa504705,last_45,AAA,33,ARI (AAA),Total,- - -,- - -,,,18,76,82,18,12,3,1,2,9,5,6,0,9,0,0,0,3,0,0,.237,7.3%,11.0%,0.67,.293,.382,.674,.145,3.3,.246,-0.1,8,-4.1,.302,58
Luke Maile,sa503535,last_45,AAA,34,KCR (AAA),Total,- - -,- - -,,,7,21,26,6,6,0,0,0,2,1,5,0,5,0,0,0,1,1,0,.286,19.2%,19.2%,1.00,.423,.286,.709,.000,3.9,.375,0.1,4,0.3,.354,107
Luke Maile,sa503535,last_30,AAA,34,KCR (AAA),Total,- - -,- - -,,,7,21,26,6,6,0,0,0,2,1,5,0,5,0,0,0,1,1,0,.286,19.2%,19.2%,1.00,.423,.286,.709,.000,3.9,.375,0.1,4,0.3,.354,107
Omar Narváez,sa504967,last_7,AAA,33,- - -,Total,- - -,- - -,,,5,19,24,6,4,2,0,0,4,4,3,0,2,1,1,0,0,0,0,.316,12.5%,8.3%,1.50,.417,.421,.838,.105,2.3,.333,-0.1,4,0.6,.385,128
Luke Maile,sa503535,last_7,AAA,34,KCR (AAA),Total,- - -,- - -,,,2,7,8,3,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,.429,12.5%,0.0%,1.00,.500,.429,.929,.000,1.1,.429,0.0,2,0.7,.438,160
Luke Maile,sa503535,last_15,AAA,34,KCR (AAA),Total,- - -,- - -,,,6,17,22,6,6,0,0,0,1,1,5,0,4,0,0,0,1,1,0,.353,22.7%,18.2%,1.25,.500,.353,.853,.000,3.5,.462,0.1,4,1.5,.419,148
Omar Narváez,sa504967,last_15,AAA,33,- - -,Total,- - -,- - -,,,8,32,39,10,8,2,0,0,4,7,5,0,4,1,1,0,0,0,0,.313,12.8%,10.3%,1.25,.410,.375,.785,.063,1.2,.345,-0.1,6,0.5,.370,119
Jeimer Candelario,sa596954,last_30,AAA,31,CIN (AAA),Total,- - -,- - -,,,13,46,56,11,6,5,0,0,6,10,8,0,14,2,0,0,0,0,0,.239,14.3%,25.0%,0.57,.375,.348,.723,.109,1.5,.344,-0.1,8,0.4,.349,102
Jeimer Candelario,sa596954,last_15,AAA,31,CIN (AAA),Total,- - -,- - -,,,12,44,53,10,6,4,0,0,6,9,7,0,13,2,0,0,0,0,0,.227,13.2%,24.5%,0.54,.358,.318,.677,.091,1.7,.323,-0.1,7,-0.5,.329,92
Jeimer Candelario,sa596954,last_45,AAA,31,CIN (AAA),Total,- - -,- - -,,,13,46,56,11,6,5,0,0,6,10,8,0,14,2,0,0,0,0,0,.239,14.3%,25.0%,0.57,.375,.348,.723,.109,1.5,.344,-0.1,8,0.4,.349,102
Jeimer Candelario,sa596954,last_7,AAA,31,CIN (AAA),Total,- - -,- - -,,,6,20,28,3,1,2,0,0,3,2,6,0,7,2,0,0,0,0,0,.150,21.4%,25.0%,0.86,.393,.250,.643,.100,1.6,.231,-0.1,4,0.0,.337,99
Jack López,sa598270,last_15,AAA,32,SEA (AAA),Total,- - -,- - -,,,13,38,41,6,5,1,0,0,3,3,2,0,15,1,0,0,0,1,0,.158,4.9%,36.6%,0.13,.220,.184,.404,.026,5.1,.261,0.1,0,-5.8,.199,5
Jack López,sa598270,last_45,AAA,32,SEA (AAA),Total,- - -,- - -,,,37,125,138,31,23,6,0,2,18,14,9,0,45,1,1,2,2,3,0,.248,6.5%,32.6%,0.20,.301,.344,.645,.096,5.1,.367,0.4,12,-7.7,.295,65
Tomás Nido,sa658115,last_30,AAA,31,DET (AAA),Total,- - -,- - -,,,10,37,37,9,9,0,0,0,4,1,0,0,11,0,0,0,0,0,0,.243,0.0%,29.7%,0.00,.243,.243,.486,.000,2.3,.346,-0.1,1,-3.5,.224,31
Jack López,sa598270,last_30,AAA,32,SEA (AAA),Total,- - -,- - -,,,25,79,90,18,13,4,0,1,10,8,8,0,30,1,1,1,2,2,0,.228,8.9%,33.3%,0.27,.303,.316,.620,.089,4.7,.347,0.3,7,-5.5,.289,61
Jack López,sa598270,last_7,AAA,32,SEA (AAA),Total,- - -,- - -,,,6,18,19,5,4,1,0,0,2,2,1,0,4,0,0,0,0,1,0,.278,5.3%,21.1%,0.25,.316,.333,.649,.056,5.5,.357,0.2,2,-1.0,.300,68
Tomás Nido,sa658115,last_45,AAA,31,DET (AAA),Total,- - -,- - -,,,10,37,37,9,9,0,0,0,4,1,0,0,11,0,0,0,0,0,0,.243,0.0%,29.7%,0.00,.243,.243,.486,.000,2.3,.346,-0.1,1,-3.5,.224,31
Tomás Nido,sa658115,last_7,AAA,31,DET (AAA),Total,- - -,- - -,,,3,12,12,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,.083,0.0%,25.0%,0.00,.083,.083,.167,.000,2.6,.111,0.0,-1,-2.6,.077,-63
Tomás Nido,sa658115,last_15,AAA,31,DET (AAA),Total,- - -,- - -,,,7,27,27,6,6,0,0,0,2,1,0,0,9,0,0,0,0,0,0,.222,0.0%,33.3%,0.00,.222,.222,.444,.000,1.6,.333,0.0,1,-3.0,.205,19
Travis Jankowski,sa577924,last_45,AAA,34,- - -,Total,- - -,- - -,,,9,28,35,5,4,1,0,0,4,1,7,0,5,0,0,0,0,3,1,.179,20.0%,14.3%,1.40,.343,.214,.557,.036,5.2,.217,0.1,3,-1.4,.289,66
Travis Jankowski,sa577924,last_30,AAA,34,- - -,Total,- - -,- - -,,,9,28,35,5,4,1,0,0,4,1,7,0,5,0,0,0,0,3,1,.179,20.0%,14.3%,1.40,.343,.214,.557,.036,5.2,.217,0.1,3,-1.4,.289,66
Travis Jankowski,sa577924,last_15,AAA,34,- - -,Total,- - -,- - -,,,5,21,23,3,3,0,0,0,4,1,2,0,5,0,0,0,0,1,0,.143,8.7%,21.7%,0.40,.217,.143,.360,.000,6.5,.188,0.2,0,-3.0,.184,-1
Travis Jankowski,sa577924,last_7,AAA,34,- - -,Total,- - -,- - -,,,5,21,23,3,3,0,0,0,4,1,2,0,5,0,0,0,0,1,0,.143,8.7%,21.7%,0.40,.217,.143,.360,.000,6.5,.188,0.2,0,-3.0,.184,-1
Andrew Velazquez,sa658104,last_30,AAA,30,NYY (AAA),Total,- - -,- - -,,,19,58,67,16,12,3,0,1,10,10,6,0,16,0,0,3,0,8,1,.276,9.0%,23.9%,0.38,.344,.379,.723,.103,6.8,.366,1.0,8,-0.3,.333,98
Albert Almora Jr.,sa657859,last_7,AAA,31,MIA (AAA),Total,- - -,- - -,,,5,15,20,5,5,0,0,0,2,2,2,0,2,2,1,0,1,1,0,.333,10.0%,10.0%,1.00,.450,.333,.783,.000,5.0,.357,0.1,3,0.7,.381,132
Albert Almora Jr.,sa657859,last_15,AAA,31,MIA (AAA),Total,- - -,- - -,,,11,39,44,15,12,3,0,0,6,6,2,0,7,2,1,0,1,2,1,.385,4.5%,15.9%,0.29,.432,.462,.893,.077,4.4,.455,-0.2,8,2.5,.407,149
Albert Almora Jr.,sa657859,last_45,AAA,31,MIA (AAA),Total,- - -,- - -,,,26,82,93,24,18,5,0,1,13,8,8,0,15,2,1,0,3,3,1,.293,8.6%,16.1%,0.53,.366,.390,.756,.098,4.6,.343,-0.1,13,0.8,.349,112
Albert Almora Jr.,sa657859,last_30,AAA,31,MIA (AAA),Total,- - -,- - -,,,20,61,70,18,13,5,0,0,9,7,6,0,10,2,1,0,1,3,1,.295,8.6%,14.3%,0.60,.371,.377,.748,.082,4.8,.346,0.0,10,0.5,.348,111
Andrew Velazquez,sa658104,last_15,AAA,30,NYY (AAA),Total,- - -,- - -,,,9,22,27,9,8,1,0,0,5,5,3,0,4,0,0,2,0,3,1,.409,11.1%,14.8%,0.75,.480,.455,.935,.045,5.8,.500,0.1,6,2.2,.435,162
Joey Meneses,sa604598,last_15,AAA,33,NYM (AAA),Total,- - -,- - -,,,11,43,43,13,9,3,0,1,2,7,0,0,9,0,0,0,0,0,0,.302,0.0%,20.9%,0.00,.302,.442,.744,.140,0.1,.364,-0.1,5,-0.3,.329,91
Joey Meneses,sa604598,last_30,AAA,33,NYM (AAA),Total,- - -,- - -,,,21,73,76,23,13,8,0,2,7,11,3,0,12,0,0,0,2,0,0,.315,3.9%,15.8%,0.25,.342,.507,.849,.192,0.8,.356,-0.1,12,2.3,.375,120
Andrew Velazquez,sa658104,last_7,AAA,30,NYY (AAA),Total,- - -,- - -,,,5,14,15,5,4,1,0,0,3,4,0,0,3,0,0,1,0,1,1,.357,0.0%,20.0%,0.00,.357,.429,.786,.071,5.5,.455,-0.3,2,0.2,.355,112
Joey Meneses,sa604598,last_7,AAA,33,NYM (AAA),Total,- - -,- - -,,,5,21,21,7,4,3,0,0,1,4,0,0,3,0,0,0,0,0,0,.333,0.0%,14.3%,0.00,.333,.476,.810,.143,0.4,.389,0.0,3,0.3,.359,110
Andrew Velazquez,sa658104,last_45,AAA,30,NYY (AAA),Total,- - -,- - -,,,30,93,103,25,19,4,0,2,15,12,7,0,25,0,0,3,1,10,2,.269,6.8%,24.3%,0.28,.320,.376,.696,.108,6.5,.348,0.9,12,-1.8,.318,88
Joe Hudson,sa658019,last_30,AAA,34,HOU (AAA),Total,- - -,- - -,,,5,17,20,0,0,0,0,0,1,0,3,0,8,0,0,0,1,0,0,.000,15.0%,40.0%,0.38,.150,.000,.150,.000,1.6,.000,0.0,-2,-4.4,.113,-42
Joey Meneses,sa604598,last_45,AAA,33,NYM (AAA),Total,- - -,- - -,,,33,120,128,32,18,10,0,4,14,16,7,0,18,1,0,0,3,0,0,.267,5.5%,14.1%,0.39,.313,.450,.763,.183,1.3,.286,-0.2,17,0.0,.339,97
Joe Hudson,sa658019,last_45,AAA,34,HOU (AAA),Total,- - -,- - -,,,9,34,37,4,1,1,0,2,4,8,3,0,14,0,0,0,2,0,0,.118,8.1%,37.8%,0.21,.189,.324,.513,.206,2.0,.111,0.0,1,-4.5,.223,27
