player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+
Payton Eeles,sa3023622,last_7,AAA,25,MIN (AAA),Total,- - -,- - -,,,7,22,29,2,2,0,0,0,2,1,4,0,7,2,1,0,1,0,1,.091,13.8%,24.1%,0.57,.276,.091,.367,.000,2.9,.125,-0.5,1,-2.9,.218,20
Payton Eeles,sa3023622,last_30,AAA,25,MIN (AAA),Total,- - -,- - -,,,23,81,96,20,17,2,1,0,13,5,10,0,15,3,2,0,3,9,3,.247,10.4%,15.6%,0.67,.344,.296,.640,.049,7.8,.294,0.1,10,-2.1,.314,82
Mitchell Daly,sa3025169,last_15,AAA,24,LAA (AAA),Total,- - -,- - -,,,8,25,29,4,3,1,0,0,1,2,3,0,8,1,0,0,1,0,0,.160,10.3%,27.6%,0.38,.276,.200,.476,.040,0.4,.235,-0.1,2,-1.4,.247,56
Mitchell Daly,sa3025169,last_7,AAA,24,LAA (AAA),Total,- - -,- - -,,,5,14,17,1,1,0,0,0,0,0,2,0,5,1,0,0,1,0,0,.071,11.8%,29.4%,0.40,.235,.071,.307,.000,0.1,.111,0.0,0,-1.6,.187,16
Mitchell Daly,sa3025169,last_45,AAA,24,LAA (AAA),Total,- - -,- - -,,,19,60,68,8,6,2,0,0,4,2,6,0,28,1,0,1,1,1,0,.133,8.8%,41.2%,0.21,.224,.167,.391,.033,3.9,.250,0.1,1,-6.3,.203,24
Mitchell Daly,sa3025169,last_30,AAA,24,LAA (AAA),Total,- - -,- - -,,,16,51,58,8,6,2,0,0,4,2,5,0,23,1,0,1,1,1,0,.157,8.6%,39.7%,0.22,.246,.196,.442,.039,4.2,.286,0.1,2,-3.8,.226,41
C.J. Kayfus,sa3023068,last_30,AAA,23,CLE (AAA),Total,- - -,- - -,,,25,93,104,26,11,9,2,4,13,11,9,0,28,1,1,0,2,0,0,.280,8.7%,26.9%,0.32,.346,.548,.895,.269,3.8,.355,-0.2,18,4.3,.388,133
Payton Eeles,sa3023622,last_45,AAA,25,MIN (AAA),Total,- - -,- - -,,,26,91,107,23,20,2,1,0,15,5,11,0,17,3,2,0,3,9,3,.253,10.3%,15.9%,0.65,.346,.297,.642,.044,7.7,.303,0.1,12,-2.2,.315,84
C.J. Kayfus,sa3023068,last_15,AAA,23,CLE (AAA),Total,- - -,- - -,,,13,48,54,14,5,4,2,3,8,7,4,0,14,1,1,0,1,0,0,.292,7.4%,25.9%,0.29,.352,.646,.998,.354,4.1,.344,-0.1,11,3.7,.420,154
David Mershon,sa3025335,last_30,AAA,22,LAA (AAA),Total,- - -,- - -,,,20,73,83,18,13,5,0,0,5,7,9,0,26,0,0,1,1,4,2,.247,10.8%,31.3%,0.35,.329,.315,.644,.068,3.6,.383,-0.3,9,-3.3,.312,68
David Mershon,sa3025335,last_7,AAA,22,LAA (AAA),Total,- - -,- - -,,,5,18,19,1,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,.056,5.3%,52.6%,0.10,.105,.111,.216,.056,0.1,.125,0.0,-1,-3.9,.106,-53
Tomo Otosaka,sa3067492,last_45,AAA,31,SEA (AAA),Total,- - -,- - -,,,8,23,23,6,6,0,0,0,3,2,0,0,5,0,0,0,0,1,1,.261,0.0%,21.7%,0.00,.261,.261,.522,.000,5.0,.333,-0.3,1,-2.4,.241,31
Tomo Otosaka,sa3067492,last_30,AAA,31,SEA (AAA),Total,- - -,- - -,,,7,19,19,6,6,0,0,0,2,2,0,0,4,0,0,0,0,1,1,.316,0.0%,21.1%,0.00,.316,.316,.632,.000,4.0,.400,-0.3,2,-1.1,.292,63
David Mershon,sa3025335,last_15,AAA,22,LAA (AAA),Total,- - -,- - -,,,12,42,47,5,3,2,0,0,1,0,5,0,17,0,0,0,1,1,1,.119,10.6%,36.2%,0.29,.213,.167,.379,.048,2.2,.200,-0.4,0,-6.6,.192,-2
David Mershon,sa3025335,last_45,AAA,22,LAA (AAA),Total,- - -,- - -,,,23,81,91,20,13,6,1,0,6,9,9,0,26,0,0,1,1,5,2,.247,9.9%,28.6%,0.35,.322,.346,.668,.099,6.1,.364,-0.1,10,-3.3,.317,71
Tomo Otosaka,sa3067492,last_15,AAA,31,SEA (AAA),Total,- - -,- - -,,,3,6,6,3,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,.500,0.0%,16.7%,0.00,.500,.500,1.000,.000,4.6,.600,0.2,1,0.6,.462,169
Tomo Otosaka,sa3067492,last_7,AAA,31,SEA (AAA),Total,- - -,- - -,,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.0%,0.0%,0.00,.000,.000,.000,.000,0.1,.000,0.0,0,-0.6,.000,-100
Luis Castro,sa736954,last_15,AAA,29,HOU (AAA),Total,- - -,- - -,,,13,51,61,21,11,6,1,3,17,13,8,0,12,2,0,0,0,0,0,.412,13.1%,19.7%,0.67,.508,.745,1.253,.333,5.1,.500,-0.1,18,9.7,.534,222
Luis Castro,sa736954,last_45,AAA,29,HOU (AAA),Total,- - -,- - -,,,34,130,150,45,28,10,1,6,29,29,16,1,33,4,0,0,3,1,2,.346,10.7%,22.0%,0.48,.433,.577,1.010,.231,4.4,.429,-1.1,33,11.5,.442,164
Luis Castro,sa736954,last_7,AAA,29,HOU (AAA),Total,- - -,- - -,,,6,25,30,12,5,4,1,2,11,8,4,0,5,1,0,0,0,0,0,.480,13.3%,16.7%,0.80,.567,.960,1.527,.480,5.1,.556,-0.1,12,7.3,.627,280
Riley Unroe,sa737614,last_15,AAA,29,DET (AAA),Total,- - -,- - -,,,5,15,19,4,4,0,0,0,1,2,4,0,3,0,0,0,0,2,0,.267,21.1%,15.8%,1.33,.421,.267,.688,.000,4.4,.333,0.3,3,0.2,.349,111
Riley Unroe,sa737614,last_45,AAA,29,DET (AAA),Total,- - -,- - -,,,21,55,69,12,7,3,1,1,5,9,14,0,14,0,0,0,0,5,0,.218,20.3%,20.3%,1.00,.377,.364,.740,.145,7.1,.275,0.8,10,0.7,.351,112
Luis Castro,sa736954,last_30,AAA,29,HOU (AAA),Total,- - -,- - -,,,23,90,103,28,17,6,1,4,21,14,11,0,25,2,0,0,1,0,1,.311,10.7%,24.3%,0.44,.398,.533,.931,.222,5.1,.393,-0.7,20,5.0,.410,144
Riley Unroe,sa737614,last_30,AAA,29,DET (AAA),Total,- - -,- - -,,,9,24,31,7,5,1,1,0,1,4,7,0,5,0,0,0,0,2,0,.292,22.6%,16.1%,1.40,.452,.417,.868,.125,6.5,.368,0.3,6,1.8,.408,148
Bryson Brigman,sa829857,last_30,AAA,30,CIN (AAA),Total,- - -,- - -,,,11,27,30,8,7,1,0,0,5,1,3,0,4,0,0,0,0,4,0,.296,10.0%,13.3%,0.75,.367,.333,.700,.037,7.0,.348,0.7,4,-0.2,.331,96
Bryson Brigman,sa829857,last_45,AAA,30,CIN (AAA),Total,- - -,- - -,,,17,49,53,12,11,1,0,0,6,2,4,0,6,0,0,0,0,4,0,.245,7.5%,11.3%,0.67,.302,.265,.567,.020,6.1,.279,0.7,4,-3.0,.271,57
Gavin Collins,sa857219,last_30,AAA,29,STL (AAA),Total,- - -,- - -,,,9,36,39,8,7,1,0,0,3,5,2,0,5,0,0,1,2,1,0,.222,5.1%,12.8%,0.40,.263,.250,.513,.028,4.5,.258,0.1,2,-3.1,.242,37
Jake Gatewood,sa828685,last_45,AAA,29,NYY (AAA),Total,- - -,- - -,,,18,49,58,6,2,4,0,0,6,0,6,0,21,2,0,1,0,2,1,.122,10.3%,36.2%,0.29,.246,.204,.450,.082,5.8,.214,-0.1,2,-5.4,.227,30
Gavin Collins,sa857219,last_7,AAA,29,STL (AAA),Total,- - -,- - -,,,3,12,13,2,1,1,0,0,0,3,1,0,2,0,0,0,2,0,0,.167,7.7%,15.4%,0.50,.231,.250,.481,.083,0.1,.200,0.0,0,-1.2,.226,27
Gavin Collins,sa857219,last_15,AAA,29,STL (AAA),Total,- - -,- - -,,,5,20,21,5,4,1,0,0,2,4,1,0,4,0,0,0,2,0,0,.250,4.8%,19.0%,0.25,.286,.300,.586,.050,1.6,.313,0.0,2,-1.2,.272,56
Jake Gatewood,sa828685,last_30,AAA,29,NYY (AAA),Total,- - -,- - -,,,11,29,37,3,1,2,0,0,5,0,5,0,13,2,0,1,0,1,0,.103,13.5%,35.1%,0.38,.278,.172,.450,.069,6.1,.188,0.1,2,-3.0,.242,39
Bryson Brigman,sa829857,last_7,AAA,30,CIN (AAA),Total,- - -,- - -,,,4,5,7,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,.200,28.6%,14.3%,2.00,.429,.200,.629,.000,0.1,.250,0.0,1,0.0,.342,103
Riley Unroe,sa737614,last_7,AAA,29,DET (AAA),Total,- - -,- - -,,,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.333,0.0%,33.3%,0.00,.333,.333,.667,.000,0.1,.500,0.0,0,-0.1,.307,84
Gavin Collins,sa857219,last_45,AAA,29,STL (AAA),Total,- - -,- - -,,,15,53,58,11,8,3,0,0,4,7,3,0,6,0,1,1,2,1,0,.208,5.2%,10.3%,0.50,.246,.264,.510,.057,4.1,.229,0.1,3,-5.0,.236,33
Bryson Brigman,sa829857,last_15,AAA,30,CIN (AAA),Total,- - -,- - -,,,7,12,14,3,3,0,0,0,2,0,2,0,1,0,0,0,0,0,0,.250,14.3%,7.1%,2.00,.357,.250,.607,.000,2.0,.273,0.0,1,-0.4,.303,77
Tristin English,sa876328,last_45,AAA,28,ARI (AAA),Total,- - -,- - -,,,22,83,94,31,18,9,0,4,13,21,8,0,13,1,2,0,1,0,0,.373,8.5%,13.8%,0.62,.426,.627,1.052,.253,1.1,.397,-0.2,22,8.1,.453,153
Jake Gatewood,sa828685,last_15,AAA,29,NYY (AAA),Total,- - -,- - -,,,2,7,7,2,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,.286,0.0%,42.9%,0.00,.286,.571,.857,.286,2.6,.500,0.0,1,0.2,.366,119
Tristin English,sa876328,last_30,AAA,28,ARI (AAA),Total,- - -,- - -,,,20,77,88,29,17,9,0,3,12,20,8,0,11,1,2,0,1,0,0,.377,9.1%,12.5%,0.73,.432,.610,1.042,.234,1.2,.400,-0.2,20,7.4,.450,151
Tristin English,sa876328,last_15,AAA,28,ARI (AAA),Total,- - -,- - -,,,10,37,46,15,10,4,0,1,7,11,6,0,6,1,2,0,0,0,0,.405,13.0%,13.0%,1.00,.478,.595,1.073,.189,1.4,.438,-0.1,11,4.5,.466,161
Tristin English,sa876328,last_7,AAA,28,ARI (AAA),Total,- - -,- - -,,,4,13,19,5,4,1,0,0,3,1,4,0,2,1,1,0,0,0,0,.385,21.1%,10.5%,2.00,.526,.462,.988,.077,1.6,.417,-0.1,4,1.8,.460,157
Rodolfo Durán,sa877500,last_15,AAA,27,SDP (AAA),Total,- - -,- - -,,,7,25,29,10,9,0,0,1,3,5,3,0,2,0,0,1,0,1,0,.400,10.3%,6.9%,1.50,.464,.520,.984,.120,3.7,.409,0.1,6,2.3,.445,147
Rodolfo Durán,sa877500,last_30,AAA,27,SDP (AAA),Total,- - -,- - -,,,17,56,62,12,11,0,0,1,6,6,5,0,10,0,0,1,1,1,0,.214,8.1%,16.1%,0.50,.279,.268,.547,.054,4.0,.244,0.1,3,-5.4,.259,31
Rodolfo Durán,sa877500,last_7,AAA,27,SDP (AAA),Total,- - -,- - -,,,4,14,16,6,5,0,0,1,2,5,2,0,2,0,0,0,0,1,0,.429,12.5%,12.5%,1.00,.500,.643,1.143,.214,4.1,.455,0.2,4,2.1,.502,183
Bryan Torres,sa885119,last_45,AAA,27,STL (AAA),Total,- - -,- - -,,,26,79,103,25,18,5,1,1,16,8,23,0,12,0,0,1,0,8,1,.316,22.3%,11.7%,1.92,.471,.443,.914,.127,7.0,.364,0.8,21,7.6,.427,155
Bryan Torres,sa885119,last_15,AAA,27,STL (AAA),Total,- - -,- - -,,,7,23,29,8,6,1,1,0,5,2,6,0,2,0,0,0,0,3,0,.348,20.7%,6.9%,3.00,.483,.478,.961,.130,8.4,.381,0.5,6,2.5,.443,165
Bryan Torres,sa885119,last_30,AAA,27,STL (AAA),Total,- - -,- - -,,,17,51,70,15,9,4,1,1,11,5,19,0,9,0,0,0,0,8,1,.294,27.1%,12.9%,2.11,.486,.471,.956,.176,8.0,.341,0.9,15,6.1,.443,165
Bryan Torres,sa885119,last_7,AAA,27,STL (AAA),Total,- - -,- - -,,,3,9,12,4,3,0,1,0,4,1,3,0,1,0,0,0,0,2,0,.444,25.0%,8.3%,3.00,.583,.667,1.250,.222,9.6,.500,0.4,4,2.1,.548,232
Rodolfo Durán,sa877500,last_45,AAA,27,SDP (AAA),Total,- - -,- - -,,,23,76,88,21,15,4,0,2,12,14,10,0,13,0,0,2,1,2,0,.276,11.4%,14.8%,0.77,.360,.408,.768,.132,4.6,.311,0.2,12,-0.4,.351,88
Ronaldo Hernández,sa881850,last_30,AAA,27,NYY (AAA),Total,- - -,- - -,,,2,7,9,2,1,1,0,0,1,0,2,0,2,0,0,0,0,1,0,.286,22.2%,22.2%,1.00,.444,.429,.873,.143,5.5,.400,0.2,2,0.5,.408,146
Ronaldo Hernández,sa881850,last_45,AAA,27,NYY (AAA),Total,- - -,- - -,,,4,11,13,3,2,1,0,0,1,0,2,0,3,0,0,0,0,1,0,.273,15.4%,23.1%,0.67,.385,.364,.748,.091,4.9,.375,0.2,2,0.2,.354,111
Nick Dunn,sa915613,last_45,AAA,28,SEA (AAA),Total,- - -,- - -,,,12,48,50,10,8,1,1,0,7,4,2,0,5,0,0,0,0,0,0,.208,4.0%,10.0%,0.40,.240,.271,.511,.063,5.1,.233,-0.1,2,-5.3,.235,29
Nick Dunn,sa915613,last_15,AAA,28,SEA (AAA),Total,- - -,- - -,,,4,16,16,5,4,1,0,0,3,1,0,0,1,0,0,0,0,0,0,.313,0.0%,6.3%,0.00,.313,.375,.688,.063,2.6,.333,0.0,2,-0.5,.313,81
Nick Dunn,sa915613,last_30,AAA,28,SEA (AAA),Total,- - -,- - -,,,7,28,28,7,6,1,0,0,3,2,0,0,1,0,0,0,0,0,0,.250,0.0%,3.6%,0.00,.250,.286,.536,.036,2.2,.259,0.0,1,-2.7,.245,36
Nick Dunn,sa915613,last_7,AAA,28,SEA (AAA),Total,- - -,- - -,,,1,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.250,0.0%,25.0%,0.00,.250,.500,.750,.250,0.1,.333,0.0,1,0.0,.329,105
Ismael Munguia,sa917132,last_7,AAA,26,NYY (AAA),Total,- - -,- - -,,,2,7,7,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.143,0.0%,0.0%,0.00,.143,.143,.286,.000,2.6,.143,0.0,0,-1.2,.132,-31
Ismael Munguia,sa917132,last_30,AAA,26,NYY (AAA),Total,- - -,- - -,,,17,66,67,14,10,4,0,0,5,12,0,0,5,1,0,0,1,7,2,.212,0.0%,7.5%,0.00,.224,.273,.497,.061,5.9,.230,0.4,2,-6.3,.226,29
Ismael Munguia,sa917132,last_15,AAA,26,NYY (AAA),Total,- - -,- - -,,,6,24,24,4,2,2,0,0,3,5,0,0,1,0,0,0,1,2,0,.167,0.0%,4.2%,0.00,.167,.250,.417,.083,7.5,.174,0.4,0,-3.1,.184,2
Jesús Bastidas,sa916969,last_45,AAA,26,HOU (AAA),Total,- - -,- - -,,,35,134,160,38,22,10,2,4,25,29,17,0,33,7,2,0,2,2,1,.284,10.6%,20.6%,0.52,.388,.478,.865,.194,6.1,.343,-0.4,27,4.3,.387,129
Yonathan Perlaza,sa917302,last_30,AAA,26,SDP (AAA),Total,- - -,- - -,,,22,82,95,22,14,5,0,3,16,12,10,0,20,2,1,0,2,3,0,.268,10.5%,21.1%,0.50,.358,.439,.797,.171,5.7,.317,0.4,14,0.1,.358,92
Ismael Munguia,sa917132,last_45,AAA,26,NYY (AAA),Total,- - -,- - -,,,27,93,95,18,13,4,1,0,8,13,1,0,7,1,0,0,1,8,2,.194,1.1%,7.4%,0.14,.211,.258,.469,.065,7.8,.209,0.6,2,-10.0,.213,21
Yonathan Perlaza,sa917302,last_45,AAA,26,SDP (AAA),Total,- - -,- - -,,,34,131,145,30,20,6,0,4,19,20,11,0,40,2,1,0,2,5,0,.229,7.6%,27.6%,0.28,.297,.366,.663,.137,5.6,.295,0.8,13,-7.4,.300,56
Yonathan Perlaza,sa917302,last_15,AAA,26,SDP (AAA),Total,- - -,- - -,,,12,48,53,14,10,2,0,2,9,10,3,0,12,1,1,0,1,3,0,.292,5.7%,22.6%,0.25,.340,.458,.798,.167,6.5,.343,0.5,7,-0.3,.351,88
Jesús Bastidas,sa916969,last_15,AAA,26,HOU (AAA),Total,- - -,- - -,,,12,50,58,19,10,6,1,2,9,15,6,0,11,1,1,0,2,0,0,.380,10.3%,19.0%,0.55,.448,.660,1.108,.280,3.9,.447,-0.1,14,6.1,.473,184
Jesús Bastidas,sa916969,last_30,AAA,26,HOU (AAA),Total,- - -,- - -,,,22,88,103,25,13,8,2,2,14,18,12,0,25,2,1,0,2,0,1,.284,11.7%,24.3%,0.48,.379,.489,.867,.205,4.7,.371,-0.7,17,2.5,.384,128
Yonathan Perlaza,sa917302,last_7,AAA,26,SDP (AAA),Total,- - -,- - -,,,6,20,25,3,2,0,0,1,4,4,3,0,5,1,1,0,1,1,0,.150,12.0%,20.0%,0.60,.280,.300,.580,.150,6.5,.133,0.2,2,-1.9,.272,38
Jesús Bastidas,sa916969,last_7,AAA,26,HOU (AAA),Total,- - -,- - -,,,6,26,30,9,3,3,1,2,7,8,2,0,6,1,1,0,0,0,0,.346,6.7%,20.0%,0.33,.400,.769,1.169,.423,5.1,.368,0.0,7,3.1,.473,184
Andy Yerzy,sa917939,last_45,AAA,26,STL (AAA),Total,- - -,- - -,,,14,53,56,11,9,2,0,0,1,6,2,0,19,1,0,0,0,0,0,.208,3.6%,33.9%,0.11,.250,.245,.495,.038,0.1,.324,-0.1,2,-4.9,.234,32
Andy Yerzy,sa917939,last_30,AAA,26,STL (AAA),Total,- - -,- - -,,,9,37,39,5,4,1,0,0,0,3,1,0,17,1,0,0,0,0,0,.135,2.6%,43.6%,0.06,.179,.162,.342,.027,0.1,.250,0.0,-1,-5.6,.166,-11
Andy Yerzy,sa917939,last_15,AAA,26,STL (AAA),Total,- - -,- - -,,,4,16,18,4,3,1,0,0,0,2,1,0,6,1,0,0,0,0,0,.250,5.6%,33.3%,0.17,.333,.313,.646,.063,0.1,.400,0.0,2,-0.5,.308,79
Eli Wilson,sa918961,last_15,AAA,26,PIT (AAA),Total,- - -,- - -,,,3,9,10,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,.222,10.0%,30.0%,0.33,.300,.222,.522,.000,0.1,.333,0.0,1,-0.7,.258,50
Andy Yerzy,sa917939,last_7,AAA,26,STL (AAA),Total,- - -,- - -,,,2,8,9,2,2,0,0,0,0,2,0,0,5,1,0,0,0,0,0,.250,0.0%,55.6%,0.00,.333,.250,.583,.000,0.1,.667,0.0,1,-0.4,.290,68
Eli Wilson,sa918961,last_45,AAA,26,PIT (AAA),Total,- - -,- - -,,,7,19,20,5,5,0,0,0,1,1,1,0,6,0,0,0,0,0,0,.263,5.0%,30.0%,0.17,.300,.263,.563,.000,0.6,.385,0.0,1,-1.2,.267,56
Eli Wilson,sa918961,last_30,AAA,26,PIT (AAA),Total,- - -,- - -,,,5,14,15,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,.286,6.7%,20.0%,0.33,.333,.286,.619,.000,0.1,.364,0.0,1,-0.5,.295,73
Eli Wilson,sa918961,last_7,AAA,26,PIT (AAA),Total,- - -,- - -,,,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.333,0.0%,0.0%,0.00,.333,.333,.667,.000,0.1,.333,0.0,0,-0.1,.307,81
Matt Fraizer,sa918983,last_30,AAA,27,PIT (AAA),Total,- - -,- - -,,,17,55,65,16,10,5,0,1,10,7,9,0,16,0,1,0,0,6,1,.291,13.8%,24.6%,0.56,.385,.436,.821,.145,6.0,.385,0.6,10,1.9,.373,123
Matt Fraizer,sa918983,last_45,AAA,27,PIT (AAA),Total,- - -,- - -,,,26,75,86,19,10,7,0,2,12,9,9,0,21,0,2,0,0,7,1,.253,10.5%,24.4%,0.43,.326,.427,.752,.173,6.2,.315,0.8,11,-0.2,.335,99
Matt Fraizer,sa918983,last_15,AAA,27,PIT (AAA),Total,- - -,- - -,,,8,27,31,7,5,2,0,0,4,4,4,0,8,0,0,0,0,4,0,.259,12.9%,25.8%,0.50,.355,.333,.688,.074,6.5,.368,0.7,4,-0.3,.326,93
Delino DeShields,sa548171,last_7,AA,32,WSN (AA),Total,- - -,- - -,,,2,8,9,3,3,0,0,0,2,0,1,0,2,0,0,0,0,0,0,.375,11.1%,22.2%,0.50,.444,.375,.819,.000,2.6,.500,0.0,2,0.5,.386,151
Delino DeShields,sa548171,last_15,AA,32,WSN (AA),Total,- - -,- - -,,,3,12,13,5,5,0,0,0,2,1,1,0,3,0,0,0,0,0,0,.417,7.7%,23.1%,0.33,.462,.417,.878,.000,1.6,.556,-0.1,2,0.9,.409,166
Delino DeShields,sa548171,last_45,AA,32,WSN (AA),Total,- - -,- - -,,,3,12,13,5,5,0,0,0,2,1,1,0,3,0,0,0,0,0,0,.417,7.7%,23.1%,0.33,.462,.417,.878,.000,1.6,.556,-0.1,2,0.9,.409,166
Kevin Pillar,sa578870,last_45,AA,36,TEX (AA),Total,- - -,- - -,,,3,10,10,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.100,0.0%,10.0%,0.00,.100,.100,.200,.000,2.6,.111,0.0,-1,-1.8,.093,-52
Delino DeShields,sa548171,last_30,AA,32,WSN (AA),Total,- - -,- - -,,,3,12,13,5,5,0,0,0,2,1,1,0,3,0,0,0,0,0,0,.417,7.7%,23.1%,0.33,.462,.417,.878,.000,1.6,.556,-0.1,2,0.9,.409,166
Matt Fraizer,sa918983,last_7,AAA,27,PIT (AAA),Total,- - -,- - -,,,3,10,11,2,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,.200,9.1%,18.2%,0.50,.273,.300,.573,.100,1.6,.250,0.0,1,-0.7,.267,56
David Fletcher,sa858824,last_45,AAA,31,ATL (AAA),Total,- - -,- - -,,,30,96,103,16,10,5,0,1,4,7,4,0,13,0,2,1,3,1,0,.167,3.9%,12.6%,0.31,.196,.250,.446,.083,2.8,.179,0.1,2,-11.8,.202,16
David Fletcher,sa858824,last_7,AAA,31,ATL (AAA),Total,- - -,- - -,,,3,11,11,3,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,.273,0.0%,18.2%,0.00,.273,.364,.636,.091,1.6,.333,0.0,1,-0.5,.284,68
David Fletcher,sa858824,last_15,AAA,31,ATL (AAA),Total,- - -,- - -,,,8,27,27,5,2,2,0,1,2,2,0,0,3,0,0,0,0,1,0,.185,0.0%,11.1%,0.00,.185,.370,.556,.185,5.8,.174,0.2,1,-2.3,.238,39
David Fletcher,sa858824,last_30,AAA,31,ATL (AAA),Total,- - -,- - -,,,18,53,57,8,3,4,0,1,2,3,3,0,8,0,1,0,1,1,0,.151,5.3%,14.0%,0.38,.193,.283,.476,.132,3.3,.156,0.2,1,-6.0,.213,22
Travis Blankenhorn,sa874969,last_45,AA,28,LAA (AA),Total,- - -,- - -,,,9,26,32,6,3,2,0,1,5,7,4,0,5,2,0,0,2,0,0,.231,12.5%,15.6%,0.80,.375,.423,.798,.192,2.3,.250,-0.1,5,0.7,.383,129
Travis Blankenhorn,sa874969,last_30,AA,28,LAA (AA),Total,- - -,- - -,,,9,26,32,6,3,2,0,1,5,7,4,0,5,2,0,0,2,0,0,.231,12.5%,15.6%,0.80,.375,.423,.798,.192,2.3,.250,-0.1,5,0.7,.383,129
Travis Blankenhorn,sa874969,last_15,AA,28,LAA (AA),Total,- - -,- - -,,,8,24,30,6,3,2,0,1,5,7,4,0,4,2,0,0,2,0,0,.250,13.3%,13.3%,1.00,.400,.458,.858,.208,2.3,.263,-0.1,5,1.4,.408,144
Nick Senzel,sa873264,last_30,AAA,30,LAD (AAA),Total,- - -,- - -,,,20,79,89,21,14,3,0,4,13,23,7,0,20,2,1,0,2,3,0,.266,7.9%,22.5%,0.35,.337,.456,.793,.190,5.3,.304,0.5,12,-0.5,.350,101
Nick Senzel,sa873264,last_7,AAA,30,LAD (AAA),Total,- - -,- - -,,,5,20,22,5,3,2,0,0,3,5,2,0,6,0,0,0,0,1,0,.250,9.1%,27.3%,0.33,.318,.350,.668,.100,6.1,.357,0.2,2,-1.0,.308,75
Nick Senzel,sa873264,last_45,AAA,30,LAD (AAA),Total,- - -,- - -,,,31,119,134,28,18,4,0,6,16,32,11,0,27,3,1,0,5,4,0,.235,8.2%,20.1%,0.41,.313,.420,.734,.185,4.8,.253,0.6,16,-3.6,.326,87
Nick Senzel,sa873264,last_15,AAA,30,LAD (AAA),Total,- - -,- - -,,,10,35,43,11,8,2,0,1,6,13,5,0,8,2,1,0,1,3,0,.314,11.6%,18.6%,0.63,.419,.457,.876,.143,5.7,.370,0.5,8,1.6,.398,131
Travis Blankenhorn,sa874969,last_7,AA,28,LAA (AA),Total,- - -,- - -,,,3,10,12,4,2,2,0,0,1,3,1,0,2,1,0,0,0,0,0,.400,8.3%,16.7%,0.50,.500,.600,1.100,.200,0.8,.500,0.0,3,1.6,.512,230
Yonny Hernández,sa872473,last_45,AAA,27,NYM (AAA),Total,- - -,- - -,,,32,104,116,33,27,5,1,0,15,13,7,0,11,3,0,2,2,3,4,.317,6.0%,9.5%,0.64,.377,.385,.762,.067,5.0,.355,-1.5,17,1.6,.354,108
Yonny Hernández,sa872473,last_30,AAA,27,NYM (AAA),Total,- - -,- - -,,,22,74,82,25,21,3,1,0,10,9,3,0,8,3,0,2,2,2,3,.338,3.7%,9.8%,0.38,.388,.405,.793,.068,5.0,.379,-1.2,13,1.9,.366,115
Yonny Hernández,sa872473,last_15,AAA,27,NYM (AAA),Total,- - -,- - -,,,12,39,44,17,14,2,1,0,6,5,3,0,4,1,0,1,1,0,2,.436,6.8%,9.1%,0.75,.488,.538,1.027,.103,5.0,.486,-1.1,10,4.7,.466,179
Yonny Hernández,sa872473,last_7,AAA,27,NYM (AAA),Total,- - -,- - -,,,5,16,18,9,6,2,1,0,4,2,1,0,2,1,0,0,1,0,1,.563,5.6%,11.1%,0.50,.611,.813,1.424,.250,5.7,.643,-0.5,7,4.3,.622,278
Jason Delay,sa857222,last_15,AAA,30,ATL (AAA),Total,- - -,- - -,,,5,16,18,2,2,0,0,0,1,1,2,0,3,0,0,0,0,0,0,.125,11.1%,16.7%,0.67,.222,.125,.347,.000,1.1,.154,0.0,0,-2.3,.184,4
Jason Delay,sa857222,last_7,AAA,30,ATL (AAA),Total,- - -,- - -,,,2,6,7,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,.167,14.3%,0.0%,1.00,.286,.167,.452,.000,2.6,.167,0.0,0,-0.6,.237,38
Jason Delay,sa857222,last_30,AAA,30,ATL (AAA),Total,- - -,- - -,,,11,34,37,5,4,1,0,0,1,2,3,0,8,0,0,0,1,0,0,.147,8.1%,21.6%,0.38,.216,.176,.393,.029,0.3,.192,-0.1,0,-4.5,.194,11
